bill_name,caption,filer_id,filer_name,function,session
SB 62,Relating to the waiver of juvenile court jurisdiction over certain children.,20841,Jerry Patterson,author,75R
SB 91,Relating to the qualifications of a member of the board of directors of an appraisal district.,20841,Jerry Patterson,author,75R
SB 92,Relating to the authority of the Bayview Municipal Utility District of Galveston County to install and assess for street lighting.,20841,Jerry Patterson,author,75R
SB 93,Relating to providing notice to property owners of the right to protest a property tax matter.,20841,Jerry Patterson,author,75R
SB 94,"Relating to the creation, extension, renewal, or modification of deed restrictions applicable to certain residential real estate subdivisions.",20841,Jerry Patterson,author,75R
SB 95,Relating to the immediate qualification for an ad valorem tax exemption for a church or other nonprofit organization.,20841,Jerry Patterson,author,75R
SB 99,Relating to the wearing of protective headgear by certain motorcycle operators and passengers and to a driver's license that authorizes the operation of a motorcycle.,20841,Jerry Patterson,author,75R
SB 100,Relating to participation by home school students in University Interscholastic League sponsored activities; providing an administrative penalty.,20841,Jerry Patterson,author,75R
SB 107,Relating to a notice of homestead foreclosure information required for the sale of certain residential real property.,20841,Jerry Patterson,author,75R
SB 173,"Relating to a voluntary, consensual encumbrance on homestead property for the purpose of an equity loan.",20841,Jerry Patterson,author,75R
SB 204,"Relating to persons eligible for a license to carry a concealed handgun, to the rights and duties of license holders, and to certain offenses involving weapons.",20841,Jerry Patterson,author,75R
SB 260,Relating to the transfer of the Texas Chiropractic College to The Texas A&M University System.,20841,Jerry Patterson,author,75R
SB 276,Relating to organizational and health maintenance organization requirements for community centers to provide certain services under capitation and other at-risk agreements in plans approved by the Texas Department of Mental Health and Mental Retardation.,20841,Jerry Patterson,author,75R
SB 277,Relating to provision of certain mental health and substance abuse services through health maintenance organizations.,20841,Jerry Patterson,author,75R
SB 278,Relating to the wearing of protective headgear by motorcycle operators and passengers.,20841,Jerry Patterson,author,75R
SB 279,Relating to the prevention of horse theft.,20841,Jerry Patterson,author,75R
SB 291,Relating to the regulation of orthotists and prosthetists; providing a civil penalty.,20841,Jerry Patterson,author,75R
SB 490,Relating to informed consent to the performance of an abortion.,20841,Jerry Patterson,author,75R
SB 491,Relating to the provision of bulletproof vests for certain municipal police officers.,20841,Jerry Patterson,author,75R
SB 492,Relating to the cancellation and removal from the delinquent tax roll of an ad valorem tax on certain real property.,20841,Jerry Patterson,author,75R
SB 493,"Relating to the punishment for murder of an individual selected as a victim because of the individual's race, religion, or gender.",20841,Jerry Patterson,author,75R
SB 494,Relating to HIV testing for pregnant women who are Medicaid recipients.,20841,Jerry Patterson,author,75R
SB 526,Relating to the making of a change to an accident report.,20841,Jerry Patterson,author,75R
SB 527,Relating to prohibiting employment discrimination against certain peace officers for refusing to take a polygraph examination.,20841,Jerry Patterson,author,75R
SB 684,Relating to the development of a restructured competitive electricity market.,20841,Jerry Patterson,author,75R
SB 705,Relating to the imposition of a municipal sales and use tax and hotel occupancy tax in areas to be annexed by certain municipalities.,20841,Jerry Patterson,author,75R
SB 706,Relating to recomputation of an employer's unemployment compensation experience rate based on payment by the employer of certain voluntary contributions.,20841,Jerry Patterson,author,75R
SB 707,Relating to certain structures on coastal public land.,20841,Jerry Patterson,author,75R
SB 708,"Relating to the validation of all acts, governmental proceedings, officials, bonds, and obligations of navigation districts and port authorities.",20841,Jerry Patterson,author,75R
SB 854,Relating to a loan the proceeds of which are used to purchase an interest in a certain trust or entity that owns real property located outside the United States.,20841,Jerry Patterson,author,75R
SB 855,Relating to the disposal of certain abandoned vehicles by a vehicle storage facility.,20841,Jerry Patterson,author,75R
SB 863,Relating to precommitment approval for certain purchases of a port authority.,20841,Jerry Patterson,author,75R
SB 864,"Relating to the control of and disabling of gambling devices, equipment, or paraphernalia while an ocean-going vessel is in the territorial waters of this state.",20841,Jerry Patterson,author,75R
SB 865,Relating to coverage under the Texas Catastrophe Property Insurance Association for certain demolition and debris removal expenses.,20841,Jerry Patterson,author,75R
SB 918,Relating to funding the costs of apprehending certain inmates for whom warrants are issued by the Board of Pardons and Paroles or the pardons and paroles division of the Texas Department of Criminal Justice.,20841,Jerry Patterson,author,75R
SB 945,Relating to certain fees charged by vehicle storage facilities.,20841,Jerry Patterson,author,75R
SB 946,Relating to a requirement that certain persons obtain a vehicle storage facility license.,20841,Jerry Patterson,author,75R
SB 947,Relating to the designation of a primary physical residence for a child in an order of joint managing conservatorship of the child.,20841,Jerry Patterson,author,75R
SB 948,Relating to the extinguishment of a taxpayer's liability for delinquent ad valorem taxes following a tax sale.,20841,Jerry Patterson,author,75R
SB 949,"Relating to immunity from liability for the directors, officers, agents, and employees of the Texas Catastrophe Property Insurance Association.",20841,Jerry Patterson,author,75R
SB 950,Relating to assistance for certain airports.,20841,Jerry Patterson,author,75R
SB 962,Relating to the registration of mortgage brokers.,20841,Jerry Patterson,author,75R
SB 979,Relating to resale of certain electric power.,20841,Jerry Patterson,author,75R
SB 980,Relating to ensuring reliable electric service; providing an administrative penalty.,20841,Jerry Patterson,author,75R
SB 1014,Relating to the representation of a property owner by an agent in a property tax matter.,20841,Jerry Patterson,author,75R
SB 1015,Relating to the correction of an ad valorem tax appraisal roll.,20841,Jerry Patterson,author,75R
SB 1017,Relating to training for members of appraisal review boards and to the qualifications of the members of appraisal review boards.,20841,Jerry Patterson,author,75R
SB 1030,Relating to the assessment of fees for services provided by certain property owners' associations.,20841,Jerry Patterson,author,75R
SB 1031,Relating to the assignment of a lottery prize.,20841,Jerry Patterson,author,75R
SB 1060,"Relating to the management of certain funds by the Veterans' Land Board, to the creation of veterans homes, and to the Veterans' Land Board's entering into bond enhancement agreements for certain bonds.",20841,Jerry Patterson,author,75R
SB 1084,Relating to prohibiting the use of mobile polling places during the early voting period.,20841,Jerry Patterson,author,75R
SB 1085,Relating to punishments for certain criminal offenses under the Election Code.,20841,Jerry Patterson,author,75R
