bill_name,caption,filer_id,filer_name,function,session
HB 5,Relating to increases in the taxes on cigarettes and other tobacco products.,20373,Peggy Hamric,author,793
HB 40,Relating to the salary and benefits of certain employees of public schools.,20373,Peggy Hamric,author,793
HB 161,Relating to the content of public school campus improvement plans.,20373,Peggy Hamric,author,793
HR 259,"Congratulating Tommy and Laura Craddick on the birth of their son, Thomas Russell ""Tripp"" Craddick III.",20373,Peggy Hamric,author,793
HR 403,"Honoring State Representative Mary Denny and her husband, Norman Tolpo, on their first wedding anniversary.",20373,Peggy Hamric,author,793
HR 407,Designating the grandchildren of house members as honorary mascots.,20373,Peggy Hamric,author,793
HR 408,Electing the children of house members to the honorary office of mascot.,20373,Peggy Hamric,author,793
HB 72,Relating to providing for an adjustment of the limitation on the total amount of ad valorem taxes that may be imposed by a school district on the residence homesteads of the elderly or disabled to reflect any change in the school district's tax rate and protecting a school district against the resulting loss in local revenue.,20373,Peggy Hamric,coauthor,793
HB 152,Relating to authorizing the governing body of a school district to establish for purposes of ad valorem taxation by the district a limitation on increases in the appraised value of real property in the district that is less than 10 percent but not less than five percent.,20373,Peggy Hamric,coauthor,793
HJR 15,Proposing a constitutional amendment requiring the state to pay at least 50 percent of the cost of maintaining and operating the public school system and prohibiting the comptroller from certifying legislation containing an appropriation unless the requirement is met.,20373,Peggy Hamric,coauthor,793
HJR 26,Proposing a constitutional amendment providing for an adjustment of the limitation on the total amount of ad valorem taxes that may be imposed for public school purposes on the residence homesteads of the elderly or disabled to reflect any change in the rate of those taxes.,20373,Peggy Hamric,coauthor,793
HJR 36,Proposing a constitutional amendment authorizing the governing body of a school district to establish for purposes of ad valorem taxation by the school district a limitation on the maximum average annual percentage increase in the appraised value of real property in the school district.,20373,Peggy Hamric,coauthor,793
HR 59,Recognizing New York's Dylan Prime restaurant.,20373,Peggy Hamric,author,792
HB 16,Relating to limits on the use of the power of eminent domain.,20373,Peggy Hamric,coauthor,792
HR 441,Honoring Barry Switzer for his achievements as a football coach.,20373,Peggy Hamric,author,791
HJR 19,Proposing a constitutional amendment to restrict the state or a political subdivision from taking private property for the primary purpose of economic development or to benefit a particular class of identifiable individuals.,20373,Peggy Hamric,coauthor,791
HJR 24,Proposing a constitutional amendment to reduce the total amount of ad valorem taxes that may be imposed by a school district on the residence homestead of an elderly or disabled person in proportion to any reduction in the tax rate of the school district.,20373,Peggy Hamric,coauthor,791
HB 1434,Relating to the continuation and functions of the Texas Lottery Commission.,20373,Peggy Hamric,author,79R
HB 1435,Relating to the administration and functions of the Texas State Board of Podiatric Medical Examiners.,20373,Peggy Hamric,author,79R
HB 1436,Relating to the regulation of barbers and cosmetologists by the Texas Department of Licensing and Regulation and the abolition of the State Board of Barber Examiners and the Texas Cosmetology Commission.,20373,Peggy Hamric,author,79R
HB 1538,Relating to the authority of a county assessor-collector or the Texas Department of Transportation to refuse to register certain vehicles.,20373,Peggy Hamric,author,79R
HB 1539,Relating to the punishment of the offense of trespassing and to requiring certain defendants convicted of that offense to register as sex offenders.,20373,Peggy Hamric,author,79R
HB 1720,Relating to the precedence of certain county highway access rules and ordinances over highway access management orders of the Texas Transportation Commission.,20373,Peggy Hamric,author,79R
HB 1722,"Relating to creating reasonable regulation of the storage, discharge, safe use, and oversight of fireworks.",20373,Peggy Hamric,author,79R
HB 1723,Relating to including within conduct proscribed by various offenses certain conduct involving the discharge of fireworks.,20373,Peggy Hamric,author,79R
HB 1882,Relating to permits issued for moving certain heavy equipment over certain highways.,20373,Peggy Hamric,author,79R
HB 2543,Relating to authorizing the issuance of revenue bonds for The University of Texas Dental Branch at Houston at The University of Texas Health Science Center at Houston.,20373,Peggy Hamric,author,79R
HB 2544,Relating to the continuation and functions of the Texas Alcoholic Beverage Commission.,20373,Peggy Hamric,author,79R
HB 2574,Relating to the waiver of civil process continuing education requirements for constables and deputy constables by the Commission on Law Enforcement Officer Standards and Education.,20373,Peggy Hamric,author,79R
HB 2575,Relating to the tax rate for emergency services districts located in certain populous counties.,20373,Peggy Hamric,author,79R
HB 2709,Relating to the issuance of special license plates to benefit the Texas Higher Education Coordinating Board.,20373,Peggy Hamric,author,79R
HB 2710,Relating to the election of initial emergency services district boards in districts located in more than one county.,20373,Peggy Hamric,author,79R
HB 2827,Relating to the numbering of emergency services districts converted from rural fire prevention districts.,20373,Peggy Hamric,author,79R
HB 2828,Relating to the powers and duties of a navigation district or port authority.,20373,Peggy Hamric,author,79R
HB 2829,Relating to audits of emergency services districts.,20373,Peggy Hamric,author,79R
HB 2926,Relating to the procedure for listing property in the appraisal records following certain ad valorem tax sales.,20373,Peggy Hamric,author,79R
HB 2954,Relating to the creation of a film industry incentive program.,20373,Peggy Hamric,author,79R
HB 2955,Relating to the operation of a motor vehicle.,20373,Peggy Hamric,author,79R
HB 2956,Relating to filing requirements for certain candidates for the board of trustees of a junior college district.,20373,Peggy Hamric,author,79R
HB 2957,Relating to an exemption from the competitive bidding requirement for certain purchases by an emergency services district.,20373,Peggy Hamric,author,79R
HB 2958,Relating to the creation of freight rail districts; granting authority to issue bonds or other similar obligations to create public debt; granting the power of eminent domain.,20373,Peggy Hamric,author,79R
HB 3390,"Relating to the eligibility of certain community supervision and corrections department employees, retired employees, and dependents of employees and retired employees to participate in the group benefits program for state employees.",20373,Peggy Hamric,author,79R
HCR 35,Authorizing the lieutenant governor and the speaker to appoint interim joint committees.,20373,Peggy Hamric,author,79R
HR 3,Adopting the Housekeeping Resolution for the House of Representatives of the 79th Legislature.,20373,Peggy Hamric,author,79R
HR 703,Electing the children of house members to the honorary office of mascot.,20373,Peggy Hamric,author,79R
HR 704,Designating the grandchildren of house members as honorary mascots.,20373,Peggy Hamric,author,79R
HR 1454,In memory of Allene Barr White of Temple.,20373,Peggy Hamric,author,79R
HR 2054,"Granting State Representative Mary Denny and Norman Tolpo permission to use the chamber of the Texas House of Representatives on May 6, 2005, for their wedding ceremony.",20373,Peggy Hamric,author,79R
HR 2179,Recognizing the efforts of the House parking attendants during the 79th legislative session.,20373,Peggy Hamric,author,79R
HR 2180,Honoring the staff of Special Services for their contributions to the 79th Legislature.,20373,Peggy Hamric,author,79R
HR 2301,Congratulating Constable Ron Hickman of Harris County Precinct 4 on his May 2005 graduation with honors from the University of Alabama.,20373,Peggy Hamric,author,79R
HB 7,"Relating to the continuation and operation of the workers' compensation system of this state and to the abolition of the Texas Workers' Compensation Commission, the establishment of the office of injured employee counsel, and the transfer of the powers and duties of the Texas Workers' Compensation Commission to the division of workers' compensation of the  Texas Department of Insurance and the office of injured employee counsel, and to the provision of workers' compensation benefits to injured employees and the regulation of workers' compensation insurers; providing administrative and criminal penalties.",20373,Peggy Hamric,author,79R
HB 972,Relating to the continuation and functions of the Texas Board of Chiropractic Examiners; providing a criminal penalty.,20373,Peggy Hamric,author,79R
HB 1015,Relating to the continuation and functions of the Texas State Board of Examiners of Psychologists.,20373,Peggy Hamric,author,79R
HB 1028,Relating to the continuation and functions of the Texas State Board of Examiners of Perfusionists.,20373,Peggy Hamric,author,79R
HB 1040,Relating to the continuation and functions of the Texas State Board of Pharmacy.,20373,Peggy Hamric,author,79R
HB 1116,Relating to the governmental entities subject to the sunset review process.,20373,Peggy Hamric,author,79R
HB 1155,Relating to the continuation and functions of the Texas State Board of Examiners of Dietitians.,20373,Peggy Hamric,author,79R
HB 1283,Relating to the continuation and functions of the Texas State Board of Examiners of Professional Counselors; providing an administrative penalty.,20373,Peggy Hamric,author,79R
HB 1307,Relating to criminal background checks on users of online relationship services.,20373,Peggy Hamric,author,79R
HB 1320,Relating to continuation and functions of the Texas State Board of Social Worker Examiners.,20373,Peggy Hamric,author,79R
HB 1413,Relating to the continuation and functions of the Texas State Board of Examiners of Marriage and Family Therapists.,20373,Peggy Hamric,author,79R
HB 1485,Relating to health benefit plan coverage for screening tests for human papillomavirus and cervical cancer.,20373,Peggy Hamric,author,79R
HB 1486,"Relating to the creation, powers, and duties of a cervical cancer task force.",20373,Peggy Hamric,author,79R
HB 1535,Relating to the continuation and functions of the Texas Midwifery Board.,20373,Peggy Hamric,author,79R
HB 1546,"Relating to the administration and use of the Texas rail relocation and improvement fund and the issuance of obligations for financing the relocation, construction, reconstruction, acquisition, improvement, rehabilitation, and expansion of certain rail facilities.",20373,Peggy Hamric,author,79R
HB 1944,"Relating to the continuation and functions of the Texas State Board of Medical Examiners, Texas State Board of Physician Assistant Examiners, and Texas State Board of Acupuncture Examiners and the regulation of health care professions regulated by those state agencies; providing administrative penalties.",20373,Peggy Hamric,author,79R
HB 2135,Relating to the creation of a tourist-oriented directional sign program.,20373,Peggy Hamric,author,79R
HB 2481,"Relating to air contaminant emissions reductions, including the continuation and provisions of the Texas emissions reduction plan and the use of money currently dedicated to the Texas emissions reduction plan fund.",20373,Peggy Hamric,author,79R
HB 2573,Relating to a motor vehicle financial responsibility verification program; providing a penalty.,20373,Peggy Hamric,author,79R
HB 3178,Relating to the regulation of laser hair removal facilities; providing penalties.,20373,Peggy Hamric,author,79R
HCR 1,Memorializing Congress to eliminate the Medicaid Estate Recovery Program.,20373,Peggy Hamric,author,79R
HR 5,House Rules of Procedure for the 79th Legislature.,20373,Peggy Hamric,author,79R
HR 179,"Recognizing February 4, 2005, as Wear Red for Women Day.",20373,Peggy Hamric,author,79R
HR 861,Congratulating The University of Texas Dental Branch at Houston on the 100th anniversary of its founding.,20373,Peggy Hamric,author,79R
HR 1842,In memory of Curtis J. Cook of Harris County.,20373,Peggy Hamric,author,79R
HB 259,"Relating to the powers of a county, municipality, or local entity with respect to the regulation of traffic on highways under its jurisdiction.",20373,Peggy Hamric,coauthor,79R
HB 470,"Relating to local delivery of aging, disability, behavioral health, and mental retardation services.",20373,Peggy Hamric,coauthor,79R
HB 894,Relating to produce samples at municipally owned farmers' markets.,20373,Peggy Hamric,coauthor,79R
HB 1013,Relating to the annexation of territory to a public junior college district.,20373,Peggy Hamric,coauthor,79R
HB 1771,Relating to the Medicaid managed care delivery system.,20373,Peggy Hamric,coauthor,79R
HB 2291,Relating to authorizing the issuance of revenue bonds for Texas Southern University for campus facilities and infrastructure.,20373,Peggy Hamric,coauthor,79R
HCR 89,In memory of President Ronald Wilson Reagan.,20373,Peggy Hamric,coauthor,79R
HCR 208,"Encouraging the board of regents of Texas Southern University to name a building, an outdoor plaza, or an interior space of honor on the campus after the Honorable Joe E. Moreno.",20373,Peggy Hamric,coauthor,79R
HR 141,"Recognizing February 2, 2005, as Texas Southern University Day at the Capitol.",20373,Peggy Hamric,coauthor,79R
SB 314,Relating to the emergency service fee rate in certain 9-1-1 emergency communication districts.,20373,Peggy Hamric,sponsor,79R
SB 331,Relating to the powers and duties of the North Harris County Regional Water Authority.,20373,Peggy Hamric,sponsor,79R
SB 402,Relating to the administration and functions of the Texas State Board of Podiatric Medical Examiners; providing an administrative penalty.,20373,Peggy Hamric,sponsor,79R
SB 411,Relating to the regulation of barbers and cosmetologists by the Texas Department of Licensing and Regulation and the abolition of the State Board of Barber Examiners and the Texas Cosmetology Commission.,20373,Peggy Hamric,sponsor,79R
SB 637,Relating to the precedence of certain county highway access rules and ordinances over highway access management orders of the Texas Transportation Commission.,20373,Peggy Hamric,sponsor,79R
SB 821,Relating to an administrative cost for the enforcement of the collection of tolls in certain counties.,20373,Peggy Hamric,sponsor,79R
SB 1142,Relating to the creation of a film industry incentive program.,20373,Peggy Hamric,sponsor,79R
SB 1435,Relating to the numbering of emergency services districts converted from rural fire prevention districts.,20373,Peggy Hamric,sponsor,79R
SB 1436,Relating to audits of emergency services districts.,20373,Peggy Hamric,sponsor,79R
SB 1437,Relating to emergency services district boards in districts located in more than one county.,20373,Peggy Hamric,sponsor,79R
SB 1621,Relating to the tax rate for emergency services districts located in certain populous counties.,20373,Peggy Hamric,sponsor,79R
SB 1786,Relating to the powers and duties of a navigation district or port authority.,20373,Peggy Hamric,sponsor,79R
HR 108,In memory of U.S. military personnel from Texas who have given their lives in Operation Enduring Freedom and Operation Iraqi Freedom.,20373,Peggy Hamric,author,784
HR 235,In memory of American military personnel killed in Operation Enduring Freedom and Operation Iraqi Freedom.,20373,Peggy Hamric,author,784
HR 248,In memory of U.S. military personnel who have died in Operation Enduring Freedom and Operation Iraqi Freedom.,20373,Peggy Hamric,author,784
HR 116,Recognizing the dedication of Cy-Fair College.,20373,Peggy Hamric,author,783
HR 149,Honoring Kathryn Jones of Austin on her retirement from the Texas House of Representatives.,20373,Peggy Hamric,author,782
HR 150,Honoring Clarence L. Hardeman of Austin on his retirement from the Texas House of Representatives.,20373,Peggy Hamric,author,782
HR 156,Honoring Charles Lester of Austin on his retirement from the audit division of the Texas Comptroller of Public Accounts.,20373,Peggy Hamric,author,782
HR 157,Honoring Maurice McBride of Houston on his retirement from the Texas Comptroller of Public Accounts.,20373,Peggy Hamric,author,782
HB 82,Relating to the abolition of the state aircraft pooling board.,20373,Peggy Hamric,author,781
HR 6,"Congratulating Charles and Suzanne Saunders on the birth of their beloved son, Jackson Charles Saunders.",20373,Peggy Hamric,author,781
HB 215,Relating to the regulation of fireworks by certain counties; providing a criminal penalty.,20373,Peggy Hamric,author,78R
HB 216,Relating to the qualification of a disabled person for an exemption from ad valorem taxation on the person's residence homestead.,20373,Peggy Hamric,author,78R
HB 217,Relating to the exemption from ad valorem taxation on the residence homestead of an elderly person or a disabled person and to the limiting of the amount of school district ad valorem taxes that may be imposed on that homestead.,20373,Peggy Hamric,author,78R
HB 335,Relating to the public sale of certain real property; providing penalties.,20373,Peggy Hamric,author,78R
HB 387,Relating to public school campus improvement plans.,20373,Peggy Hamric,author,78R
HB 1385,"Relating to the validation of any act, governmental proceeding, official, bond, or obligation of a navigation district or port authority.",20373,Peggy Hamric,author,78R
HB 1386,Relating to creating an on-line central customer service center for licensing activities regulated by the state.,20373,Peggy Hamric,author,78R
