bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
HB 786,Relating to the boards of trustees of retirement systems for paid or partly paid firefighters.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 813,Relating to eligibility for the small and mid-sized adjustment under the public school finance system.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 865,Relating to the establishment of the Texas Invasive Species Coordinating Committee.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 957,Relating to the eligibility of certain public officers to the legislature and prohibiting legislators from other public employment.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 1466,Relating to the theft of a military grave marker.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 1605,Relating to the authority of the commissioners court of a county to enter into an ad valorem tax abatement agreement.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 1617,Relating to limited agricultural cooperatives; providing penalties.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 1651,Relating to the expiration of certain parts of the Texas Economic Development Act.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 1690,Relating to the appointment of a master in chancery for certain appeals to district court from an order of an appraisal review board or from certain orders of the comptroller of public accounts.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 2085,Relating to the use of municipal hotel occupancy tax revenue to finance a convention center hotel in certain municipalities.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 2151,Relating to the creation of a fuel ethanol and biodiesel producer loan guarantee program.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 2318,Relating to the fuel ethanol and biodiesel incentive program of the Department of Agriculture.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 2366,Relating to the creation of the Texas bioenergy fund.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 2503,Relating to agreements for limitations on appraised value under the Texas Economic Development Act.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 2520,Relating to the state's goal for electric generating capacity derived from emerging renewable energy resources.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 2812,"Relating to the curriculum, funding, promotion, and economic impact of career and technology education in public educational institutions.",20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 3405,Relating to the creation of a solar generation incentive program.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 3406,Relating to certificates of convenience and necessity.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 3498,Relating to an appeal of an order of an appraisal review board to a district court.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 3820,Relating to the governance and disclosure requirements of electric cooperative corporations and the review of complaints of electric cooperative corporation members by the Office of the Attorney General.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 3846,Relating to the requirement to wear safety apparel and seat belts while operating certain off-highway vehicles; changing the elements of an offense.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 3941,Relating to municipal ordinances governing the installation and operation of distributed renewable generation systems.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 4002,Relating to the funding of the statewide wildfire protection plan at the Texas Forest Service.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 4133,Relating to the creation of the Texas Export Financial Assistance Guarantee Program.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 4239,Relating to the creation of a solar and distributed renewable generation incentive program.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HCR 119,Designating the Panhandle Region of Texas as an official Natural Renewable Resource Area.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HCR 174,Requesting the Texas Department of Transportation to designate the overpass at the intersection of Highway 20 and Highway 338 in Odessa as the Buddy West Memorial Overpass.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HR 529,Honoring B&W Pantex on earning an outstanding performance rating from the National Nuclear Security Administration.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HR 541,"Recognizing February 24, 2009, as Panhandle Day at the State Capitol.",20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HR 885,"Recognizing March 25, 2009, as Texas Wind Energy Day at the State Capitol.",20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HR 1036,Commending Warren Lasher and Dan Woodfin of the Electric Reliability Council of Texas for their award-winning work in behalf of renewable energy transmission infrastructure.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HR 1494,In memory of Steve Wright Sterquell of Amarillo.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HR 1699,Recognizing the Texas A&M University Agricultural and Natural Resources Policy Internship Program and Public Policy Internship Program and the interns for the 81st legislative session.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HR 1820,Honoring John Lemons on his retirement as superintendent of the Bushland Independent School District.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 104,"Relating to the reapportionment of state legislative, congressional, and judicial districts and the creation, function, and duties of the Texas Redistricting Commission.",20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 201,Relating to state financial assistance to school districts that make contributions for social security coverage.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 325,Relating to exempting books purchased by university and college students from the sales tax for a limited period.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 1127,Relating to the authority of the commissioners court of a county to enter into an ad valorem tax abatement agreement.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 1231,Relating to providing that the Railroad Commission of Texas is governed by a single railroad commissioner.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 1243,Relating to net metering for retail electric service customers and compensation for excess electricity generated by a retail electric customer's on-site generator.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 1425,Relating to the determination of the population of a county required to develop a juvenile justice alternative education program.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 1555,Relating to public school finance.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 1715,"Relating to the establishment of the Texas Rural Development Fund and to the establishment, operation, and funding of certain programs for rural economic development.",20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 1918,Relating to changing the name of the Office of Rural Community Affairs to the Texas Department of Rural Affairs.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 2811,"Relating to the implementation of and incentives for projects involving the capture, transportation, injection, sequestration, geologic storage, or abatement of carbon dioxide.",20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 3143,Relating to weight limits on a vehicle loaded with certain agricultural products.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 3676,Relating to the Texas Economic Development Act.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 4224,Relating to the teaching of science in public schools.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HCR 53,Designating the American quarter horse as the official State Horse of Texas.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HJR 19,Proposing a constitutional amendment establishing the Texas Redistricting Commission to establish legislative and congressional districts and revising constitutional redistricting procedures.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HJR 62,Proposing a constitutional amendment to provide that the Railroad Commission of Texas is governed by a single elected railroad commissioner.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HR 507,Honoring Benjamin Nicholas Hughes of College Station for attaining the rank of Eagle Scout.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HR 576,In memory of U.S. Army Specialist Brandon A. Meyer of Canyon.,20832,David Swinford,author,81R,4570,Rep. David Swinford,David Swinford
HB 36,Relating to informed consent to an abortion.,20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
HB 109,"Relating to the issuance of ""Choose Life"" license plates and the creation of the Choose Life account in the general revenue fund.",20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
HB 125,Relating to requiring a voter to present proof of identification.,20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
HB 206,Relating to the on-premises consumption of certain alcoholic beverages; providing a penalty.,20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
HB 267,Relating to the interstate purchase of certain firearms.,20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
HB 410,Relating to the requirement under certain circumstances that a license holder display the person's license to carry a concealed handgun.,20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
HB 575,Relating to a prohibition on the disclosure and use of certain information recorded or collected by a transponder used to electronically assess or collect a toll.,20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
HB 576,Relating to the electronic distribution of information to legislators by state agencies.,20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
HB 610,Relating to the establishment of the Legislative Committee on Aging and other initiatives relating to the aging population of this state.,20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
HB 696,Relating to a physician's authority to delegate prescribing acts to advanced practice nurses or physician assistants.,20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
HB 1301,Relating to an employee's transportation and storage of certain firearms or ammunition while on certain property owned or controlled by the employee's employer.,20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
HB 1483,Relating to the use of eminent domain authority.,20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
HB 1893,Relating to the carrying of concealed handguns on the campuses of institutions of higher education.,20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
HB 1948,Relating to a public health extension service pilot program.,20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
HB 2083,Relating to determination of state contributions for participation by certain junior college employees in the state employees group benefits program.,20832,David Swinford,coauthor,81R,4570,Rep. David Swinford,David Swinford
