bill_name,caption,filer_id,filer_name,function,session
SB 192,Relating to the administration and responsibilities of The University of Texas M. D. Anderson Cancer Center.,20189,Don Henderson,author,74R
SB 290,Relating to the delay of the employer trip reduction program.,20189,Don Henderson,author,74R
SB 495,Relating to the creation of an offense involving sales of tickets to certain events; providing a penalty.,20189,Don Henderson,author,74R
SB 511,Relating to covenants not to compete.,20189,Don Henderson,author,74R
SB 516,Relating to approval of and objection to assignment of certain visiting judges.,20189,Don Henderson,author,74R
SB 577,Relating to pleas entered by a minor in justice or municipal court.,20189,Don Henderson,author,74R
SB 578,"Relating to the broadcasting, recording, videotaping, or photographing of a criminal proceeding.",20189,Don Henderson,author,74R
SB 636,Relating to a suit filed seeking to withhold information requested under the open records law and to the parties to the suit.,20189,Don Henderson,author,74R
SB 720,Relating to the offense of barratry.,20189,Don Henderson,author,74R
SB 721,Relating to certain governmental purchasing requirements for alternative fuel vehicles.,20189,Don Henderson,author,74R
SB 737,Relating to exempting court reporting services from the sales and use tax.,20189,Don Henderson,author,74R
SB 738,Relating to nonlawyer representation in a forcible detainer or a forcible entry and detainer suit in justice court.,20189,Don Henderson,author,74R
SB 748,Relating to authorizing certain local governments to accept ownership of conveyed property in certain circumstances.,20189,Don Henderson,author,74R
SB 813,Relating to the exemption of certain peace officers from the requirements of the Private Investigators and Private Security Agencies Act.,20189,Don Henderson,author,74R
SB 899,Relating to preservation of property rights and the valuation of condemned property.,20189,Don Henderson,author,74R
SB 900,Relating to the admissibility in a suit affecting the parent-child relationship of evidence relating to the use or nonuse of a child passenger safety seat system or a safety belt in certain motor vehicles being operated on a highway.,20189,Don Henderson,author,74R
SB 901,Relating to the investments of participants in the optional retirement program for faculty members employed in state-supported institutions of higher education.,20189,Don Henderson,author,74R
SB 902,Relating to selection of the members of an appraisal review board.,20189,Don Henderson,author,74R
SB 903,Relating to the assignment of certain former judges and justices.,20189,Don Henderson,author,74R
SB 904,Relating to the eligibility of certain fire and police departments to participate in the Texas Municipal Retirement System.,20189,Don Henderson,author,74R
SB 1101,Relating to injunctive proceedings by the attorney general against persons engaged in the insurance business.,20189,Don Henderson,author,74R
SB 1102,Relating to the appointment of probate masters for certain courts.,20189,Don Henderson,author,74R
SB 1103,Relating to the authority of certain counties to designate areas as scenic districts and to regulate various activities in the districts; providing a penalty.,20189,Don Henderson,author,74R
SB 1104,"Relating to the timely filing of alcoholic beverage permits, the delivery of liquor, the storage of certain alcoholic beverage records, and the shipment of alcoholic beverages.",20189,Don Henderson,author,74R
SB 1544,"Relating to amending certain provisions of the Insurance Code, including those relating to authorized investments of insurers.",20189,Don Henderson,author,74R
SB 1545,Relating to the seizure and sale for delinquent ad valorem taxes of abandoned real property in a municipality.,20189,Don Henderson,author,74R
SB 1572,Relating to encouraging the use of alternative dispute resolution in certain proceedings.,20189,Don Henderson,author,74R
SB 1573,Relating to powers and duties of parents appointed as conservators of a child in a suit affecting the parent-child relationship.,20189,Don Henderson,author,74R
SB 1575,Relating to certain advertising by attorneys.,20189,Don Henderson,author,74R
SB 1576,"Relating to the powers, duties, and operation of the Harris-Galveston Coastal Subsidence District.",20189,Don Henderson,author,74R
SB 1583,Relating to adjustment of certain liability limits for insurance coverage through the Texas Catastrophe Property Insurance Association.,20189,Don Henderson,author,74R
SB 1584,Relating to rates for commercial windstorm and hail insurance coverage through the Texas Catastrophe Property Insurance Association.,20189,Don Henderson,author,74R
SB 1585,Relating to the Harris County Child Support Department.,20189,Don Henderson,author,74R
SB 1586,Relating to the Texas Manufacturing Institute.,20189,Don Henderson,author,74R
SB 1587,"Relating to immunity from liability of directors, officers, agents, and employees of the Texas Catastrophe Property Insurance Association and its participating insurers.",20189,Don Henderson,author,74R
SB 1590,Relating to registration and insurance requirements for a military collector's vehicle.,20189,Don Henderson,author,74R
SB 1611,Relating to the unsuitability of certain solid waste facility sites.,20189,Don Henderson,author,74R
SB 1612,Relating to the review of certain permitted solid waste facilities.,20189,Don Henderson,author,74R
SB 1613,"Relating to a clarification of the authority for denial, amendment, suspension, or revocation of permits under the Solid Waste Disposal Act.",20189,Don Henderson,author,74R
SB 1628,Relating to service and rates of a gas utility.,20189,Don Henderson,author,74R
SB 1629,Relating to tax rebates for qualified hotel projects.,20189,Don Henderson,author,74R
SB 1644,Relating to the regulation of changes of long distance carriers; providing a penalty.,20189,Don Henderson,author,74R
SB 1687,Relating to the creation of certain judicial districts and to the offices of county attorney and district attorney of certain judicial districts.,20189,Don Henderson,author,74R
SCR 52,"Granting CW Systems, Inc., permission to sue the State of Texas and the University of Houston System.",20189,Don Henderson,author,74R
SCR 53,"Granting John R. Phenix & Associates, Inc., permission to sue the State of Texas and the University of Houston System.",20189,Don Henderson,author,74R
