bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
SB 141,Relating to a voter educator program for high school seniors.,20079,Sylvia Garcia,author,84R,1035,Sen. Sylvia Garcia,Sylvia Garcia
SB 142,Relating to the appointment and training of volunteer deputy registrars.,20079,Sylvia Garcia,author,84R,1035,Sen. Sylvia Garcia,Sylvia Garcia
SB 143,Relating to the provision of the reason for rejecting a voter registration application.,20079,Sylvia Garcia,author,84R,1035,Sen. Sylvia Garcia,Sylvia Garcia
SB 250,Relating to the information on the supplementary birth certificate of an adopted child.,20079,Sylvia Garcia,author,84R,1035,Sen. Sylvia Garcia,Sylvia Garcia
SB 366,Relating to the regulation of automotive wrecking and salvage yards in certain counties; increasing the civil penalty.,20079,Sylvia Garcia,author,84R,1035,Sen. Sylvia Garcia,Sylvia Garcia
SB 367,Relating to the unauthorized use of an alcoholic beverage permit or license; providing a criminal penalty.,20079,Sylvia Garcia,author,84R,1035,Sen. Sylvia Garcia,Sylvia Garcia
SB 368,Relating to the right of a public employee to representation in certain internal investigatory interviews.,20079,Sylvia Garcia,author,84R,1035,Sen. Sylvia Garcia,Sylvia Garcia
SB 556,"Relating to a comprehensive review by the Texas Education Agency of weights, allotments, and adjustments under the public school finance system.",20079,Sylvia Garcia,author,84R,1035,Sen. Sylvia Garcia,Sylvia Garcia
SB 606,Relating to the eligibility of certain persons for the supplemental nutrition assistance program.,20079,Sylvia Garcia,author,84R,1035,Sen. Sylvia Garcia,Sylvia Garcia
SB 640,Relating to automatic employee participation in and administration of a deferred compensation plan provided by certain hospital districts.,20079,Sylvia Garcia,author,84R,1035,Sen. Sylvia Garcia,Sylvia Garcia
SB 706,Relating to classification of a liquid substance used to fill an electronic cigarette as a hazardous substance.,20079,Sylvia Garcia,author,84R,1035,Sen. Sylvia Garcia,Sylvia Garcia
SB 707,Relating to access to certain preventive health and family planning services.,20079,Sylvia Garcia,author,84R,1035,Sen. Sylvia Garcia,Sylvia Garcia
