bill_name,caption,filer_id,filer_name,function,session
HB 720,Relating to the small-sized district adjustment under the Foundation School Program.,67748,James Frank,author,84R
HB 1042,Relating to the designation of a site of unique value for the construction of a reservoir.,67748,James Frank,author,84R
HB 1268,Relating to monetary assistance by the Department of Family and Protective Services provided to foster parents and relative or designated caregivers for day-care services.,67748,James Frank,author,84R
HB 1592,Relating to certain comparisons of state budgets made by the Legislative Budget Board.,67748,James Frank,author,84R
HB 2655,Relating to requiring the Department of Family and Protective Services to study the effectiveness of the relative and other designated caregiver placement program.,67748,James Frank,author,84R
HB 2805,Relating to the priority applicable to certain interbasin transfers of water.,67748,James Frank,author,84R
HB 2997,Relating to the creation of an Internet website clearinghouse for school districts to post information to comply with publication requirements.,67748,James Frank,author,84R
HB 3281,Relating to public school accountability.,67748,James Frank,author,84R
HB 3413,Relating to a general permit to convey water using the bed and banks of a natural stream channel; authorizing a fee.,67748,James Frank,author,84R
HB 3414,Relating to advance directives and health care and treatment decisions.,67748,James Frank,author,84R
HB 3687,Relating to design-build procedures for civil works projects.,67748,James Frank,author,84R
HB 3688,Relating to the process for the selection of construction managers-at-risk used by governmental entities.,67748,James Frank,author,84R
HR 134,"Honoring Dr. David Greer as House Physician of the Day on January 15, 2015.",67748,James Frank,author,84R
HR 359,Congratulating the Crowell High School football team on winning the 2014 UIL Six-Man 1A Division 1 state championship.,67748,James Frank,author,84R
HR 501,Congratulating Dr. Jesse W. Rogers on his retirement as president of Midwestern State University.,67748,James Frank,author,84R
HR 1824,Requesting the speaker to direct the House Committee on Natural Resources to conduct an interim study on the interconnectivity of Texas water resources.,67748,James Frank,author,84R
HR 1826,Requesting the speaker to direct the House Committee on Natural Resources to conduct an interim study relating to the effects of evaporation on Texas water resources.,67748,James Frank,author,84R
HR 3105,Congratulating Brenna Moore of Midwestern State University on winning the 2015 NCAA Division II Women's Golf Championship.,67748,James Frank,author,84R
HB 6,"Relating to the creation and re-creation of funds and accounts, the dedication and rededication of revenue, and the exemption of unappropriated money from use for general governmental purposes.",67748,James Frank,author,84R
HB 347,Relating to equal opportunity for access by home-schooled students to University Interscholastic League sponsored activities; authorizing a fee.,67748,James Frank,author,84R
HB 554,Relating to a defense to prosecution for the offense of possessing or carrying a weapon in or into the secured area of an airport.,67748,James Frank,author,84R
HB 946,Relating to painting and marking requirements for certain meteorological evaluation towers; creating an offense.,67748,James Frank,author,84R
HB 1640,Relating to the compatibility of certain defense community regulations and structures with military operations.,67748,James Frank,author,84R
HB 2459,Relating to the operation of a motor vehicle in the vicinity of an unprotected road user; creating a criminal offense.,67748,James Frank,author,84R
HB 2788,Relating to the authority of a retail public water utility to require an operator of a correctional facility to comply with water conservation measures.,67748,James Frank,author,84R
HB 3298,Relating to a study conducted by the Texas Water Development Board regarding the development of a market and conveyance network for water in this state.,67748,James Frank,author,84R
HCR 32,Urging the U.S. Congress to propose and submit to the states for ratification a federal balanced budget amendment to the U.S. Constitution.,67748,James Frank,author,84R
HCR 113,Urging the United States Congress to direct the Bureau of Land Management to affirm the provisions of the Red River Boundary Compact and acknowledge that the vegetation line on the south bank of the Red River forms the boundary between Oklahoma and Texas.,67748,James Frank,author,84R
HJR 21,Proposing a constitutional amendment requiring that any appropriations in excess of the constitutional spending limit be approved by a two-thirds vote of all the members elected to each house of the legislature.,67748,James Frank,author,84R
HJR 78,Applying to the Congress of the United States to call a convention under Article V of the United States Constitution for the limited purpose of proposing an amendment to the constitution to impose fiscal restraints on the federal government.,67748,James Frank,author,84R
HJR 111,"Proposing a constitutional amendment to prohibit using revenues, other money, or account or fund balances dedicated by law for nondedicated general governmental purposes or for certification of appropriations for nondedicated purposes or entities.",67748,James Frank,author,84R
HB 11,"Relating to the powers and duties of the Texas Department of Public Safety, military and law enforcement training, and the investigation, prosecution, punishment, and prevention of certain offenses; creating an offense and increasing a criminal penalty; authorizing fees.",67748,James Frank,coauthor,84R
HB 31,Relating to decreasing the state sales and use tax rate.,67748,James Frank,coauthor,84R
HB 32,Relating to the computation and rates of the franchise tax; decreasing tax rates.,67748,James Frank,coauthor,84R
HB 37,Relating to the reporting of certain contributions and political expenditures by certain persons; adding provisions subject to a criminal penalty.,67748,James Frank,coauthor,84R
HB 40,Relating to the exclusive jurisdiction of this state to regulate oil and gas operations in this state and the express preemption of local regulation of those operations.,67748,James Frank,coauthor,84R
HB 114,Relating to the issuance of certain capital appreciation bonds by political subdivisions.,67748,James Frank,coauthor,84R
HB 115,"Relating to the criteria for awarding the Texas Purple Heart Medal to members of the armed forces wounded or killed at Fort Hood on November 5, 2009.",67748,James Frank,coauthor,84R
HB 183,"Relating to requiring state agencies to participate in the federal electronic verification of employment authorization program, or E-verify.",67748,James Frank,coauthor,84R
HB 335,Relating to named driver insurance policies and certain related exclusions.,67748,James Frank,coauthor,84R
HB 483,Relating to the establishment and administration of a state bullion depository; authorizing fees.,67748,James Frank,coauthor,84R
HB 562,"Relating to the application of foreign laws and foreign forum selection in a proceeding involving marriage, a suit for dissolution of a marriage, or a suit affecting the parent-child relationship in this state.",67748,James Frank,coauthor,84R
HB 645,Relating to the small-sized district adjustment under the Foundation School Program.,67748,James Frank,coauthor,84R
HB 681,"Relating to the eligibility for service retirement annuities of certain persons, including elected officials convicted of certain crimes.",67748,James Frank,coauthor,84R
HB 815,Relating to the prosecution of the offense of online solicitation of a minor.,67748,James Frank,coauthor,84R
HB 876,Relating to the method of payment for regulated material purchased by a metal recycling entity.,67748,James Frank,coauthor,84R
HB 910,Relating to the authority of a person who is licensed to carry a handgun to openly carry a holstered handgun; creating criminal offenses.,67748,James Frank,coauthor,84R
HB 937,Relating to the carrying of handguns on the campuses of and certain other locations associated with institutions of higher education; amending provisions subject to a criminal penalty; creating a criminal offense.,67748,James Frank,coauthor,84R
HB 966,Relating to the creation of an optional consumer-directed health plan for certain individuals eligible to participate in the group benefits program provided under the Texas Employees Group Benefits Act and their qualified dependents.,67748,James Frank,coauthor,84R
HB 1043,Relating to a franchise or insurance premium tax credit for contributions made to certain educational assistance organizations.,67748,James Frank,coauthor,84R
HB 1109,Relating to the adoption of the Compact for a Balanced Budget.,67748,James Frank,coauthor,84R
HB 1187,Relating to the designation of a segment of U.S. Highway 287 in Midlothian as the Chris Kyle Memorial Highway.,67748,James Frank,coauthor,84R
HB 1199,Relating to deceptive representations or other conduct concerning certain synthetic substances as a violation of the Deceptive Trade Practices-Consumer Protection Act.,67748,James Frank,coauthor,84R
HB 1200,"Relating to civil liability of a person who produces, distributes, sells, or provides or aids in the production, distribution, sale, or provision of certain synthetic substances to another person for damages caused by the other person.",67748,James Frank,coauthor,84R
