bill_name,caption,filer_id,filer_name,function,session
HB 450,Relating to notice and hearings regarding the application for certain building permits and the authority of municipalities to deny certain building permits.,20938,Ken Yarbrough,author,77R
HB 694,Relating to eligibility for unemployment compensation benefits of certain sheltered workshop employees who are blind.,20938,Ken Yarbrough,author,77R
HB 794,Relating to the imposition of court costs on persons convicted of certain traffic offenses in certain municipalities.,20938,Ken Yarbrough,author,77R
HB 1103,Relating to enforcement by the Texas Workforce Commission of certain laws regarding unemployment compensation.,20938,Ken Yarbrough,author,77R
HB 1104,Relating to employment classifications for unemployment purposes.,20938,Ken Yarbrough,author,77R
HB 1105,Relating to the ineligibility of certain inmates to file wage claims.,20938,Ken Yarbrough,author,77R
HB 1253,Relating to the regulation of the practice of professional land surveying.,20938,Ken Yarbrough,author,77R
HB 1425,Relating to the enforcement of certain laws regarding unemployment compensation.,20938,Ken Yarbrough,author,77R
HB 1487,Relating to a deferred retirement option for certain law enforcement and custodial officer members of the Employees Retirement System of Texas.,20938,Ken Yarbrough,author,77R
HB 1505,Relating to the regulation of plumbing; providing a penalty.,20938,Ken Yarbrough,author,77R
HB 1506,Relating to security costs required of a person who contests certain alcoholic beverage license applications.,20938,Ken Yarbrough,author,77R
HB 1507,Relating to classification of positions within covered fire departments.,20938,Ken Yarbrough,author,77R
HB 1508,Relating to payment of educational incentive pay to certain fire fighters.,20938,Ken Yarbrough,author,77R
HB 1509,Relating to reimbursement of public safety employees for work-related exposure to contagious disease or hazardous materials.,20938,Ken Yarbrough,author,77R
HB 1510,Relating to investigatory interviews for certain fire fighters.,20938,Ken Yarbrough,author,77R
HB 1569,Relating to a firefighters' relief and retirement fund in certain municipalities.,20938,Ken Yarbrough,author,77R
HB 1639,Relating to the form for an application for an early voting ballot to be voted by mail.,20938,Ken Yarbrough,author,77R
HB 1644,Relating to grievance procedures for certain county law enforcement officers.,20938,Ken Yarbrough,author,77R
HB 1695,Relating to wages used to compute eligibility for unemployment compensation benefits.,20938,Ken Yarbrough,author,77R
HB 2026,Relating to the abolishment of local class B wholesaler's permits to sell wine and malt liquor.,20938,Ken Yarbrough,author,77R
HB 2027,Relating to persons who distribute certain alcoholic beverages.,20938,Ken Yarbrough,author,77R
HB 2028,Relating to the enforcement of a lien by the Texas Workforce Commission for unpaid wages or penalties.,20938,Ken Yarbrough,author,77R
HB 2029,Relating to the application of the Texas Unemployment Compensation Act to employment by an Indian tribe.,20938,Ken Yarbrough,author,77R
HB 2086,Relating to wages used to compute unemployment compensation taxes.,20938,Ken Yarbrough,author,77R
HB 2188,Relating to the expungement of certain complaints against a license holder from the records of a state agency.,20938,Ken Yarbrough,author,77R
HB 2214,Relating to certain reporting requirements with respect to the unemployment compensation fund.,20938,Ken Yarbrough,author,77R
