bill_name,caption,filer_id,filer_name,function,session
HCR 35,"Designating July 21, 2006, as Frances Cox Henderson Remembrance Day.",None,Bob Hunter,author,793
HR 250,"In memory of Dr. L. Shannon Holloway, Jr., of Abilene.",None,Bob Hunter,author,793
HR 271,Honoring Charlene Ricketts of Abilene for her many achievements.,None,Bob Hunter,author,793
HR 343,Honoring businessman and former athlete Earl Young of Dallas for his contributions to Texas and to the global community.,None,Bob Hunter,author,793
HR 398,Commending Christian Diaz and his associates for the establishment of the Buffalo Gap Fine Arts Center for Education near Abilene.,None,Bob Hunter,author,793
HR 399,Honoring Robert Holladay of Abilene for his contributions to his students and to the arts in his community.,None,Bob Hunter,author,793
HR 417,Honoring Jerry Love of Abilene on being named the Outstanding Museum Trustee of 2006 by the Texas Association of Museums.,None,Bob Hunter,author,793
HR 442,In memory of Dr. Grady McWhiney of Abilene.,None,Bob Hunter,author,793
HR 508,In memory of Juan D. Martinez.,None,Bob Hunter,author,793
HR 656,In memory of J. D. Litton of Waco.,None,Bob Hunter,author,793
HR 676,Honoring Dr. Colleen Smith on her appointment as president of Cisco Junior College.,None,Bob Hunter,author,793
HR 677,Honoring Casey Heath Kelley for his dedicated legislative service in the office of Representative Bob Hunter.,None,Bob Hunter,author,793
HR 691,Commemorating the 2006 Harley Owners Group State Rally in Abilene.,None,Bob Hunter,author,793
HR 745,Congratulating Amanda Kelley of Abilene on her 50th birthday.,None,Bob Hunter,author,793
HR 783,Honoring Homer K. Taylor for his service to Texas State Technical College.,None,Bob Hunter,author,793
HR 787,Congratulating Steven Lewis Kelley on celebrating his 50th birthday.,None,Bob Hunter,author,793
HJR 15,Proposing a constitutional amendment requiring the state to pay at least 50 percent of the cost of maintaining and operating the public school system and prohibiting the comptroller from certifying legislation containing an appropriation unless the requirement is met.,None,Bob Hunter,coauthor,793
HR 12,Commending the First National Bank of Baird for celebrating 120 years of operation.,None,Bob Hunter,author,792
HR 157,"Recognizing February 12-19, 2006 as ""The Great Texas Lincoln Penny Roundup Pledge Week.""",None,Bob Hunter,author,792
HR 181,"Honoring the wonderful life of Emma Perry and her devoted service to her church, her community, and her family.",None,Bob Hunter,author,792
HR 210,Congratulating Sherri Statler on being named President of the Christian Homes of Abilene.,None,Bob Hunter,author,792
HR 259,Congratulating Abilene Christian University on its 100th anniversary.,None,Bob Hunter,author,792
HR 256,"Recognizing the inaugural Rotary Week for World Health, which begins January 3, 2006, and is sponsored by the Rotary Club of Austin.",None,Bob Hunter,coauthor,792
HR 40,"Congratulating Robert ""Bob"" L. Collins, Jr., on the occasion of his 50th birthday.",None,Bob Hunter,author,791
HR 42,Honoring Ed and Shirley Headrick of Abilene on their 50th wedding anniversary.,None,Bob Hunter,author,791
HR 214,Congratulating Lynn Barnett for her 25 years of work to advance the arts in Texas.,None,Bob Hunter,author,791
HR 239,Congratulating Jerry L. Love for being elected the chairman of the Texas Society of Certified Public Accountants.,None,Bob Hunter,author,791
HR 343,Celebrating the 50th Anniversary of Mr. Les Vanover's international success in track and field and for his continued success in life as a painter.,None,Bob Hunter,author,791
HR 435,Extending heartiest congratulations to Mr. and Mrs. Williams on their 50th wedding anniversary.,None,Bob Hunter,author,791
HR 447,Commending the First National Bank of Baird for celebrating 120 years of operation.,None,Bob Hunter,author,791
HR 352,Honoring Plum Street United Methodist Church in Abilene on its centennial.,None,Bob Hunter,author,791
HJR 19,Proposing a constitutional amendment to restrict the state or a political subdivision from taking private property for the primary purpose of economic development or to benefit a particular class of identifiable individuals.,None,Bob Hunter,coauthor,791
HJR 24,Proposing a constitutional amendment to reduce the total amount of ad valorem taxes that may be imposed by a school district on the residence homestead of an elderly or disabled person in proportion to any reduction in the tax rate of the school district.,None,Bob Hunter,coauthor,791
SB 20,Relating to this state's goal for renewable energy.,None,Bob Hunter,sponsor,791
HB 514,Relating to the penalty for failure to yield the right-of-way.,None,Bob Hunter,author,79R
HB 1671,Relating to the state's goal for renewable energy.,None,Bob Hunter,author,79R
HB 1678,Relating to the operation and movement of a vehicle when a traffic-control signal does not display an indication.,None,Bob Hunter,author,79R
HB 1996,Relating to the election of directors of the Wes-Tex Groundwater Conservation District.,None,Bob Hunter,author,79R
HB 2219,Relating to the creation of magistrates in Nolan County.,None,Bob Hunter,author,79R
HB 2641,Relating to the voluntary regulation of persons providing certain ophthalmic goods and services.,None,Bob Hunter,author,79R
HB 2642,Relating to inspections related to childhood lead poisoning and blood lead levels of concern; imposing penalties.,None,Bob Hunter,author,79R
HB 2643,Relating to a program of testing for childhood lead poisoning and blood lead levels of concern.,None,Bob Hunter,author,79R
HB 3359,Relating to the provision of free prekindergarten for the children of public school educators.,None,Bob Hunter,author,79R
HB 3360,Relating to the registration of certain trailers and semitrailers.,None,Bob Hunter,author,79R
HB 3361,Relating to an exemption from the sales and use tax for certain job creation activities.,None,Bob Hunter,author,79R
HCR 52,"Welcoming Marc Ravalomanana, President of the Republic of Madagascar, to the Texas State Capitol.",None,Bob Hunter,author,79R
HR 22,Honoring the life of Wilma Louise Kendrick Lucas of Abilene.,None,Bob Hunter,author,79R
HR 23,In memory of Dr. Charles Trevathan of Abilene.,None,Bob Hunter,author,79R
HR 56,"In memory of Dr. Roy Virgil Palmer, Sr., of Abilene.",None,Bob Hunter,author,79R
HR 86,"In memory of Walter Fred Johnson, Sr., of Abilene.",None,Bob Hunter,author,79R
HR 160,Commending North's Funeral Home for its 100th year of operation.,None,Bob Hunter,author,79R
HR 258,"Recognizing February 16, 2005 as Texas Midwest Day at the State Capitol.",None,Bob Hunter,author,79R
HR 395,Recognizing Dr. Eric Wilson and Mr. Samuel Cook for sharing their musical talents at the Texas Prayer Breakfast.,None,Bob Hunter,author,79R
HR 452,Recognizing Rotary International on the 100th anniversary of its founding.,None,Bob Hunter,author,79R
HR 1039,Congratulating the Abilene Wylie Bulldogs' football team on their 3A Division I State Championship win.,None,Bob Hunter,author,79R
HR 1218,"Commending Dr. Charles Nelson as the author of the tribute to the Texas Choral Directors in ""Lest We Forget"" and for his lifetime achievements as a music scholar, teacher, and vocal performer.",None,Bob Hunter,author,79R
HR 1219,Honoring Bobby Morrow for his lifetime achievements upon the golden anniversary of his three gold medal victories in the Olympic Games.,None,Bob Hunter,author,79R
HR 1220,"Honoring Judge Jack Pope, on the occasion of his 92nd birthday, for his dedicated service to the State of Texas.",None,Bob Hunter,author,79R
HR 1369,"Honoring Bobby Morrow on the golden anniversary of his three gold medal victories in the Olympic Games in Melbourne, Australia.",None,Bob Hunter,author,79R
HR 1377,Congratulating the students who live as Youth Doing Service Above Self in Texas.,None,Bob Hunter,author,79R
HR 1401,Honoring Dr. Charles Nelson for his contributions to music education.,None,Bob Hunter,author,79R
HR 1520,Honoring David Leeson on his receipt of a 2004 Pulitzer Prize for his photojournalistic coverage of the invasion of Iraq.,None,Bob Hunter,author,79R
HR 1526,"Congratulating Angela and Jason Hindman on the birth of their daughter, Helen Noel Hindman.",None,Bob Hunter,author,79R
HR 1527,In memory of Catherine Morrison Benson.,None,Bob Hunter,author,79R
HR 1611,Commending the Texas Parks and Wildlife Department and the Texas Historical Commission on their collaboration in developing the Texas Buffalo Soldiers Heritage Trail.,None,Bob Hunter,author,79R
HR 1834,Congratulating Betty-Erle and Wesley Lee Rhodes on their 50th anniversary.,None,Bob Hunter,author,79R
HR 1835,"Paying tribute to the accomplishments of Dr. Charles Runnels in his work in Texas and at Pepperdine University in Malibu, California.",None,Bob Hunter,author,79R
HR 1836,Congratulating Abilene Christian University on its 100th Anniversary.,None,Bob Hunter,author,79R
HR 1909,Commending Wayne James on his retirement from the association management profession.,None,Bob Hunter,author,79R
HR 2091,Honoring the staff of the House Research Organization.,None,Bob Hunter,author,79R
HR 2199,Congratulating the Highland Oaks Church of Christ on their 150th Anniversary.,None,Bob Hunter,author,79R
HR 2200,Recognizing the 10th anniversary of Pure Gold and congratulating each of the members for participating in this outstanding group.,None,Bob Hunter,author,79R
HR 2201,Congratulating Jonathan Ardoyno for his graduation from the Texas School for the Blind and Visually Impaired.,None,Bob Hunter,author,79R
HB 857,Relating to the authority of a municipality to require the removal of certain vehicles from a freeway without the consent of the owner or person in charge of the vehicle.,None,Bob Hunter,author,79R
HB 1170,Relating to the award of higher education course credit for the completion of certain military training and to readmission to a public institution of higher education of students who withdraw to perform active military service.,None,Bob Hunter,author,79R
HB 2954,Relating to the creation of a film industry incentive program.,None,Bob Hunter,author,79R
HR 1749,"In memory of former State Representative Leroy J. Wieting, Sr., of Portland and Austin.",None,Bob Hunter,author,79R
HR 1822,Honoring Lieutenant General Wayne D. Marty on the occasion of his retirement as Texas adjutant general.,None,Bob Hunter,author,79R
HB 4,Relating to the use of technology by public schools.,None,Bob Hunter,coauthor,79R
HB 101,Relating to funding for public school career and technology programs.,None,Bob Hunter,coauthor,79R
HB 120,"Relating to the creation of a donor education, awareness, and registry program, the establishment of an organ donor and tissue council, and anatomical gift donation.",None,Bob Hunter,coauthor,79R
HB 180,Relating to appropriations to The Texas A&M University System and to Texas A&M University--Kingsville in connection with the Irma Rangel School of Pharmacy.,None,Bob Hunter,coauthor,79R
HB 225,Relating to the issuance and expiration of certain licenses to carry a concealed handgun.,None,Bob Hunter,coauthor,79R
HB 470,"Relating to local delivery of aging, disability, behavioral health, and mental retardation services.",None,Bob Hunter,coauthor,79R
HB 692,Relating to the punishment for and certain civil consequences of committing the offense of prostitution.,None,Bob Hunter,coauthor,79R
HB 790,Relating to the conduct of newborn screening by the Department of State Health Services.,None,Bob Hunter,coauthor,79R
HB 894,Relating to produce samples at municipally owned farmers' markets.,None,Bob Hunter,coauthor,79R
HB 1167,Relating to the Texas Department of Housing and Community Affairs.,None,Bob Hunter,coauthor,79R
HB 1348,Relating to political contributions and expenditures; providing civil and criminal penalties.,None,Bob Hunter,coauthor,79R
HB 1612,Relating to promotion of students to certain grade levels in public school.,None,Bob Hunter,coauthor,79R
HB 1613,Relating to the requirements for a high school diploma.,None,Bob Hunter,coauthor,79R
HB 1771,Relating to the Medicaid managed care delivery system.,None,Bob Hunter,coauthor,79R
HB 2080,Relating to the ad valorem tax status of a license to occupy a dwelling unit in a tax-exempt retirement community.,None,Bob Hunter,coauthor,79R
HB 2696,Relating to the licensing and regulation of massage therapy and massage establishments and certain services related to massage; providing penalties.,None,Bob Hunter,coauthor,79R
HB 2868,Relating to civil liability for provision of alcohol to a minor.,None,Bob Hunter,coauthor,79R
HB 2969,Relating to the disclosure of certain information from an early voting roster.,None,Bob Hunter,coauthor,79R
HB 3041,Relating to the designation of the structure on Spur 366 connecting the east and west levee of the Trinity River as the Margaret Hunt Hill Bridge.,None,Bob Hunter,coauthor,79R
HB 3224,Relating to benefits for certain members of the United States armed forces and the Texas National Guard and their survivors.,None,Bob Hunter,coauthor,79R
HCR 89,In memory of President Ronald Wilson Reagan.,None,Bob Hunter,coauthor,79R
HCR 208,"Encouraging the board of regents of Texas Southern University to name a building, an outdoor plaza, or an interior space of honor on the campus after the Honorable Joe E. Moreno.",None,Bob Hunter,coauthor,79R
HJR 44,Proposing a constitutional amendment to authorize an increase in the amount of the ad valorem tax exemptions for veterans who are certified as having certain disability ratings.,None,Bob Hunter,coauthor,79R
HR 516,"Amending the Housekeeping Resolution to provide for display of the motto ""In God We Trust"" in the House chamber.",None,Bob Hunter,coauthor,79R
HR 693,Honoring Representative Irma Rangel and the Irma Lerma Rangel Young Women's Leadership School in Dallas.,None,Bob Hunter,coauthor,79R
HR 1347,Honoring the students from the Texas A&M Public Policy Internship Program on their service throughout the 79th Legislature.,None,Bob Hunter,coauthor,79R
SB 164,Relating to the statutory requirements for the term and residency of the Commissioner of the General Land Office.,None,Bob Hunter,sponsor,79R
SB 986,Relating to the election of directors of the Wes-Tex Groundwater Conservation District.,None,Bob Hunter,sponsor,79R
SB 1341,Relating to the Texas Department of Housing and Community Affairs.,None,Bob Hunter,sponsor,79R
HR 70,"Recognizing February 19, 2005, as The Great Texas Blood Donor Roundup Day.",None,Bob Hunter,author,784
HR 336,In memory of Harry Holt of Abilene and Carbon.,None,Bob Hunter,author,784
HR 337,In memory of Guy W. Shaw of Abilene.,None,Bob Hunter,author,784
HB 29,Relating to a health coverage or compensation supplementation program for active school employees.,None,Bob Hunter,coauthor,784
HR 4,Amending House Rule 5 Chapter E.,None,Bob Hunter,coauthor,784
