bill_name,caption,filer_id,filer_name,function,session
HB 2801,"Relating to requiring a record vote by each house or committee of the legislature on bills, proposed constitutional amendments, amendments to bills and proposed constitutional amendments, and certain other actions and to public notice of the record vote.",36541,Juan Garcia,author,80R
HB 2802,Relating to lobbying by former members of the legislature; creating an offense.,36541,Juan Garcia,author,80R
HB 2803,"Relating to the reapportionment of congressional districts and the creation, function, and duties of the Texas Congressional Redistricting Commission.",36541,Juan Garcia,author,80R
HB 2804,Relating to the rates of tuition charged to students of institutions of higher education.,36541,Juan Garcia,author,80R
HB 2805,Relating to reopening enrollment in the prepaid higher education tuition program.,36541,Juan Garcia,author,80R
HB 2894,Relating to the authority of an owner of adjacent land to restore certain state land that has been affected by coastal erosion and purchase the restored land.,36541,Juan Garcia,author,80R
HB 3415,Relating to the punishment for tampering with or fabricating physical evidence.,36541,Juan Garcia,author,80R
HB 3416,Relating to providing psychological counseling to jurors or alternate jurors in certain criminal trials.,36541,Juan Garcia,author,80R
HB 3417,Relating to the counties authorized to create a crime control and prevention district and to the sales and use tax imposed by municipal crime control and prevention districts.,36541,Juan Garcia,author,80R
HB 3535,Relating to creating a recognition day in honor of Dr. Hector P. Garcia.,36541,Juan Garcia,author,80R
HB 3536,Relating to a pension increase for retired teachers.,36541,Juan Garcia,author,80R
HB 3537,Relating to the adoption of a child by a person serving in the military.,36541,Juan Garcia,author,80R
HB 3538,Relating to eligibility for and the administration of the child health plan program.,36541,Juan Garcia,author,80R
HB 3540,Relating to health benefit plan coverage for enrollees with autism spectrum disorder.,36541,Juan Garcia,author,80R
HB 3542,Relating to the authority of the state or a county to designate the location in the right-of-way where certain telephone facilities may be placed.,36541,Juan Garcia,author,80R
HB 3543,Relating to the name of the Calhoun County Navigation District.,36541,Juan Garcia,author,80R
HB 3544,Relating to the dissolution of the Aransas County Conservation and Reclamation District.,36541,Juan Garcia,author,80R
HB 3865,Relating to local awards plans under the public school educator excellence awards program.,36541,Juan Garcia,author,80R
HB 3866,Relating to guardianship matters and proceedings.,36541,Juan Garcia,author,80R
HB 4089,"Relating to the name, commissioners, and powers of the Aransas County Navigation District No. 1.",36541,Juan Garcia,author,80R
HB 4117,Relating to the creation of the Lamar Improvement District; providing authority to impose a tax and issue bonds; granting the power of eminent domain.,36541,Juan Garcia,author,80R
HB 4124,Relating to the creation of the Calhoun County Municipal Utility District No. 1; granting the power of eminent domain.,36541,Juan Garcia,author,80R
HB 4128,Relating to the election of directors of the San Patricio County Groundwater Conservation District and to the validation of certain acts of the district.,36541,Juan Garcia,author,80R
HCR 1,Memorializing Congress to support legislation for veterans' health care budget reform.,36541,Juan Garcia,author,80R
HCR 170,Commemorating the Texas Maritime Museum's 20th anniversary as the official State Maritime Museum of Texas.,36541,Juan Garcia,author,80R
HCR 268,Designating the third Wednesday of September in 2007 and in 2008 as Dr. Hector P. Garcia Day in Texas.,36541,Juan Garcia,author,80R
HCR 273,Paying tribute to the life of Dr. Hector P. Garcia on the third Wednesday of September in 2007 and in 2008.,36541,Juan Garcia,author,80R
HR 7,Honoring Aransas County Sheriff's Office Chief Deputy Rick McLester for his receipt of the 2005 Texas Peacemaker Award from the Sheriffs' Association of Texas.,36541,Juan Garcia,author,80R
HR 242,Commending the veterans of the Coastal Bend area for their valiant and courageous military service to the United States of America and honoring their continued service to the South Texas community.,36541,Juan Garcia,author,80R
HR 619,"Recognizing March 1, 2007, as Aransas County Day at the State Capitol.",36541,Juan Garcia,author,80R
HR 882,Congratulating the Texas A&M University-Corpus Christi men's basketball team on winning the 2007 Southland Conference Tournament and a berth in the NCAA Championship.,36541,Juan Garcia,author,80R
HR 1269,Honoring the 2007 graduates of the College of Nursing and Health Sciences at Texas A&M University--Corpus Christi.,36541,Juan Garcia,author,80R
HR 1270,Honoring the Calhoun High School boys' varsity basketball team on its successful 2006-2007 season.,36541,Juan Garcia,author,80R
HR 1271,Honoring the girls' basketball team of Port Aransas High School for reaching the 1A Division I semifinals of the 2007 UIL girls basketball championships.,36541,Juan Garcia,author,80R
HR 1435,Congratulating the boys' basketball team of Aransas Pass High School on reaching the 3A semifinals of the 2007 UIL basketball championships.,36541,Juan Garcia,author,80R
HR 2306,In memory of U.S. Marine Sergeant Jonathan J. Simpson of Rockport.,36541,Juan Garcia,author,80R
HR 2476,"In memory of Farrah ""Vick"" Vickers of Sinton.",36541,Juan Garcia,author,80R
HB 86,Relating to tuition rebates provided by general academic teaching institutions to students who participate in the Reserve Officers' Training Corps.,36541,Juan Garcia,author,80R
HB 125,Relating to tuition and fee exemptions for the children of certain military personnel.,36541,Juan Garcia,author,80R
HB 138,Relating to registered sex offenders and alternative education placement.,36541,Juan Garcia,author,80R
HB 653,Relating to charitable poker runs that benefit certain nonprofit organizations; providing a penalty.,36541,Juan Garcia,author,80R
HB 872,Relating to the prosecution of and punishment for the offense of tampering with or fabricating physical evidence.,36541,Juan Garcia,author,80R
HB 1093,Relating to the offense of funeral service disruption.,36541,Juan Garcia,author,80R
HB 1224,Relating to health benefit plan coverage for enrollees with autism spectrum disorder.,36541,Juan Garcia,author,80R
HB 1984,Relating to the creation of a statewide autism spectrum disorders resource center.,36541,Juan Garcia,author,80R
HB 2722,Relating to the establishment of an air pollutant watch list and associated reports for the purpose of controlling the emissions of air contaminants under the Texas Clean Air Act.,36541,Juan Garcia,author,80R
HB 3036,Relating to tuition and fee exemptions for the spouses of certain military personnel.,36541,Juan Garcia,author,80R
HB 3108,Relating to caseloads for certain employees of the Department of Family and Protective Services.,36541,Juan Garcia,author,80R
HB 3430,"Relating to the availability of information about state expenditures and rules, including the creation of a state database containing information on state expenditures, and to certain comptroller reports, and to certain amounts received by institutions of higher education.",36541,Juan Garcia,author,80R
HB 3556,Relating to the establishment of a school of engineering at Texas A&M University--Corpus Christi.,36541,Juan Garcia,author,80R
HB 3765,Relating to the taking or unloading of fish in this state.,36541,Juan Garcia,author,80R
HB 3777,"Relating to the reapportionment of congressional districts and the creation, function, and duties of the Texas Congressional Redistricting Commission.",36541,Juan Garcia,author,80R
HB 3804,Relating to the inspection of veterans homes and reporting the status and quality of health care provided to veterans.,36541,Juan Garcia,author,80R
HB 4107,Relating to the appointment and duties of criminal magistrates for certain courts in Nueces County.,36541,Juan Garcia,author,80R
HCR 139,"Designating May 1, 2007, as Silver Star Day in Texas in honor of wounded service members.",36541,Juan Garcia,author,80R
HJR 19,"Proposing a constitutional amendment to require each house of the legislature to take a record vote on final passage of a bill other than certain local bills, of a resolution proposing or ratifying a constitutional amendment, or of any other nonceremonial resolution, and to publish the record vote on the Internet.",36541,Juan Garcia,author,80R
HR 713,"Recognizing March 7, 2007, as Coastal Bend Day at the State Capitol.",36541,Juan Garcia,author,80R
HB 6,Relating to the allocation and use of the sporting goods sales tax revenue to fund state and local parks.,36541,Juan Garcia,coauthor,80R
HB 14,"Relating to reorganizing certain state institutions that provide financing for cancer research, including creating the Cancer Prevention and Research Institute of Texas, and information about certain cancer treatments; granting authority to issue bonds.",36541,Juan Garcia,coauthor,80R
HB 75,Relating to administrative and judicial review of certain decisions about public assistance benefits.,36541,Juan Garcia,coauthor,80R
HB 136,Relating to the promotion of students to certain grade levels in public schools.,36541,Juan Garcia,coauthor,80R
HB 137,Relating to the requirements for a high school diploma.,36541,Juan Garcia,coauthor,80R
HB 284,Relating to the use of force or deadly force in defense of a person.,36541,Juan Garcia,coauthor,80R
HB 285,Relating to a consumer debt owed by certain military personnel called to active duty.,36541,Juan Garcia,coauthor,80R
HB 375,Relating to the development of a state strategy for increasing the availability of low-emission automotive fuels for Texas drivers.,36541,Juan Garcia,coauthor,80R
HB 430,Relating to the monitoring of certain high-risk sex offenders and to information concerning certain sex offenders.,36541,Juan Garcia,coauthor,80R
HB 569,"Relating to the creation of an address confidentiality program to assist victims of family violence, sexual assault, or stalking in maintaining confidential addresses.",36541,Juan Garcia,coauthor,80R
HB 667,Relating to prohibiting the investment of state funds in certain private business entities doing business in Sudan.,36541,Juan Garcia,coauthor,80R
HB 685,Relating to the exemption of volunteer fire departments from certain motor fuel taxes.,36541,Juan Garcia,coauthor,80R
HB 735,Relating to the discontinuation of the Telecommunications Infrastructure Fund.,36541,Juan Garcia,coauthor,80R
HB 823,Relating to the liability of certain licensed or registered professionals for damages arising from certain services provided during an emergency.,36541,Juan Garcia,coauthor,80R
HB 1018,Relating to the adoption of a salary career ladder for parole officers.,36541,Juan Garcia,coauthor,80R
HB 1019,Relating to retirement eligibility and benefits for certain employees of the parole division of the Texas Department of Criminal Justice.,36541,Juan Garcia,coauthor,80R
HB 1022,Relating to the exemption from ad valorem taxation of a motor vehicle owned by an individual and used in the course of the owner's occupation or profession and also for personal activities of the owner and to the rendition of such vehicles.,36541,Juan Garcia,coauthor,80R
HB 1034,Relating to the pledge of allegiance to the state flag.,36541,Juan Garcia,coauthor,80R
HB 1036,Relating to a silver alert for missing senior citizens.,36541,Juan Garcia,coauthor,80R
HB 1212,Relating to the penalties for intoxication assault and intoxication manslaughter and to the sentencing of defendants convicted of those offenses.,36541,Juan Garcia,coauthor,80R
HB 1300,Relating to allowing certain military personnel to receive certain federal and state higher education benefits concurrently.,36541,Juan Garcia,coauthor,80R
HB 1434,Relating to exempting books purchased by university and college students from the sales tax for a limited period.,36541,Juan Garcia,coauthor,80R
HB 1817,Relating to weight limitations for certain vehicles transporting agricultural products and equipment.,36541,Juan Garcia,coauthor,80R
HB 1837,Relating to exempting from ad valorem taxation property used by certain nonprofit community business organizations to provide services to aid in the economic development of local communities.,36541,Juan Garcia,coauthor,80R
HB 3309,Relating to the ability of certain advocacy and support groups to provide services for children confined in Texas Youth Commission facilities.,36541,Juan Garcia,coauthor,80R
HB 3323,Relating to the election of the commissioner of insurance.,36541,Juan Garcia,coauthor,80R
HB 3693,"Relating to energy demand, energy load, energy efficiency incentives, energy programs, and energy performance measures.",36541,Juan Garcia,coauthor,80R
HB 3857,Relating to the issuance of specialty license plates to family members of a person who dies while serving in the United States armed forces.,36541,Juan Garcia,coauthor,80R
HB 3900,Relating to the Texas tomorrow fund II prepaid tuition unit undergraduate education program.,36541,Juan Garcia,coauthor,80R
HCR 64,Requesting that the U.S. Department of Homeland Security reconsider all alternatives to the detention of immigrant and asylum-seeking families.,36541,Juan Garcia,coauthor,80R
