bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
HB 247,Relating to limits on certain actions arising out of attorney's fee agreements.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 315,"Relating to the issuance of ""In God We Trust"" specialty license plates.",21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 386,Relating to requiring parties in a suit affecting the parent-child relationship to disclose to the court knowledge of certain registered sex offenders; providing a penalty.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 387,Relating to an appropriation of money from the economic stabilization fund for classroom teacher salary increases.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 388,Relating to the duration of protective orders issued in cases of family violence against persons who are subsequently confined or imprisoned.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 435,Relating to the instruction of American Sign Language in public high schools.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 436,Relating to honesty in state taxation.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 521,Relating to the punishment for the offense of manslaughter.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 522,Relating to establishing a pilot program in designated public high schools in certain municipalities for placement of students in Junior Reserve Officers' Training Corps programs as an alternative to placement in disciplinary or juvenile justice alternative education programs.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 542,Relating to an annual state budget and legislative budget sessions in even-numbered years and to political contributions made during a legislative session.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 659,"Relating to the waiver of state park, museum, and other state-operated facility entrance fees for persons with certain disabilities.",21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 660,Relating to the exemption from ad valorem taxation of the total appraised value of the residence homestead of the surviving spouse of a 100 percent or totally disabled veteran.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 711,Relating to the creation of a childhood health program grant.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 872,Relating to the reactivation of a peace officer license; authorizing fees.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 981,Relating to the offense of manslaughter; increasing the penalty for certain offenders.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 1053,Relating to requiring parties in a suit affecting the parent-child relationship to disclose to the court knowledge of certain registered sex offenders; creating grounds for contempt of court.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 1104,Relating to exempting the procurement of services for victims of family violence from competitive bidding requirements.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 1159,Relating to the use of certain disciplinary actions against a child; providing a criminal penalty.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 1175,Relating to certain privileges of a child in a criminal or civil proceeding involving the child's parent or guardian.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 1176,Relating to certain privileges of a parent or guardian in a criminal or civil proceeding involving a child of the parent or guardian.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 1219,Relating to a provisional license to practice funeral directing or embalming; amending provisions subject to a criminal penalty.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 1263,Relating to the regulation of the practice of physical therapy.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
HB 1291,Relating to the fees collected by prosecutors for collection and processing of certain checks or similar sight orders.,21186,Richard Peña Raymond,author,84R,4215,Rep. Richard Peña Raymond,Richard Raymond
