bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
SB 10,Relating to authorizing the issuance of revenue bonds to fund capital projects at public institutions of higher education.,51407,Ken Paxton,author,833,1020,Sen. Ken Paxton,Ken Paxton
SB 3,Relating to authorizing the issuance of revenue bonds to fund capital projects at public institutions of higher education; making an appropriation.,51407,Ken Paxton,coauthor,833,1020,Sen. Ken Paxton,Ken Paxton
SR 37,Recognizing Richard S. Agnew for his service to his country.,51407,Ken Paxton,author,832,1020,Sen. Ken Paxton,Ken Paxton
SR 38,Recognizing Keep Allen Beautiful for its contributions to its community.,51407,Ken Paxton,author,832,1020,Sen. Ken Paxton,Ken Paxton
SR 87,Recognizing Ken Helvey on the occasion of his retirement.,51407,Ken Paxton,author,832,1020,Sen. Ken Paxton,Ken Paxton
SR 93,Recognizing Joseph P. Brands for receiving the Billy Mitchell Award.,51407,Ken Paxton,author,832,1020,Sen. Ken Paxton,Ken Paxton
SB 1,"Relating to the regulation of abortion procedures, providers, and facilities; providing penalties.",51407,Ken Paxton,coauthor,832,1020,Sen. Ken Paxton,Ken Paxton
HB 2,"Relating to the regulation of abortion procedures, providers, and facilities; providing penalties.",51407,Ken Paxton,cosponsor,832,1020,Sen. Ken Paxton,Ken Paxton
SR 118,Recognizing Alex Spiride for being named a 2013 Google Science Fair regional finalist for the Americas.,51407,Ken Paxton,author,831,1020,Sen. Ken Paxton,Ken Paxton
SR 119,"Recognizing Seth Ringley for his contributions to the recovery work in Moore, Oklahoma.",51407,Ken Paxton,author,831,1020,Sen. Ken Paxton,Ken Paxton
SB 15,Relating to the limitation on the rate of growth in appropriations from state tax revenues.,51407,Ken Paxton,author,831,1020,Sen. Ken Paxton,Ken Paxton
SR 126,"In memory of Daniel G. San Miguel, Jr.",51407,Ken Paxton,author,831,1020,Sen. Ken Paxton,Ken Paxton
SB 5,"Relating to the regulation of abortion procedures, providers, and facilities; providing penalties.",51407,Ken Paxton,coauthor,831,1020,Sen. Ken Paxton,Ken Paxton
SB 13,Relating to abortion at or after 20 weeks post-fertilization.,51407,Ken Paxton,coauthor,831,1020,Sen. Ken Paxton,Ken Paxton
SB 18,Relating to distributing or prescribing abortion-inducing drugs; providing penalties.,51407,Ken Paxton,coauthor,831,1020,Sen. Ken Paxton,Ken Paxton
SB 24,Relating to minimum standards for abortion facilities.,51407,Ken Paxton,coauthor,831,1020,Sen. Ken Paxton,Ken Paxton
SJR 2,"Proposing a constitutional amendment to provide for the transfer of certain general revenue to the economic stabilization fund, to provide for the transfer of certain general revenue to the state highway fund and the dedication of that revenue, and to authorize the payment of the principal and interest on certain highway improvement bonds from other money deposited to the state highway fund.",51407,Ken Paxton,coauthor,831,1020,Sen. Ken Paxton,Ken Paxton
SB 179,Relating to the phaseout and repeal of the franchise tax.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 309,Relating to the state highway fund.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 489,Relating to the authority of a taxing unit other than a school district to establish a limitation on the amount of ad valorem taxes that the taxing unit may impose on the residence homesteads of individuals who are disabled or elderly and their surviving spouses.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 520,Relating to allowing persons acquiring a new residence homestead to receive an ad valorem tax exemption on the homestead in the year in which the property is acquired.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 521,Relating to the provision of and parental approval for a student's participation in human sexuality and family planning instruction in public schools.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 539,Relating to the classification of certain entities as primarily engaged in retail trade for purposes of the franchise tax.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 636,Relating to public information regarding bonds and other obligations issued by the state and local governments.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 637,Relating to notice and election order requirements for bond approval elections held by political subdivisions.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 638,Relating to performance and payment security for certain comprehensive development agreements.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 656,Relating to providing transparency in the budget adoption process of municipalities and counties.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 657,Relating to procedural requirements for adopting and filing a school district budget.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 677,Relating to the electronic recording of proceedings in a statutory probate court in Collin County.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 678,Relating to money allocated under the federal-aid highway program.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 707,Relating to the definition of intoxicated for purposes of certain weapons offenses.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 708,Relating to the designation of a segment of U.S. Highway 75 in Collin County as the Sam Johnson Highway.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
SB 726,Relating to authorization by the Texas Higher Education Coordinating Board for certain public junior colleges to offer baccalaureate degree programs.,51407,Ken Paxton,author,83R,1020,Sen. Ken Paxton,Ken Paxton
