bill_name,caption,filer_id,filer_name,function,session
HB 52,"Relating to drug-free zones and to the imposition of penalties for the delivery, manufacture, or possession with the intent to deliver or manufacture a controlled substance in drug-free zones.",None,Richard Dick Waterfield,coauthor,716
HCR 11,Honoring Representative Al Price.,None,Richard Dick Waterfield,coauthor,715
HR 122,Commending Roy A. Baze.,None,Richard Dick Waterfield,coauthor,715
HR 127,Honoring Barbara Bush.,None,Richard Dick Waterfield,coauthor,715
HB 74,"Relating to drug-free zones and to the imposition of penalties for the delivery, manufacture, or possession with the intent to deliver or manufacture a controlled substance in drug-free zones.",None,Richard Dick Waterfield,coauthor,714
HR 47,In memory of Paul Dauer.,None,Richard Dick Waterfield,coauthor,714
HB 115,"Relating to an appropriation to the judiciary section, office of the comptroller of public accounts, for state salary apportionment to Oldham County for certain duties performed by the county attorney.",None,Richard Dick Waterfield,author,713
HB 22,"Relating to an appropriation to the judiciary section, office of the comptroller of public accounts, for state salary apportionment to Oldham County for certain duties performed by the county attorney.",None,Richard Dick Waterfield,author,712
HR 126,Congratulating the Dumas High School volleyball team.,None,Richard Dick Waterfield,author,712
HB 63,Relating to the eradication or control of certain animal diseases by the Texas Animal Health Commission.,None,Richard Dick Waterfield,author,711
HB 87,"Relating to property rights in, and the establishment of a wildlife management area along, certain riverbeds.",None,Richard Dick Waterfield,author,711
HB 28,Relating to the acquisition of land and facilities by a municipality; authorizing the issuance of municipal bonds.,None,Richard Dick Waterfield,coauthor,711
HB 105,"Relating solely to the transfer of governance, management, and operation of West Texas State University from the board of regents of that institution to the board of regents of The Texas A&M University System.",None,Richard Dick Waterfield,coauthor,711
HB 131,Relating to the acquisition of land and facilities by a county for lease to public entities for public purposes or to private entities for manufacturing or commercial purposes; authorizing the issuance of bonds.,None,Richard Dick Waterfield,coauthor,711
HCR 18,Calling on Congress to submit to the states a constitutional amendment protecting the American flag from willful burning or destruction.,None,Richard Dick Waterfield,coauthor,711
