bill_name,caption,filer_id,filer_name,function,session
HB 85,Relating to the election and duties of a chief appraiser of an appraisal district.,None,Ray Allen,author,791
HJR 19,Proposing a constitutional amendment to restrict the state or a political subdivision from taking private property for the primary purpose of economic development or to benefit a particular class of identifiable individuals.,None,Ray Allen,coauthor,791
HB 867,Relating to the registration and supervision of sex offenders and to state assistance provided to sex offenders; providing penalties.,None,Ray Allen,author,79R
HB 1365,Relating to the provision of security and communication technology service to inmates and defendants confined in facilities operated by or under contract with the Texas Department of Criminal Justice.,None,Ray Allen,author,79R
HB 1366,Relating to the regulation of nursing.,None,Ray Allen,author,79R
HB 1367,Relating to the admissibility of evidence of other similar offenses in the prosecution of certain sexual offenses.,None,Ray Allen,author,79R
HB 1368,Relating to the confidentiality of and access to certain personal information in instruments recorded with a county clerk.,None,Ray Allen,author,79R
HB 1634,Relating to arson and arson investigation; creating offenses.,None,Ray Allen,author,79R
HB 1635,Relating to a residential infant care program for mothers confined in Texas Department of Criminal Justice facilities.,None,Ray Allen,author,79R
HB 1636,Relating to residency in relation to a license or permit or certain hunting and catching restrictions of the Parks and Wildlife Department; providing a penalty.,None,Ray Allen,author,79R
HB 1916,Relating to the restoration of certain rights to a criminal defendant.,None,Ray Allen,author,79R
HB 1917,Relating to the procedures for reducing or terminating a term of community supervision imposed on a criminal defendant.,None,Ray Allen,author,79R
HB 1918,Relating to the interagency exchange of information regarding certain offenders with special needs.,None,Ray Allen,author,79R
HB 1919,Relating to notice in certain real property transactions concerning public improvement districts.,None,Ray Allen,author,79R
HB 1920,Relating to the imposition of sanctions on defendants who violate conditions of community supervision.,None,Ray Allen,author,79R
HB 1921,Relating to the civil commitment of sexually violent predators.,None,Ray Allen,author,79R
HB 1922,Relating to deferred adjudication community supervision for certain defendants who enter a drug court program.,None,Ray Allen,author,79R
HB 2035,Relating to appointments to the Tobacco Settlement Permanent Trust Account Investment Advisory Committee.,None,Ray Allen,author,79R
HB 2036,Relating to the regulation of sex offender treatment providers and the treatment of sex offenders; providing a penalty.,None,Ray Allen,author,79R
HB 2037,Relating to the seizure and disposition of property for the offense of hunting or fishing without landowner consent.,None,Ray Allen,author,79R
HB 2038,Relating to the establishment and operation of state regulated video lottery terminals at licensed Texas racetracks to enhance the Texas Racehorse and Greyhound racing and breeding industries; providing penalties.,None,Ray Allen,author,79R
HB 2120,Relating to the administration of county government and the exercise of powers at the county level.,None,Ray Allen,author,79R
HB 2360,Relating to a pilot project to study the feasibility and effectiveness of contracting for commissary operations in certain correctional facilities.,None,Ray Allen,author,79R
HB 2361,Relating to the use of a fixed rate of return in county jail commissary contracts.,None,Ray Allen,author,79R
HB 2406,Relating to the procedures that apply to certain defendants who enter a drug court program.,None,Ray Allen,author,79R
HB 2834,"Relating to various powers, duties, and procedures of county government.",None,Ray Allen,author,79R
HB 2835,Relating to the purchasing and contracting authority of commissaries operated by sheriffs.,None,Ray Allen,author,79R
HB 2836,Relating to the delivery of beer by a holder of a brewpub license.,None,Ray Allen,author,79R
HB 2837,"Relating to the state's activities regarding education, vocational training, and reintegration of offenders.",None,Ray Allen,author,79R
HB 2838,Relating to the creation of a prison diversion pilot program.,None,Ray Allen,author,79R
HB 2839,Relating to the participation of state inmates in the production of certain goods and the provision of certain services.,None,Ray Allen,author,79R
HB 3118,Relating to fees collected for services provided by the Commission on Jail Standards.,None,Ray Allen,author,79R
HB 3399,Relating to the creation of a sheriff's department civil service system in certain counties.,None,Ray Allen,author,79R
HCR 144,Expressing legislative support for the USA PATRIOT Act.,None,Ray Allen,author,79R
HCR 209,Expressing legislative support for the United States of America PATRIOT Act.,None,Ray Allen,author,79R
HJR 63,Proposing a constitutional amendment authorizing state video lottery games that may be operated by licensed racetrack operators or recognized Indian tribes.,None,Ray Allen,author,79R
