bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
HB 67,Relating to the entitlement of school districts and open-enrollment charter schools to a certain funding level and to the appropriation of money from the economic stabilization fund to be used for public education.,21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 157,Congratulating Fred Brockwell of Del Rio on earning a 2010 Spotlight Award from the American Association of Community Theatre.,21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 158,In memory of Eugene Russell Watson of Marathon.,21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 172,Honoring Edelmira Sotelo for her 21 years of service as district director for the Del Rio office of State Representative Pete Gallego.,21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 173,In memory of Moises L. Prieto of Del Rio.,21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 203,"Congratulating Kiki Luna on her receipt of the J. C. Montgomery, Jr., Child Safety Award from the Texas Office for Prevention of Developmental Disabilities.",21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 204,Congratulating Alfredo Delgado on his retirement from the Housing Authority of Del Rio.,21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 205,"Honoring U.S. Air Force Colonel Michael R. Frankel, commander of the 47th Flying Training Wing at Laughlin Air Force Base, for his service to this country.",21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 206,Congratulating Ely Gallego of Alpine High School on being named to the Texas High School Baseball Coaches Association 2A All-State team.,21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 207,Congratulating Joyce Lindsey on the occasion of her retirement as associate director of the Texas Access to Justice Foundation.,21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 267,"In memory of Thomas ""Jack"" Plyler of Del Rio.",21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 268,In memory of Margaret Pauline Seward Newbill.,21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 277,Congratulating Dr. Robert M. Gates on his retirement as the United States secretary of defense.,21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 278,"Honoring Dr. Ismael Sosa, Jr., for his service as president of Southwest Texas Junior College and his contributions to the Uvalde community.",21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 291,"In memory of former Kinney County judge Oscar Thomas ""Tommy"" Seargeant.",21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HCR 5,Urging Congress to take appropriate action to ensure acceptable treatment of the public by personnel of the Transportation Security Administration.,21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HR 295,Congratulating the Texas community colleges that were named among the top 120 community colleges  in the nation by the Aspen Institute.,21163,Pete Gallego,author,821,2920,Rep. Pete Gallego,Pete Gallego
HB 41,Relating to prosecution and punishment for the offense of official oppression by the intrusive touching of persons seeking access to public buildings and transportation; providing penalties.,21163,Pete Gallego,coauthor,821,2920,Rep. Pete Gallego,Pete Gallego
HCR 27,Congratulating the nine Texas community colleges named among the nation's top 120 by the Aspen Institute.,21163,Pete Gallego,coauthor,821,2920,Rep. Pete Gallego,Pete Gallego
HB 132,Relating to the issuance of a driver's license to a person who is younger than 24 years of age and who has not obtained a high school diploma or its equivalent.,21163,Pete Gallego,author,82R,2920,Rep. Pete Gallego,Pete Gallego
HB 137,Relating to requiring a distinctive symbol or marking on the driver's license issued to a person convicted of certain intoxication offenses.,21163,Pete Gallego,author,82R,2920,Rep. Pete Gallego,Pete Gallego
HB 214,Relating to an application filed with a county commissioners court to revise a subdivision plat.,21163,Pete Gallego,author,82R,2920,Rep. Pete Gallego,Pete Gallego
HB 215,Relating to photograph and live lineup identification procedures in criminal cases.,21163,Pete Gallego,author,82R,2920,Rep. Pete Gallego,Pete Gallego
HB 216,Relating to the creation of the Texas Legislative Fellows Program for certain students enrolled in component institutions of The University of Texas System.,21163,Pete Gallego,author,82R,2920,Rep. Pete Gallego,Pete Gallego
HB 217,Relating to an optional county fee on registration of a vehicle in certain counties.,21163,Pete Gallego,author,82R,2920,Rep. Pete Gallego,Pete Gallego
HB 218,Relating to possessing a glass container within the boundaries of certain riverbeds; providing criminal penalties.,21163,Pete Gallego,author,82R,2920,Rep. Pete Gallego,Pete Gallego
HB 219,Relating to the electronic recording and admissibility of certain custodial interrogations.,21163,Pete Gallego,author,82R,2920,Rep. Pete Gallego,Pete Gallego
HB 220,Relating to procedures for applications for writs of habeas corpus based on relevant scientific evidence.,21163,Pete Gallego,author,82R,2920,Rep. Pete Gallego,Pete Gallego
HB 245,Relating to limiting the liability of space flight entities.,21163,Pete Gallego,author,82R,2920,Rep. Pete Gallego,Pete Gallego
HB 340,Relating to net metering for retail electric service customers and compensation for excess electricity generated by a retail electric customer's on-site generator.,21163,Pete Gallego,author,82R,2920,Rep. Pete Gallego,Pete Gallego
HB 573,Relating to a TEXAS grant pilot project to provide incentives for students to attend certain underutilized public institutions of higher education.,21163,Pete Gallego,author,82R,2920,Rep. Pete Gallego,Pete Gallego
HB 649,Relating to the issuance and duration of certain protective orders for victims of sexual assault.,21163,Pete Gallego,author,82R,2920,Rep. Pete Gallego,Pete Gallego
