bill_name,caption,filer_id,filer_name,function,session
SR 23,Recognizing the Immaculate Conception Cathedral in Brownsville on the occasion of its sesquicentennial celebration.,19725,Kip Averitt,author,811
SB 6,Relating to the child health plan program.,19725,Kip Averitt,coauthor,811
SB 16,"Relating to the enhancement of air quality, including the capture and storage of carbon dioxide and development of a greenhouse gas registry, the development of emissions reduction technologies, and the improvement of energy efficiency in buildings, vehicles, and appliances.",19725,Kip Averitt,author,81R
SB 521,Relating to the Texas Department of Transportation's memorial sign program.,19725,Kip Averitt,author,81R
SB 522,Relating to the use of personal leave by a public school employee.,19725,Kip Averitt,author,81R
SB 523,Relating to the practice of veterinarians in certain mercantile establishments.,19725,Kip Averitt,author,81R
SB 663,Relating to the dissolution of the Tablerock Groundwater Conservation District.,19725,Kip Averitt,author,81R
SB 776,Relating to regulating the collection or solicitation of donated goods subsequently sold by for-profit entities or individuals; providing a civil penalty.,19725,Kip Averitt,author,81R
SB 841,Relating to the child health plan program.,19725,Kip Averitt,author,81R
SB 842,Relating to the operation of health care sharing organizations.,19725,Kip Averitt,author,81R
SB 846,Relating to the exemption of oil and gas royalty interests owned by private institutions of higher education from oil and gas severance taxes.,19725,Kip Averitt,author,81R
SB 847,Relating to applicability of fee exemptions for military personnel and their children to certain course fees charged by public technical institutes and public state colleges.,19725,Kip Averitt,author,81R
SB 876,Relating to the performance of annual soil tests for certain concentrated animal feeding operations by the Texas Commission on Environmental Quality.,19725,Kip Averitt,author,81R
SB 879,Relating to premium discounts for certain participants in the Texas Health Insurance Risk Pool and to related tax credits for health benefit plan issuers.,19725,Kip Averitt,author,81R
SB 972,Relating to small and large employer health group cooperatives.,19725,Kip Averitt,author,81R
SB 995,Relating to imposition of the motor vehicle sales tax on motor vehicles transferred as the result of a gift.,19725,Kip Averitt,author,81R
SB 996,Relating to imposition of the motor vehicle sales tax on leased motor vehicles.,19725,Kip Averitt,author,81R
SB 1126,Relating to the operation of property owners' associations.,19725,Kip Averitt,author,81R
SB 1148,"Relating to the administration by certain health care professionals of certain treatments, therapy, or medication ordered by an optometrist or therapeutic optometrist.",19725,Kip Averitt,author,81R
SB 1218,Relating to the collection of data by the Texas Department of Transportation regarding bridge collapses.,19725,Kip Averitt,author,81R
SB 1219,Relating to a parenting and paternity awareness component of the health curriculum used in public high schools.,19725,Kip Averitt,author,81R
SB 1257,"Relating to the regulation of certain market conduct activities of certain life, accident, and health insurers and health benefit plan issuers; providing civil liability and administrative and criminal penalties.",19725,Kip Averitt,author,81R
SB 1403,"Relating to changing the Texas Health Insurance Risk Pool to the Texas Health Insurance Pool, and to the operation of that pool.",19725,Kip Averitt,author,81R
SB 1544,Relating to the creation of the Prairielands Groundwater Conservation District; providing authority to issue bonds; granting a limited power of eminent domain.,19725,Kip Averitt,author,81R
SB 1545,Relating to health benefit coverage for children and grandchildren.,19725,Kip Averitt,author,81R
SB 1647,"Relating to the administration, operation, and regulation of credit unions.",19725,Kip Averitt,author,81R
SB 1658,Relating to an increase in the fee for natural gas pipeline safety inspections.,19725,Kip Averitt,author,81R
SB 1659,Relating to the use of hazardous and solid waste remediation fee funds for lead-acid battery recycling activities.,19725,Kip Averitt,author,81R
SB 1828,Relating to the idling of motor vehicles.,19725,Kip Averitt,author,81R
SB 2049,"Relating to the authority of the state to acquire, sell, or exchange certain land.",19725,Kip Averitt,author,81R
SB 2050,Relating to the disposition of certain fees collected by the Parks and Wildlife Department.,19725,Kip Averitt,author,81R
SB 2051,Relating to the collection by the Parks and Wildlife Department of taxes imposed on the sales and use of boats and boat motors and to the disposition of those taxes.,19725,Kip Averitt,author,81R
SB 2111,"Relating to the implementation of and incentives for projects involving the capture, transportation, injection, sequestration, geologic storage, or abatement of carbon dioxide; providing for the issuance of bonds.",19725,Kip Averitt,author,81R
SB 2227,Relating to authorizing the issuance of bonds for the reimbursement of the cost of public improvements located in public improvement districts in certain counties.,19725,Kip Averitt,author,81R
SB 2228,Relating to the transfer of certain state property from the Texas Department of Criminal Justice to Coryell County.,19725,Kip Averitt,author,81R
SB 2229,"Relating to the creation of a county court at law in Bosque County and the composition of the Bosque, Comanche, and Hamilton Counties juvenile board.",19725,Kip Averitt,author,81R
SB 2230,Relating to the jurisdiction and operation of the district courts in McLennan County.,19725,Kip Averitt,author,81R
SB 2231,"Relating to the authority to establish, operate, and maintain a foreign trade zone and subzones in Ellis County.",19725,Kip Averitt,author,81R
SB 2232,Relating to the sale of glassware and nonalcoholic beverages by certain wholesalers and distributors.,19725,Kip Averitt,author,81R
SB 2310,Relating to the transfer of funds to the water infrastructure fund from the economic stabilization fund.,19725,Kip Averitt,author,81R
SB 2311,Relating to Texas Water Development Board surveys for water infrastructure financing.,19725,Kip Averitt,author,81R
SB 2312,Relating to eligibility for funds from the water infrastructure fund from the Texas Water Development Board.,19725,Kip Averitt,author,81R
SB 2313,Relating to the creation of the water plan projects fund to assist the Texas Water Development Board in the funding of certain projects identified in the state and regional water plans.,19725,Kip Averitt,author,81R
SB 2314,Relating to the adoption of rules by the Texas Water Development Board regarding supplemental funding resulting from federal economic recovery legislation.,19725,Kip Averitt,author,81R
SB 2315,Relating to water audits by retail public utilities.,19725,Kip Averitt,author,81R
SB 2316,Relating to the annual water quality fee for wastewater discharge permit holders and water right users through permit or contract.,19725,Kip Averitt,author,81R
SB 2317,"Relating to the composition, duties, recommendations, and expenses of certain entities created to study and provide advice regarding environmental flows.",19725,Kip Averitt,author,81R
SB 2318,Relating to the use and management of surface water resources.,19725,Kip Averitt,author,81R
SB 2319,Relating to the creation of a groundwater conservation district in a priority groundwater management area.,19725,Kip Averitt,author,81R
SB 2320,Relating to the authority of a groundwater conservation district to assess production fees.,19725,Kip Averitt,author,81R
SB 2321,Relating to the management of groundwater resources in the state.,19725,Kip Averitt,author,81R
SB 2340,Relating to electronic monitoring and other alternative means for certain defendants to discharge a fine or costs or satisfy a term of confinement in county jail.,19725,Kip Averitt,author,81R
SB 2341,Relating to authorizing individuals to leave certain permitted premises and other areas with alcoholic beverages.,19725,Kip Averitt,author,81R
SB 2342,Relating to the regulation of certain insurers.,19725,Kip Averitt,author,81R
SB 2400,Relating to a prevailing wage survey conducted under an interlocal agreement between two or more political subdivisions of the state.,19725,Kip Averitt,author,81R
SB 2459,Relating to the study and assessment of the transport of groundwater in the area regulated by the Edwards Aquifer Authority.,19725,Kip Averitt,author,81R
SB 2513,"Relating to the name and confirmation of, and to certain fees imposed by, the McLennan County Groundwater Conservation District and to the authority to create certain adjacent groundwater conservation districts.",19725,Kip Averitt,author,81R
SB 2565,Relating to adjustments of rates of certain telecommunications utilities for changes in certain tax liabilities.,19725,Kip Averitt,author,81R
SB 2578,Relating to insurance agent licenses issued to certain foreign corporations and partnerships.,19725,Kip Averitt,author,81R
SB 2585,Relating to reauthorization of small business incentive program.,19725,Kip Averitt,author,81R
SCR 5,Designating the Texas Medal of Honor Memorial on the campus of Hill College in Hillsboro as the official State Memorial to Texas-Born Medal of Honor Recipients.,19725,Kip Averitt,author,81R
SCR 26,"Recognizing Ipswich, Queensland, Australia, on the occasion of the 40th Anniversary Memorial Service in honor of the crew of the USS Frank E. Evans.",19725,Kip Averitt,author,81R
SCR 27,"Recognizing February 26, 2009, as TIPRO Day at the State Capitol.",19725,Kip Averitt,author,81R
SCR 73,Memorializing the United States Congress to maintain the Federal Family Education Loan Program.,19725,Kip Averitt,author,81R
SCR 78,In memory of James Michael Grant of Gatesville.,19725,Kip Averitt,author,81R
SJR 39,Proposing a constitutional amendment authorizing the issuance of general obligation bonds to provide and guarantee loans to encourage advanced clean energy projects.,19725,Kip Averitt,author,81R
SJR 50,Proposing a constitutional amendment relating to the issuance of additional general obligation bonds by the Texas Water Development Board.,19725,Kip Averitt,author,81R
SR 66,"Designating January 28, 2009, as Texas Society of Certified Public Accountants Day at the Capitol.",19725,Kip Averitt,author,81R
SR 256,Welcoming representatives of Baylor University to the State Capitol.,19725,Kip Averitt,author,81R
SR 362,In memory of Bob Crafton.,19725,Kip Averitt,author,81R
SR 363,"Recognizing March 10, 2009, as Auto Alliance Day at the State Capitol.",19725,Kip Averitt,author,81R
SR 397,"Commending the faculty, staff, and administration of the Texas State Technical College System.",19725,Kip Averitt,author,81R
SR 642,Commending this year's participants in the Bob Bullock Scholars Program of Baylor University.,19725,Kip Averitt,author,81R
SR 677,"Recognizing May 13, 2009, as Texas Environmental Excellence Awards Day at the State Capitol.",19725,Kip Averitt,author,81R
SR 721,Recognizing James Langford on the occasion of his retirement from the Texas Farm Bureau Insurance Companies in Waco.,19725,Kip Averitt,author,81R
SR 908,"In memory of James Franklin Warren, Jr., of Huntsville.",19725,Kip Averitt,author,81R
SR 909,"Recognizing May 21, 2009, as Texas Water Conservation Day at the State Capitol.",19725,Kip Averitt,author,81R
SR 948,Commending Transforming Texas Waterfronts for its contributions to our state's waterfront infrastructure.,19725,Kip Averitt,author,81R
SR 1076,"Suspending limitations on conference committee jurisdiction, S.B. No. 2513.",19725,Kip Averitt,author,81R
SR 1100,"Suspending limitations on conference committee jurisdiction, H.B. No. 3526.",19725,Kip Averitt,author,81R
SB 1190,Relating to the enforcement of rules by a groundwater conservation district.,19725,Kip Averitt,author,81R
SB 1378,Relating to the responsibility of oil and gas well operators with regard to plugging inactive oil or gas wells and to ensuring the proper connection of electric lines.,19725,Kip Averitt,author,81R
SB 2275,Relating to the adoption of the public school curriculum and textbooks; transferring authority from the State Board of Education to the commissioner of education.,19725,Kip Averitt,author,81R
SR 212,"Recognizing February 17, 2009, as Mansfield Day at the State Capitol.",19725,Kip Averitt,author,81R
SR 477,"Proclaiming April 16, 2009, Texas Federation of Republican Women Legislative Day at the State Capitol.",19725,Kip Averitt,author,81R
SR 548,Congratulating the Mansfield Summit High School girls' basketball team for winning the University Interscholastic League Class 5A state basketball championship.,19725,Kip Averitt,author,81R
SR 626,Recognizing Vernon Newsom on the occasion of his retirement as superintendent of the Mansfield Independent School District.,19725,Kip Averitt,author,81R
SR 824,Recognizing the fifth class of the Senator Gregory Luna Legislative Scholars and Fellows Program.,19725,Kip Averitt,author,81R
SB 18,Relating to the acquisition of property by entities with eminent domain authority.,19725,Kip Averitt,coauthor,81R
SB 19,Relating to the computation of the franchise tax.,19725,Kip Averitt,coauthor,81R
SB 105,Relating to limitations on increases in fees and designated tuition charged by public institutions of higher education.,19725,Kip Averitt,coauthor,81R
SB 855,"Relating to a county motor fuels tax in certain counties for mobility improvement projects; providing authority to impose the tax, issue bonds, and impose penalties.",19725,Kip Averitt,coauthor,81R
SB 1443,Relating to the academic costs charged to resident undergraduate students by general academic teaching institutions and to certain reports regarding certain costs of those institutions.,19725,Kip Averitt,coauthor,81R
SR 131,"Recognizing February 4, 2009, as Community College Student Day at the Capitol.",19725,Kip Averitt,coauthor,81R
HB 10,Relating to the regulation of residential mortgage loan originators; providing a penalty.,19725,Kip Averitt,sponsor,81R
HB 58,Relating to the eligibility of private or independent institutions of higher education to participate in the advanced research program administered by the Texas Higher Education Coordinating Board.,19725,Kip Averitt,sponsor,81R
HB 229,"Relating to the construction, installation, alteration, extension, servicing, maintenance, or repair of on-site sewage disposal systems.",19725,Kip Averitt,sponsor,81R
HB 1295,Relating to notification of an application related to a certificate of public convenience and necessity for water or sewer service.,19725,Kip Averitt,sponsor,81R
HB 1364,Relating to coverage of preexisting conditions by certain group health benefit coverage programs for active school employees.,19725,Kip Averitt,sponsor,81R
HB 1420,Relating to the regulation of the transportation of oil and gas drill cuttings; providing a criminal penalty.,19725,Kip Averitt,sponsor,81R
HB 1433,Relating to the amount of the annual water quality fee imposed on holders of wastewater discharge permits and on users of water.,19725,Kip Averitt,sponsor,81R
HB 1485,Relating to rulemaking and performance assessments of certain state agencies.,19725,Kip Averitt,sponsor,81R
HB 1615,Relating to the practice of veterinarians in certain mercantile establishments.,19725,Kip Averitt,sponsor,81R
HB 1682,Relating to the creation of a county court at law in Navarro County.,19725,Kip Averitt,sponsor,81R
HB 1730,Relating to authorizing the issuance of bonds for the reimbursement of the cost of public improvements located in public improvement districts in certain counties.,19725,Kip Averitt,sponsor,81R
HB 1883,Relating to the status of certain transporters of natural or synthetic gas and liquified natural gas marine terminals as gas utilities.,19725,Kip Averitt,sponsor,81R
HB 2035,Relating to the creation of the Hood County Granbury Municipal Utility District No. 1; providing authority to impose a tax and issue bonds; granting a limited power of eminent domain.,19725,Kip Averitt,sponsor,81R
HB 2064,Relating to premium discounts for certain participants in the Texas Health Insurance Risk Pool and to funding for those discounts through certain penalties.,19725,Kip Averitt,sponsor,81R
HB 2425,Relating to engineering recruitment programs at public or private institutions of higher education and to certain degree programs at public junior colleges.,19725,Kip Averitt,sponsor,81R
HB 2654,Relating to imposition of the motor vehicle sales tax on motor vehicles transferred as the result of a gift.,19725,Kip Averitt,sponsor,81R
HB 2752,Relating to independent audits of insurer financial statements and insurer internal controls.,19725,Kip Averitt,sponsor,81R
HB 2767,Relating to the issuance of specialty license plates for municipal judges and justices of the peace.,19725,Kip Averitt,sponsor,81R
HB 2783,Relating to the adoption of energy efficient building standards and energy efficiency and conservation standards for instructional facilities.,19725,Kip Averitt,sponsor,81R
HB 2840,Relating to mortgage fraud; providing a criminal penalty.,19725,Kip Averitt,sponsor,81R
HB 3335,Relating to the creation and powers of certain groundwater and surface water districts.,19725,Kip Averitt,sponsor,81R
HB 3346,Relating to gas utilities and gas storage facilities.,19725,Kip Averitt,sponsor,81R
HB 3413,Relating to the sale of glassware and nonalcoholic beverages by certain wholesalers and distributors.,19725,Kip Averitt,sponsor,81R
HB 3464,Relating to the enforcement of certain development regulations in a justice court.,19725,Kip Averitt,sponsor,81R
HB 3526,"Relating to the powers and duties of the Texas Water Development Board and related entities, including the funding of projects by the board and the composition, duties, recommendations, and expenses of entities created to study and provide advice regarding environmental flows.",19725,Kip Averitt,sponsor,81R
HB 3632,"Relating to the authority of the state to acquire, sell, or exchange certain land.",19725,Kip Averitt,sponsor,81R
HB 3765,Relating to the use of hazardous and solid waste remediation fee funds for lead-acid battery recycling activities.,19725,Kip Averitt,sponsor,81R
HB 4247,Relating to the use of the proceeds of cash deposits filed with the Railroad Commission of Texas by certain persons under the jurisdiction of the commission and deposited in the oil-field cleanup fund.,19725,Kip Averitt,sponsor,81R
HB 4265,Relating to the definition of controlling interest for purposes of the franchise tax.,19725,Kip Averitt,sponsor,81R
HB 4270,Relating to the computation of cost of goods sold for purposes of the franchise tax by certain affiliated taxable entities.,19725,Kip Averitt,sponsor,81R
HB 4299,Relating to rainwater harvesting and other water conservation initiatives.,19725,Kip Averitt,sponsor,81R
HCR 38,Welcoming Leadership Midlothian to the State Capitol.,19725,Kip Averitt,sponsor,81R
HCR 181,Designating the section of the Brazos River Basin and its contributing watershed in Somervell County as the Scenic Riverway of Somervell County.,19725,Kip Averitt,sponsor,81R
HCR 252,Requesting the governor to appoint a Governor's Task Force on Horse and Greyhound Racing.,19725,Kip Averitt,sponsor,81R
HJR 128,Proposing a constitutional amendment providing for the issuance of additional general obligation bonds by the Texas Water Development Board.,19725,Kip Averitt,sponsor,81R
HB 4294,"Relating to textbooks, electronic textbooks, instructional material, and technological equipment in public schools.",19725,Kip Averitt,cosponsor,81R
SB 3,"Relating to the development, management, and preservation of the water resources of the state; providing penalties.",19725,Kip Averitt,author,80R
SB 12,"Relating to programs for the enhancement of air quality, including energy efficiency standards in state purchasing and energy consumption; providing penalties.",19725,Kip Averitt,author,80R
SB 67,Relating to eligibility for and the administration of the child health plan program.,19725,Kip Averitt,author,80R
SB 402,Relating to the development and implementation of personnel policies and procedures for certain state agencies.,19725,Kip Averitt,author,80R
SB 502,Relating to minimum insurance coverage amounts to establish evidence of financial responsibility under the Texas Motor Vehicle Safety Responsibility Act and to providing information with regard to compliance with the Act.,19725,Kip Averitt,author,80R
SB 675,Relating to the preservation for development of regional water supply reservoirs and stream segments of unique ecological value.,19725,Kip Averitt,author,80R
SB 816,Relating to the eligibility of certain educational employees to participate or be enrolled in certain group health benefit programs.,19725,Kip Averitt,author,80R
SB 817,Relating to the use of personal leave by a public school employee.,19725,Kip Averitt,author,80R
SB 1026,"Relating to the regulation as common carriers of certain owners, operators, or managers of pipelines for the transportation of feedstock for carbon gasification, the products of carbon gasification, or the derivative products of carbon gasification.",19725,Kip Averitt,author,80R
SB 1242,Relating to tuition exemptions granted by public institutions of higher education to students who have served in certain school district tutoring programs.,19725,Kip Averitt,author,80R
SB 1251,"Relating to the access, use, or retention of certain electronically readable information on a driver's license, commercial driver's license, or personal identification certificate; providing penalties.",19725,Kip Averitt,author,80R
SB 1252,Relating to an electronic fingerprint verification system used by a seller to confirm the age of a purchaser of certain products; providing a criminal penalty.,19725,Kip Averitt,author,80R
SB 1253,Relating to the frequency and expenses of certain examinations conducted by the Texas Department of Insurance.,19725,Kip Averitt,author,80R
SB 1254,Relating to the Texas Health Insurance Risk Pool.,19725,Kip Averitt,author,80R
SB 1255,Relating to the powers and duties of certain small and large employer health cooperatives.,19725,Kip Averitt,author,80R
SB 1256,Relating to the operation and regulation of charitable bingo and the use of bingo proceeds.,19725,Kip Averitt,author,80R
SB 1257,Relating to the definition of hotel under the Alcoholic Beverage Code.,19725,Kip Averitt,author,80R
SB 1426,Relating to the issuance of a food and beverage certificate to the holder of a wine and beer retailer's permit or a retail dealer's on-premise license.,19725,Kip Averitt,author,80R
SB 1427,Relating to participation by private or independent institutions of higher education in the tuition equalization grant program.,19725,Kip Averitt,author,80R
SB 1615,Relating to the collection of delinquent obligations owed to the state.,19725,Kip Averitt,author,80R
SB 1616,Relating to restitution and other assistance provided to victims of crime and to related claimants.,19725,Kip Averitt,author,80R
SB 1665,Relating to regulation of emissions from residential water heaters.,19725,Kip Averitt,author,80R
SB 1666,Relating to the authority of the Railroad Commission of Texas to file a lien on certain land adversely affected by past mining practices and reclaimed by the commission.,19725,Kip Averitt,author,80R
SB 1667,Relating to the amount of an administrative penalty assessed by the Railroad Commission of Texas for a violation of the Texas Surface Coal Mining and Reclamation Act or a permit issued under that act.,19725,Kip Averitt,author,80R
SB 1668,"Relating to license, stamp, tag, and permit provisions administered by the Parks and Wildlife Department.",19725,Kip Averitt,author,80R
SB 1669,Relating to revenue generated from and uses of public hunting lands and wildlife management areas.,19725,Kip Averitt,author,80R
SB 1670,Relating to certificates of compliance issued by the Railroad Commission of Texas to owners or operators of certain wells subject to the jurisdiction of the commission.,19725,Kip Averitt,author,80R
SB 1671,Relating to the financial responsibility requirements applicable to owners or operators of certain underground storage tanks.,19725,Kip Averitt,author,80R
SB 1672,Relating to nitrogen oxide allowance allocation adjustments and the incorporation of modifications to federal rules under the state implementation plan.,19725,Kip Averitt,author,80R
SB 1673,Relating to the period after which a preconstruction permit issued or renewed by the Texas Commission on Environmental Quality under the Texas Clean Air Act is subject to review.,19725,Kip Averitt,author,80R
SB 1674,Relating to the applicability of groundwater regulations.,19725,Kip Averitt,author,80R
SB 1680,Relating to eligibility of certain dependents for group life insurance.,19725,Kip Averitt,author,80R
SB 1681,Relating to health benefit plan coverage for children and grandchildren.,19725,Kip Averitt,author,80R
SB 1682,Relating to the enrollment of certain children and recipients of medical assistance in group health benefit plans.,19725,Kip Averitt,author,80R
SB 1683,Relating to the Texas Health Reinsurance System.,19725,Kip Averitt,author,80R
SB 1684,Relating to coverage limitations in health benefit plans.,19725,Kip Averitt,author,80R
SB 1685,Relating to rules governing suitability in certain annuity transactions.,19725,Kip Averitt,author,80R
SB 1785,"Relating to the implementation of clean energy projects in this state, including certain tax exemptions and rollbacks.",19725,Kip Averitt,author,80R
SB 1816,Relating to a sales tax exemption for the reuse and recycling of wastewater used for oil and gas activities.,19725,Kip Averitt,author,80R
SB 1837,Relating to the regulation of uranium mining and disposal of certain radioactive materials and low-level radioactive waste.,19725,Kip Averitt,author,80R
SB 1838,Relating to equipment used for irrigation systems.,19725,Kip Averitt,author,80R
SB 1842,Relating to rules governing the replacement of existing life insurance policies and certain annuity transactions.,19725,Kip Averitt,author,80R
SB 1877,Relating to the determination of compensation under the Teacher Retirement System of Texas.,19725,Kip Averitt,author,80R
SB 1976,Relating to the composition of the McLennan County Juvenile Board.,19725,Kip Averitt,author,80R
SB 1985,Relating to the creation of the McLennan County Groundwater Conservation District; providing authority to impose a tax and issue bonds.,19725,Kip Averitt,author,80R
SB 2001,"Relating to the construction and operation of reservoirs, including the assessment of a fee on the sale or lease of water impounded in a reservoir to compensate the owners of property in the reservoir site and the protection of the rights of owners or former owners of property in a reservoir site.",19725,Kip Averitt,author,80R
SB 2025,Relating to the appointment of magistrates in McLennan County.,19725,Kip Averitt,author,80R
SB 2038,Relating to the creation of the Tablerock Groundwater Conservation District; providing authority to impose a tax and issue bonds.,19725,Kip Averitt,author,80R
SCR 17,Designating the Texas Medal of Honor Memorial on the campus of Hill College in Hillsboro as the official State Memorial to Texas-Born Medal of Honor Recipients.,19725,Kip Averitt,author,80R
