bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
HB 335,Relating to named driver insurance policies and certain related exclusions.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 820,Relating to liability for injury arising from certain motor vehicle accidents.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 866,Relating to the exemption from jury service of a person who is the primary caretaker of another person.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1026,Relating to eligibility for appointment as a tabulation supervisor in an election.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1345,Relating to review of provisional ballots by the early voting ballot board.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1487,Relating to authorizing the issuance of revenue bonds to fund a health sciences and classroom building at the Pearland campus of the University of Houston--Clear Lake.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1829,Relating to increasing the punishment for assault committed against certain sports participants.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 2204,Relating to state support for assistance with payment of existing debt on certain bonds issued by school districts.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 2650,Relating to the authority of the Public Utility Commission of Texas to regulate any entity that holds itself out as a telephone service provider.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 2763,Relating to a study of the current and potential economic impacts of recycling.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 3081,"Relating to the creation of the Brazoria County Municipal Utility District No. 68; granting a limited power of eminent domain; providing authority to issue bonds; providing authority to impose assessments, fees, or taxes.",20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 3422,Relating to the computation of cost of goods for purposes of the franchise tax by certain taxable entities.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 3834,Relating to the creation of the criminal offense of barratry by a public insurance adjuster.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 3843,Relating to creating the criminal offense of prohibited conduct by public insurance adjusters.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 3851,"Relating to the waiving of insurance deductibles and other manipulation of charges in the insurance claims process, creating an offense.",20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HR 177,"Recognizing February 25, 2015, as Pearland Day at the State Capitol.",20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HR 3336,Congratulating Walter and Carole Wright of Pearland on their 50th wedding anniversary.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 576,Relating to service retirement benefits payable by the Teacher Retirement System of Texas to certain bus drivers who return to work.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 629,Relating to a person's ability to read and write in English as a qualification for service as a petit juror.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1392,"Relating to the recovery of stranded oil, gas, or oil and gas from depleting Cenozoic Era reservoirs.",20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1595,Relating to testing certain defendants or confined persons for communicable diseases.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1687,Relating to a study of the feasibility and desirability of creating and maintaining a coastal barrier system.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 2467,"Relating to excluding certain premiums, revenues, and fees from the determination of certain insurers' taxable gross premiums or revenues; affecting certain taxes.",20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 2680,Relating to allocation of money from the law enforcement officer standards and education fund.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 3097,Relating to the governance and operation of municipal management districts.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 4168,Relating to the composition of the board of directors and the powers of the Gulf Coast Water Authority.,20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HR 1751,"Recognizing April 10, 2015, as Texas Ending Modern Slavery Day.",20778,Ed Thompson,author,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 11,"Relating to the powers and duties of the Texas Department of Public Safety, military and law enforcement training, and the investigation, prosecution, punishment, and prevention of certain offenses; creating an offense and increasing a criminal penalty; authorizing fees.",20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 21,"Relating to authorizing patients with certain terminal illnesses to access certain investigational drugs, biological products, and devices that are in clinical trials.",20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 26,"Relating to state economic development measures, including administration of the Texas Enterprise Fund, creation of the Economic Incentive Oversight Board and the governor's university research initiative, abolishment of the Texas emerging technology fund, and renaming the Major Events trust fund to the Major Events Reimbursement Program.",20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 31,Relating to decreasing the state sales and use tax rate.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 32,Relating to the computation and rates of the franchise tax; decreasing tax rates.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 37,Relating to the reporting of certain contributions and political expenditures by certain persons; adding provisions subject to a criminal penalty.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 61,Relating to a single common course numbering system for public institutions of higher education in this state.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 76,Relating to electronic voter registration.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 115,"Relating to the criteria for awarding the Texas Purple Heart Medal to members of the armed forces wounded or killed at Fort Hood on November 5, 2009.",20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 183,"Relating to requiring state agencies to participate in the federal electronic verification of employment authorization program, or E-verify.",20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 352,Relating to the drug testing of certain persons seeking benefits under the Temporary Assistance for Needy Families (TANF) program.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 416,Relating to requiring personnel of abortion facilities and certain other facilities performing abortions to complete training on human trafficking.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 562,"Relating to the application of foreign laws and foreign forum selection in a proceeding involving marriage, a suit for dissolution of a marriage, or a suit affecting the parent-child relationship in this state.",20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 623,"Relating to the funding, issuing, and litigation of certain marriage licenses.",20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 645,Relating to the small-sized district adjustment under the Foundation School Program.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 751,Relating to the prescription and pharmaceutical substitution of biological products; amending provisions subject to a criminal penalty.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 767,Relating to cardiac assessments of participants in extracurricular athletic activities sponsored or sanctioned by the University Interscholastic League.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 910,Relating to the authority of a person who is licensed to carry a handgun to openly carry a holstered handgun; creating criminal offenses.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1044,Relating to the designation of a segment of Farm-to-Market Road 423 in Denton County as the U.S. Army Sergeant Enrique Mondragon Memorial Highway.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1180,Relating to certain information included on a searchable database on the Department of Family and Protective Services' Internet website.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1187,Relating to the designation of a segment of U.S. Highway 287 in Midlothian as the Chris Kyle Memorial Highway.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1199,Relating to deceptive representations or other conduct concerning certain synthetic substances as a violation of the Deceptive Trade Practices-Consumer Protection Act.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1200,"Relating to civil liability of a person who produces, distributes, sells, or provides or aids in the production, distribution, sale, or provision of certain synthetic substances to another person for damages caused by the other person.",20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1278,"Relating to financial assistance paid to the survivors of certain law enforcement officers, firefighters, and other public employees killed in the line of duty.",20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1324,Relating to the establishment and operation of a motor-bus-only lane pilot program in certain counties.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1435,Relating to health plan and health benefit plan coverage for abortions.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1690,"Relating to the investigation and prosecution of offenses against public administration, including ethics offenses.",20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 1865,Relating to procedures for certain environmental permit applications.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 2186,Relating to suicide prevention training for educators in public schools.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 2263,Relating to warrants or orders issued to obtain location information from wireless communications devices and to public access to law enforcement or prosecutor requests for certain related location or communication information.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 2562,Relating to the care and unlawful restraint of a dog.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
HB 2813,Relating to health benefit plan coverage for ovarian cancer screening.,20778,Ed Thompson,coauthor,84R,2815,Rep. Ed Thompson,Ed Thompson
