bill_name,caption,filer_id,filer_name,function,session
HR 15,Honoring Judy Smith for her service as Republican chair of Montgomery County Precinct 72.,None,Brandon Creighton,author,832
HCR 3,Directing the governor of the State of Texas to award the Texas Legislative Medal of Honor posthumously to Audie Murphy.,None,Brandon Creighton,coauthor,832
HB 21,Relating to the unlawful seizure of a firearm by a governmental officer or employee; providing penalties.,None,Brandon Creighton,author,831
HB 19,Relating to the carrying of concealed handguns on the campuses of and certain other locations associated with institutions of higher education.,None,Brandon Creighton,author,831
HB 57,Relating to requirements for physicians who perform or induce abortions; creating an offense.,None,Brandon Creighton,author,831
HB 16,Relating to abortion at or after 20 weeks post-fertilization.,None,Brandon Creighton,coauthor,831
HB 55,Relating to prohibiting abortion that is based on the sex of the unborn child; creating an offense.,None,Brandon Creighton,coauthor,831
HB 60,"Relating to the regulation of abortion procedures, providers, and facilities; providing penalties.",None,Brandon Creighton,coauthor,831
HB 67,Relating to notice of and consent to an abortion for a minor.,None,Brandon Creighton,coauthor,831
HB 68,Relating to the offense of coercing a person to have or seek an abortion and voluntary and informed consent for an abortion; providing penalties.,None,Brandon Creighton,coauthor,831
HB 70,Relating to appropriating money to the Texas A&M Forest Service to assist volunteer fire departments during the next state fiscal biennium.,None,Brandon Creighton,coauthor,831
HB 73,Relating to appropriating money to the Texas A&M Forest Service to be used to assist volunteer fire departments during the current state fiscal biennium.,None,Brandon Creighton,coauthor,831
HB 426,Relating to the regulatory analysis of rules proposed by the Texas Commission on Environmental Quality.,None,Brandon Creighton,author,83R
HB 427,Relating to the $1 million total revenue exemption for the franchise tax.,None,Brandon Creighton,author,83R
HB 428,Relating to the limitation on increases in the appraised value of a residence homestead for ad valorem taxation.,None,Brandon Creighton,author,83R
HB 618,Relating to the issuance of specialty license plates to officers of the United States armed forces who graduated from certain United States military academies.,None,Brandon Creighton,author,83R
HB 715,Relating to the constitutional limit on the rate of growth of appropriations.,None,Brandon Creighton,author,83R
HB 882,Relating to the availability of certain school district financial information on certain districts' Internet websites.,None,Brandon Creighton,author,83R
HB 883,"Relating to the franchise tax, including the $1 million total revenue exemption, and alternative revenue sources and spending priorities for this state; repealing the franchise tax.",None,Brandon Creighton,author,83R
HB 898,Relating to standards for power lines.,None,Brandon Creighton,author,83R
HB 1260,Relating to the creation of the Montgomery County Municipal Utility District No. 132; providing authority to impose a tax and issue bonds; granting a limited power of eminent domain.,None,Brandon Creighton,author,83R
HB 1281,Relating to drug screening or testing as a condition for the receipt of unemployment compensation benefits by certain individuals.,None,Brandon Creighton,author,83R
HB 1313,Relating to the carrying of concealed handguns on certain premises of or locations associated with schools or institutions of higher education.,None,Brandon Creighton,author,83R
HB 1314,Relating to the unlawful seizure of a firearm by a governmental officer or employee; providing penalties.,None,Brandon Creighton,author,83R
HB 1315,Relating to annual reports regarding federal funding for state agencies.,None,Brandon Creighton,author,83R
HB 1316,Relating to exempting the first $1 million from total revenue for purposes of the franchise tax.,None,Brandon Creighton,author,83R
HB 1317,Relating to directing certain surplus revenue to water infrastructure funding.,None,Brandon Creighton,author,83R
HB 1586,Relating to municipal consent provisions applicable to the Montgomery County Municipal Utility District No. 126.,None,Brandon Creighton,author,83R
HB 1587,"Relating to the creation of the Montgomery County Municipal Utility District No. 134; granting a limited power of eminent domain; providing authority to issue bonds; providing authority to impose assessments, fees, or taxes.",None,Brandon Creighton,author,83R
HB 1588,"Relating to the creation of the Montgomery County Municipal Utility District No. 133; granting a limited power of eminent domain; providing authority to issue bonds; providing authority to impose assessments, fees, or taxes.",None,Brandon Creighton,author,83R
HB 1918,Relating to a defense to prosecution of the offense of Medicaid fraud.,None,Brandon Creighton,author,83R
HB 2621,Relating to disclaimers of estate property by certain beneficiaries.,None,Brandon Creighton,author,83R
HB 2622,Relating to the creation of a low-profit limited liability company.,None,Brandon Creighton,author,83R
HB 3202,Relating to the selection process for construction managers-at-risk used by local governments.,None,Brandon Creighton,author,83R
HB 3203,Relating to design-build procedures for certain civil works projects.,None,Brandon Creighton,author,83R
HB 3204,"Relating to the regulation of motor vehicle dealers, manufacturers, and distributors.",None,Brandon Creighton,author,83R
HB 3205,Relating to the cancellation of certain insurance policies.,None,Brandon Creighton,author,83R
HB 3267,Relating to unlawful possession of a firearm by an illegal alien; providing penalties.,None,Brandon Creighton,author,83R
HB 3268,Relating to tuition and fee exemptions at public institutions of higher education for certain peace officers and firefighters.,None,Brandon Creighton,author,83R
HB 3868,"Relating to the creation of the Montgomery County Municipal Utility District No. 135; granting a limited power of eminent domain; providing authority to issue bonds; providing authority to impose assessments, fees, and taxes.",None,Brandon Creighton,author,83R
HB 3910,Relating to the boundaries of the East Montgomery County Municipal Utility Districts Nos. 6 and 7.,None,Brandon Creighton,author,83R
HB 3953,Relating to authorizing certain special districts in Montgomery County to enter into strategic partnership agreements.,None,Brandon Creighton,author,83R
HCR 50,"Claiming sovereignty under the Tenth Amendment to the U.S. Constitution over all powers not otherwise enumerated and granted to the federal government by the U.S. Constitution, serving notice to the federal government to halt and reverse certain mandates, and providing that certain federal legislation be prohibited or repealed.",None,Brandon Creighton,author,83R
HCR 64,Requesting the comptroller to conduct a study to determine the costs to the state of instituting the Affordable Care Act and a projection of the number of Texas residents who would lose health insurance coverage as a result of the ACA.,None,Brandon Creighton,author,83R
HCR 72,"Rejecting unlimited submission to the current administration and Congress, reaffirming the sovereignty of our state, and opposing taxes imposed on the citizens of Texas by the passage of the Affordable Care Act.",None,Brandon Creighton,author,83R
HJR 58,Proposing a constitutional amendment to authorize the legislature to limit the maximum appraised value of a residence homestead for ad valorem tax purposes to 105 percent or more of the appraised value of the property for the preceding tax year.,None,Brandon Creighton,author,83R
HJR 59,Proposing a constitutional amendment relating to the rights of individuals to choose or decline to choose health insurance coverage.,None,Brandon Creighton,author,83R
HJR 65,Proposing a constitutional amendment regarding the limitation on the rate of growth of appropriations.,None,Brandon Creighton,author,83R
HR 335,Congratulating Willis ISD fifth grade students on the selection of their science experiment by the Student Spaceflight Experiments Program to be conducted on the International Space Station.,None,Brandon Creighton,author,83R
HR 454,Congratulating the Montgomery High School girls' golf team on winning the 2012 UIL 4A state championship.,None,Brandon Creighton,author,83R
HR 1279,Congratulating Oel and Catherine Castner of Spring on their 50th wedding anniversary.,None,Brandon Creighton,author,83R
HB 11,Relating to the appropriation of money from the economic stabilization fund to finance certain water-related projects.,None,Brandon Creighton,author,83R
HB 147,Relating to the regulatory analysis of rules proposed by the Texas Commission on Environmental Quality.,None,Brandon Creighton,author,83R
HB 462,"Relating to state control of teacher appraisal criteria, curriculum standards, and assessment instruments.",None,Brandon Creighton,author,83R
HB 500,"Relating to the computation of the franchise tax, including certain exclusions from the tax.",None,Brandon Creighton,author,83R
HB 627,"Relating to exempting the intrastate manufacture of a firearm, a firearm accessory, or ammunition from federal regulation.",None,Brandon Creighton,author,83R
HB 1379,Relating to coercive conditions placed on the receipt by this state of federal money.,None,Brandon Creighton,author,83R
HB 1464,Relating to advance directives or health care or treatment decisions made by or on behalf of patients.,None,Brandon Creighton,author,83R
HB 1869,Relating to contractual subrogation and other recovery rights of certain insurers and benefit plan issuers.,None,Brandon Creighton,author,83R
HB 2370,Relating to an exemption from the franchise tax for a limited period following the relocation of a taxable entity to this state from another state.,None,Brandon Creighton,author,83R
HB 3302,Relating to the regulation of abortion procedures.,None,Brandon Creighton,author,83R
HB 3575,"Relating to the investigation and prosecution of offenses against public administration, including ethics offenses, offenses involving insurance fraud, and offenses involving motor fuels tax.",None,Brandon Creighton,author,83R
HB 3812,Relating to authorizing the optional imposition of a county air quality fee at the time of an emissions-related inspection.,None,Brandon Creighton,author,83R
HCR 26,Urging the United States Congress to repeal the Dodd-Frank Wall Street Reform and Consumer Protection Act.,None,Brandon Creighton,author,83R
HCR 34,Expressing the legislature's opposition to United Nations Agenda 21.,None,Brandon Creighton,author,83R
HR 538,"Recognizing February 28, 2013, as State Republican Executive Committee Day at the Capitol.",None,Brandon Creighton,author,83R
HR 949,"Commending Dr. Walter D. Wilkerson, Jr., for his efforts in behalf of his fellow citizens.",None,Brandon Creighton,author,83R
HR 1193,"Recognizing April 18, 2013, as Texas Federation of Republican Women Day at the State Capitol.",None,Brandon Creighton,author,83R
HR 1661,In memory of former prime minister Baroness Margaret Thatcher.,None,Brandon Creighton,author,83R
HB 78,Relating to the exemption from the sales and use tax for certain coins and precious metals.,None,Brandon Creighton,coauthor,83R
HB 202,Relating to the absence of a student from school to visit with a parent or guardian who will be or has been deployed on military duty.,None,Brandon Creighton,coauthor,83R
HB 607,Relating to the phaseout and repeal of the franchise tax; lowering the rates of the tax.,None,Brandon Creighton,coauthor,83R
HB 750,"Relating to the application of foreign laws and foreign forum selection in a proceeding involving marriage, a suit for dissolution of a marriage, or a suit affecting the parent-child relationship in this state.",None,Brandon Creighton,coauthor,83R
HB 760,Relating to State Board of Education oversight of regional education service center services and products concerning student curriculum.,None,Brandon Creighton,coauthor,83R
HB 800,Relating to a sales and use tax exemption and a franchise tax credit related to certain research and development activities.,None,Brandon Creighton,coauthor,83R
HB 842,Relating to the provision of certain opportunities to career and technical students by public school districts under the college credit program.,None,Brandon Creighton,coauthor,83R
HB 912,Relating to images captured by unmanned aircraft and other images and recordings; providing penalties.,None,Brandon Creighton,coauthor,83R
HB 997,Relating to health plan and health benefit plan coverage for abortions.,None,Brandon Creighton,coauthor,83R
HB 1000,Relating to the creation of a new university in South Texas within The University of Texas System.,None,Brandon Creighton,coauthor,83R
