bill_name,caption,filer_id,filer_name,function,session
HB 2,Relating to the governmental entities subject to the sunset review process.,None,Brian Mccall,author,811
HB 1994,Relating to a deduction under the franchise tax for physicians who administer vaccines.,None,Brian Mccall,author,81R
HB 1995,"Relating to the liability of volunteer audiologists and speech-language pathologists who provide certain speech, language, and hearing evaluations.",None,Brian Mccall,author,81R
HB 1996,Relating to exempting the sale of certain property used for research and development from the sales tax.,None,Brian Mccall,author,81R
HB 1997,Relating to the making of political contributions to and acceptance of political contributions by statewide officers and members of the legislature before and during a special session of the legislature; providing a criminal penalty.,None,Brian Mccall,author,81R
HB 1998,Relating to temporary housing and emergency shelters provided by a political subdivision for disaster victims.,None,Brian Mccall,author,81R
HB 1999,Relating to the exclusion of certain amounts from the total revenue of certain taxable entities for purposes of the franchise tax.,None,Brian Mccall,author,81R
HB 2000,Relating to health benefit plan coverage for certain amino acid-based elemental formulas.,None,Brian Mccall,author,81R
HB 2001,Relating to the unlawful restraint of a dog.,None,Brian Mccall,author,81R
HB 2002,Relating to a right of a close relative to seek expunction of arrest records and files on behalf of a deceased person.,None,Brian Mccall,author,81R
HB 2003,Relating to the creation of the offense of online harassment.,None,Brian Mccall,author,81R
HB 2004,Relating to a breach of computer security involving sensitive personal information and to the protection of sensitive personal information and certain protected health information.,None,Brian Mccall,author,81R
HB 2005,Relating to health benefit plan coverage for routine patient care costs for enrollees participating in certain clinical trials.,None,Brian Mccall,author,81R
HB 2006,Relating to authorizing the commissioner of insurance to further regulate the financial security and operations of certain insurance companies through local districts or chapters.,None,Brian Mccall,author,81R
HB 2437,Relating to a major events trust fund and an events trust fund for sporting and non-sporting events.,None,Brian Mccall,author,81R
HB 2438,Relating to requirements regarding motor vehicle retail installment transactions.,None,Brian Mccall,author,81R
HB 2439,Relating to compensation for the use of the public transportation system of a regional transportation authority.,None,Brian Mccall,author,81R
HB 2440,Relating to scholarships for fifth-year accounting students.,None,Brian Mccall,author,81R
HB 3186,Relating to the collection and use of biometric identifiers.,None,Brian Mccall,author,81R
HB 3187,Relating to information technology security practices of state agencies.,None,Brian Mccall,author,81R
HB 3188,Relating to filing with the Texas Ethics Commission disclosure reports relating to local governmental entities and local government officers.,None,Brian Mccall,author,81R
HB 3189,Relating to the exclusion of certain commercial lease revenue in determining a taxable entity's total revenue for purposes of the revised franchise tax.,None,Brian Mccall,author,81R
