bill_name,caption,filer_id,filer_name,function,session
HB 8,Relating to the extension of the full faith and credit of the state to support the Texas tomorrow fund.,20769,Mark Stiles,author,75R
HB 9,Relating to the prepaid higher education tuition program.,20769,Mark Stiles,author,75R
HB 530,Relating to coverage for childhood immunizations under certain health benefit plans.,20769,Mark Stiles,author,75R
HB 1309,Relating to ensuring reliable electric service and prescribing an administrative penalty.,20769,Mark Stiles,author,75R
HB 1325,Relating to the alternative fuels program.,20769,Mark Stiles,author,75R
HB 1428,Relating to the creation and operation of a commission to coordinate the celebration of the centennial of the discovery of the Spindletop Oil Field.,20769,Mark Stiles,author,75R
HB 1429,"Relating to the standards of conduct for former directors, officers, and employees of a nonprofit corporation under contract to invest the permanent university fund or certain other university funds and to the corporation's dealings with a former director, officer, or employee; providing a penalty.",20769,Mark Stiles,author,75R
HB 1509,Relating to the development of a restructured competitive electricity market.,20769,Mark Stiles,author,75R
HB 1580,Relating to tuition and fee exemptions for the children of certain classroom teachers enrolled at a public institution of higher education.,20769,Mark Stiles,author,75R
HB 1887,Relating to the review and continuation of certain state agencies subject to the Texas Sunset Act.,20769,Mark Stiles,author,75R
HB 2201,Relating to the payment of property taxes pending appeal and to attorney's fees and penalties in a property tax appeal.,20769,Mark Stiles,author,75R
HB 2703,Relating to the regulation of manufactured housing; providing penalties.,20769,Mark Stiles,author,75R
HB 2841,Relating to conforming the statutes to reflect the abolishment of the office of state treasurer.,20769,Mark Stiles,author,75R
HB 2914,Relating to the conveyance by the General Land Office of the state's interest in certain real property.,20769,Mark Stiles,author,75R
HB 2919,Relating to the powers and the board of directors of the Lower Neches Valley Authority.,20769,Mark Stiles,author,75R
HB 3190,Relating to the holding of certain court proceedings outside the municipality designated as the county seat.,20769,Mark Stiles,author,75R
HB 3216,Relating to representation in certain workers' compensation proceedings.,20769,Mark Stiles,author,75R
HB 3245,Relating to due process for education support personnel.,20769,Mark Stiles,author,75R
HB 3520,Relating to the recovery of costs and expenses in a suit to collect a  delinquent ad valorem tax.,20769,Mark Stiles,author,75R
HB 3576,Relating to state agencies' use of special mail services.,20769,Mark Stiles,author,75R
HCR 119,Commending David Bernsen for his service to the Texas Transportation Commission.,20769,Mark Stiles,author,75R
HCR 333,Honoring Geneos Pete Cokinos on receiving the Ellis Island Medal of Honor.,20769,Mark Stiles,author,75R
HJR 8,Proposing a constitutional amendment to extend the full faith and credit of the state to support the Texas tomorrow fund.,20769,Mark Stiles,author,75R
HR 3,Suspending the constitutional order of business.,20769,Mark Stiles,author,75R
HR 251,"Honoring Joshua ""Josh"" Allen, Sr., for his service on the Texas Board of Criminal Justice.",20769,Mark Stiles,author,75R
HR 252,Commending David Bernsen for his service on the Texas Transportation Commission.,20769,Mark Stiles,author,75R
HR 253,In memory of Kit Austin Christopher.,20769,Mark Stiles,author,75R
HR 254,In memory of Mary Hahn Gray.,20769,Mark Stiles,author,75R
HR 255,In memory of Martha Jean Hallmark.,20769,Mark Stiles,author,75R
HR 256,In memory of Ellen Barton Nichols.,20769,Mark Stiles,author,75R
HR 257,Honoring Lee Robinson for service to Nederland ISD.,20769,Mark Stiles,author,75R
HR 258,In memory of Norman J. Troy.,20769,Mark Stiles,author,75R
HR 259,In memory of Paul Thomas O'Neill.,20769,Mark Stiles,author,75R
HR 260,Honoring Walter Umphrey for his service on the board of the Texas Parks and Wildlife Department.,20769,Mark Stiles,author,75R
HR 261,In memory of Hal Edward Wingate.,20769,Mark Stiles,author,75R
HR 262,Honoring Judge Joe J. Fisher.,20769,Mark Stiles,author,75R
HR 263,In memory of George Conway Abney.,20769,Mark Stiles,author,75R
HR 893,Congratulating Terah Ruth Murphy on her receipt of the Lucky Lady Oil Company College Scholarship.,20769,Mark Stiles,author,75R
HR 987,Recognizing the South East Texas Foster Grandparents program.,20769,Mark Stiles,author,75R
HR 988,In memory of Hubert Oxford.,20769,Mark Stiles,author,75R
HR 1306,"Suspending limitations on conference committee jurisdiction, S.B. 360.",20769,Mark Stiles,author,75R
HR 1336,Honoring Jerry Fontenot for his years of service as a peace officer.,20769,Mark Stiles,author,75R
HR 1337,In memory of Jesse Waller.,20769,Mark Stiles,author,75R
HR 1364,In memory of the Honorable Sylvester Moore.,20769,Mark Stiles,author,75R
HR 1384,Honoring Geneos Pete Cokinos on receiving the Ellis Island Medal of Honor.,20769,Mark Stiles,author,75R
HB 18,Relating to liability for injury arising from a motor vehicle accident.,20769,Mark Stiles,author,75R
HB 40,Relating to the use of certain information regarding a current or former employee.,20769,Mark Stiles,author,75R
HB 817,"Relating to the terms of, and term limits on, the members of certain municipal governing bodies.",20769,Mark Stiles,author,75R
HB 1134,Relating to retirement benefits payable for service as a district or criminal district attorney.,20769,Mark Stiles,author,75R
HB 1352,"Relating to the appointment, election, and retention or rejection of appellate justices and judges.",20769,Mark Stiles,author,75R
HB 1853,Relating to coverage provided under certain policies issued through the Texas Catastrophe Property Insurance Association.,20769,Mark Stiles,author,75R
HB 2198,Relating to the issuance of Texas Commission on Alcohol and Drug Abuse license plates.,20769,Mark Stiles,author,75R
HB 3016,Relating to the transfer of certain state property from the Texas Department of Criminal Justice to Jefferson County or Walker County.,20769,Mark Stiles,author,75R
HB 3031,Relating to the authority of the commissioner of insurance to approve higher deductibles on coverage provided under certain policies issued through the Texas Catastrophe Property Insurance Association.,20769,Mark Stiles,author,75R
HB 3383,Relating to the operation of the Texas catastrophe property insurance pool.,20769,Mark Stiles,author,75R
HB 3578,Relating to building codes affecting certain coastal counties.,20769,Mark Stiles,author,75R
HCR 87,"In memory of the Honorable Alex H. Short, Jr.",20769,Mark Stiles,author,75R
HCR 148,Designating the Texas Sweet Onion as the official State Vegetable of Texas.,20769,Mark Stiles,author,75R
HCR 149,Designating the City of Weslaco as the Citrus Capital of Texas.,20769,Mark Stiles,author,75R
HCR 196,Honoring Dr. Mary Gagne for her achievements as an educator.,20769,Mark Stiles,author,75R
HCR 325,Expressing legislative intent to direct the Texas Workforce Commission to structure the Self-Sufficiency Fund to be used for grants.,20769,Mark Stiles,author,75R
