bill_name,caption,filer_id,filer_name,function,session
HB 1063,Relating to minimum area and attendance requirements of school districts that result from detaching school district territory to create a new school district.,None,Richard Ric Williamson,author,75R
HB 1064,Relating to certain requirements for a petition that initiates creation of a new school district by detaching territory from one or more existing school districts.,None,Richard Ric Williamson,author,75R
HB 1065,Relating to minimum voter turnout in an election on creation of a new school district by detaching territory from one or more existing school districts.,None,Richard Ric Williamson,author,75R
HB 1066,Relating to municipal school districts.,None,Richard Ric Williamson,author,75R
HB 1211,Relating to the use of public recreational facilities by certain private organizations.,None,Richard Ric Williamson,author,75R
HB 1788,Relating to the creation of a judicial district composed of Parker County.,None,Richard Ric Williamson,author,75R
HB 2157,Relating to reporting under the sales and use tax the value of certain tickets to an amusement service purchased for resale.,None,Richard Ric Williamson,author,75R
HB 2407,Relating to the abolition of the University Interscholastic League.,None,Richard Ric Williamson,author,75R
HB 2537,Relating to prohibiting certain private organizations from refusing to permit a child to participate in an organization activity because of the child's residence.,None,Richard Ric Williamson,author,75R
HB 2938,Relating to public school finance.,None,Richard Ric Williamson,author,75R
HB 2939,Relating to the repeal of certain tax provisions.,None,Richard Ric Williamson,author,75R
HB 3597,"Relating to the creation, administration, powers, duties, operation, and financing of the Parker County Utility District No. 1; granting the power of eminent domain.",None,Richard Ric Williamson,author,75R
HJR 101,"Proposing a constitutional amendment providing for full state funding of basic educational costs, limiting local ad valorem taxes for public schools, and permitting the legislature to exempt business property from ad valorem taxation.",None,Richard Ric Williamson,author,75R
HR 628,"Recognizing April 21 and 22, 1997, as Wise County Days at the State Capitol.",None,Richard Ric Williamson,author,75R
HR 785,Honoring Coach Bob McKinley on his induction into the Texas Association of Basketball Coaches Hall of Fame.,None,Richard Ric Williamson,author,75R
HR 1286,Commemorating the 100th anniversary of North Side Baptist Church in Weatherford.,None,Richard Ric Williamson,author,75R
HB 1404,Relating to the authority of public institutions of higher education to offer courses by distance learning.,None,Richard Ric Williamson,author,75R
HB 2100,Relating to a franchise tax and property tax credit for certain corporations.,None,Richard Ric Williamson,author,75R
HB 3472,Relating to the regulation of outdoor advertising of sexually oriented businesses on or near an interstate or primary highway system.,None,Richard Ric Williamson,author,75R
HR 202,Honoring the teachers of Sacred Heart School in Muenster.,None,Richard Ric Williamson,author,75R
HB 276,Relating to parental notification before an abortion may be performed on a minor; providing a criminal penalty.,None,Richard Ric Williamson,coauthor,75R
HCR 217,Memorializing Congress to restore the federal income tax deductibility of state sales taxes.,None,Richard Ric Williamson,coauthor,75R
HCR 238,Conferring the Texas Legislative Medal of Honor on Technical Sergeant James M. Logan.,None,Richard Ric Williamson,coauthor,75R
SB 255,Relating to the regulation of driver's training courses and to certificates issued on completion of such courses.,None,Richard Ric Williamson,sponsor,75R
