bill_name,caption,filer_id,filer_name,function,session
SB 4,Relating to products liability.,19421,Carl Parker,author,73R
SB 83,"Relating to the payment date of certain public utility assessments and utility service and related service provided by or to the state, a state agency or institution, or a local government.",19421,Carl Parker,author,73R
SB 173,Relating to the use of criminal asset forfeiture funds for public schools.,19421,Carl Parker,author,73R
SB 174,"Relating to the licensing and training of peace officers and reserve law enforcement officers, and other persons by the Commission on Law Enforcement Officer Standards and Education.",19421,Carl Parker,author,73R
SB 175,Relating to the authority of the Commission on Jail Standards to regulate the temporary housing of county inmates in certain facilities to alleviate overcrowding in county jails.,19421,Carl Parker,author,73R
SB 176,Relating to the adoption of the Durable Power of Attorney Act.,19421,Carl Parker,author,73R
SB 177,Relating to tuition charged certain resident students at public institutions of higher education.,19421,Carl Parker,author,73R
SB 178,Relating to participation in benefits from the Employees Retirement System of Texas for certain law enforcement officers.,19421,Carl Parker,author,73R
SB 179,Relating to hunting in state parks.,19421,Carl Parker,author,73R
SB 201,Relating to contractual agreements between the Texas Higher Education Coordinating Board and Texas Chiropractic College and Parker College of Chiropractic.,19421,Carl Parker,author,73R
SB 336,Relating to prohibiting certain extensions of credit by retail stores owned or operated by public institutions of higher education.,19421,Carl Parker,author,73R
SB 337,Relating to uniform service regions for state agencies.,19421,Carl Parker,author,73R
SB 338,Relating to authorizing as a condition of parole or release to mandatory supervision for certain releasees that the releasees submit to treatment or counseling for substance abuse.,19421,Carl Parker,author,73R
SB 339,Relating to the qualifications of sheriffs.,19421,Carl Parker,author,73R
SB 394,"Relating to the promotion of economic development in the state by improving the competitiveness of Texas public ports with ports outside of Texas, by extending the authority of navigation districts to sell or lease certain property of such districts.",19421,Carl Parker,author,73R
SB 395,Relating to school employee rights.,19421,Carl Parker,author,73R
SB 396,Relating to the organization and regulation of state savings banks; providing penalties.,19421,Carl Parker,author,73R
SB 416,"Relating to the creation, administration, powers, and authority of the Chambers County Improvement District No. 1.",19421,Carl Parker,author,73R
SB 471,Relating to the waste tire recycling program; providing for civil penalties and injunctive relief.,19421,Carl Parker,author,73R
SB 485,Relating to training for members of the governing boards of institutions of higher education.,19421,Carl Parker,author,73R
SB 498,Relating to the continuation of the Public Utility Commission of Texas and the Office of Public Utility Counsel.,19421,Carl Parker,author,73R
SB 554,Relating to the determination and apportionment of taxable capital and taxable earned surplus for franchise tax purposes.,19421,Carl Parker,author,73R
SB 605,Relating to avoidance of liability by correction of certain violations of state credit law.,19421,Carl Parker,author,73R
SB 607,Relating to notification by school districts to parents concerning a teacher teaching a subject the teacher is not certified to teach.,19421,Carl Parker,author,73R
SB 608,Relating to the regulation of polygraph examiners and the transfer of certain functions regulating polygraph examiners to the Commission on Law Enforcement Officer Standards and Education.,19421,Carl Parker,author,73R
SB 654,Relating to college board advanced placement tests and courses and to establishing the Texas Advanced Placement Incentive Program.,19421,Carl Parker,author,73R
SB 1040,Relating to the Texas Commission on Environmental Quality and the maintenance of air quality in the state; providing penalties.,19421,Carl Parker,author,73R
SB 1041,Relating to protecting public drinking water supplies; creating offenses and providing fees and penalties.,19421,Carl Parker,author,73R
SB 1042,Relating to the regulation of on-site sewage disposal systems; providing penalties.,19421,Carl Parker,author,73R
SB 1043,"Relating to the regulation of radioactive source material recovery, processing, and disposal activities and establishing and appropriating fees; transferring functions and appropriations.",19421,Carl Parker,author,73R
SB 1044,Relating to equalizing the solid waste disposal fee.,19421,Carl Parker,author,73R
SB 1045,Relating to the authority of the Texas Department of Health over demolition and renovation activities to protect the public from emissions of asbestos.,19421,Carl Parker,author,73R
SB 1046,Relating to cost recovery by the state under the Solid Waste Disposal Act; providing civil penalties.,19421,Carl Parker,author,73R
SB 1047,"Relating to the acquisition of National Pollutant Discharge Elimination System permit delegation, certain permit requirements, and eligibility for membership on the Texas Natural Resource Conservation Commission.",19421,Carl Parker,author,73R
SB 1048,Relating to floodplain management and flood insurance; providing penalties.,19421,Carl Parker,author,73R
SB 1049,"Relating to the prevention of, the damage, cleanup, and costs related to, and liability for oil spills in coastal waters of the state; providing for response to the discharge of oil and other pollutants in the coastal waters of the state; authorizing an appropriation from the coastal protection fund.",19421,Carl Parker,author,73R
SB 1050,Relating to restrictions on the sale of certain cleaning agents that contain phosphorus; providing a penalty.,19421,Carl Parker,author,73R
SB 1051,Relating to the reduction of solid waste by creating markets for recycled materials and otherwise promoting recycling and the use of recycled materials and by municipal solid waste management.,19421,Carl Parker,author,73R
SB 1060,"Relating to the regulation of psychologists, professional counselors, social workers, and marriage and family therapists and to the creation of a new state board to replace the Texas State Board of Examiners of Psychologists, the Texas State Board of Examiners of Professional Counselors, the Council for Social Work Certification, and the Texas State Board of Examiners of Marriage and Family Therapists; providing penalties.",19421,Carl Parker,author,73R
SB 1061,Relating to the continuation and functions of the Texas Board of Chiropractic Examiners and to the regulation of the practice of chiropractic; providing penalties.,19421,Carl Parker,author,73R
SB 1062,"Relating to the continuation and operation of the Texas State Board of Medical Examiners and to the regulation of the practice of medicine, including the practice of acupuncture; creating an offense and providing penalties.",19421,Carl Parker,author,73R
SB 1063,Relating to the regulation of optometry and to the continuation and functions of the Texas Optometry Board; providing penalties.,19421,Carl Parker,author,73R
SB 1064,"Relating to insurance regulation and to the continuation, powers, and duties of the Texas Department of Insurance and the office of public insurance counsel; providing administrative penalties.",19421,Carl Parker,author,73R
SB 1065,Relating to health insurance and health costs and the availability of health insurance coverage for certain individuals and small employers.,19421,Carl Parker,author,73R
SB 1066,Relating to the regulation of multiple employer welfare arrangements; creating offenses and providing civil and criminal penalties; providing for fees.,19421,Carl Parker,author,73R
SB 1070,Relating to certain commercial transactions.,19421,Carl Parker,author,73R
SB 1071,Relating to the requirement that school districts use buses that run on natural gas.,19421,Carl Parker,author,73R
SB 1072,Relating to the conveyance by the General Land Office of the state's interest in certain real property previously conveyed by the state to the city of Port Arthur.,19421,Carl Parker,author,73R
SB 1073,"Relating to the time of operation of water skis, aquaplanes and similar devices.",19421,Carl Parker,author,73R
SB 1074,Relating to lights and sound-producing devices on a vessel or motorboat.,19421,Carl Parker,author,73R
SB 1075,"Relating to payment of fees for registration and licensing under Title 79, Revised Statutes.",19421,Carl Parker,author,73R
SB 1076,Relating to the laws governing cemeteries and perpetual care cemeteries; providing civil and criminal penalties.,19421,Carl Parker,author,73R
SB 1221,Relating to the regulation of certain installment sales.,19421,Carl Parker,author,73R
SB 1222,Relating to legal holidays and alternative legal holidays for banks or trust companies.,19421,Carl Parker,author,73R
SB 1223,"Relating to the merger, reorganization, or conversion of state or federal savings banks, state or federal savings and loan associations, and state banks.",19421,Carl Parker,author,73R
SB 1224,Relating to confidential information of or provided by the Banking Department of Texas.,19421,Carl Parker,author,73R
SB 1225,"Relating to setting state goals, standards, and fees for used oil and solid waste.",19421,Carl Parker,author,73R
SB 1261,Relating to the issuance of insurance through eligible surplus lines insurers.,19421,Carl Parker,author,73R
SB 1279,Relating to the petroleum storage tank program.,19421,Carl Parker,author,73R
SB 1280,Relating to fees adopted by the Texas Animal Health Commission.,19421,Carl Parker,author,73R
SB 1281,Relating to bounties for predatory animals.,19421,Carl Parker,author,73R
SB 1282,Relating to the jurisdiction of the juvenile courts and criminal courts for certain persons.,19421,Carl Parker,author,73R
SB 1283,Relating to disclosure of certain information by the State Commission on Judicial Conduct.,19421,Carl Parker,author,73R
SB 1325,"Relating to the creation, administration, powers, including taxing powers, duties, operations, financing, and dissolution of the Town Center Improvement  District of Montgomery County, Texas, and the power of certain entities to contract with the district.",19421,Carl Parker,author,73R
SB 1326,"Relating to the creation, administration, powers, and authority of the Chambers County Improvement District No. 1; granting the authority to issue bonds.",19421,Carl Parker,author,73R
SB 1327,Relating to the ability of the Texas Water Development Board to obtain insurance and exempting Texas Water Development Board members and employees from personal liability relating to board business.,19421,Carl Parker,author,73R
SB 1329,Relating to the administration of county jails.,19421,Carl Parker,author,73R
SB 1371,Relating to the regulation and operation of proprietary schools.,19421,Carl Parker,author,73R
SB 1372,Relating to purchases and contracts of the Jefferson County Drainage District No. 7 and the authority of the manager of the district to hire and terminate employees of the district.,19421,Carl Parker,author,73R
