bill_name,caption,filer_id,filer_name,function,session
HB 156,Relating to the adoption of the Uniform Condominium Act.,19912,Robert Eckels,author,73R
HB 234,Relating to an exemption for political subdivisions from motor fuel taxes and vehicle registration fees.,19912,Robert Eckels,author,73R
HB 235,Relating to the performance bond for a county contract.,19912,Robert Eckels,author,73R
HB 462,Relating to the person designated to dispose of abandoned or unclaimed property in a municipality.,19912,Robert Eckels,author,73R
HB 463,"Relating to the disposition of abandoned or unclaimed property, gambling paraphernalia, prohibited weapon, criminal instrument, and other contraband.",19912,Robert Eckels,author,73R
HB 765,Relating to challenges for cause to jurors in a criminal case.,19912,Robert Eckels,author,73R
HB 766,Relating to the punishment and sentencing of a defendant who uses a firearm during the commission of a felony or during immediate flight after the commission of the felony.,19912,Robert Eckels,author,73R
HB 767,Relating to certain joint elections held by political subdivisions.,19912,Robert Eckels,author,73R
HB 768,Relating to the right of redemption of real property sold at a tax sale.,19912,Robert Eckels,author,73R
HB 939,Relating to procurement of public improvements at the least cost.,19912,Robert Eckels,author,73R
HB 940,Relating to tax and other financial incentives for electric motor vehicles and motor vehicles using liquefied gas.,19912,Robert Eckels,author,73R
HB 1018,Relating to community justice councils monitoring programs provided by the Texas Department of Criminal Justice.,19912,Robert Eckels,author,73R
HB 1019,Relating to the age at which persons are required or permitted to attend public school.,19912,Robert Eckels,author,73R
HB 1020,Relating to the authority of counties to regulate the information resources technologies of county officers and employees.,19912,Robert Eckels,author,73R
HB 1021,Relating to application to the Texas Water Commission for a waste discharge permit.,19912,Robert Eckels,author,73R
HB 1023,Relating to communication between community justice councils and the Texas Board of Criminal Justice and the Texas Department of Criminal Justice.,19912,Robert Eckels,author,73R
HB 1024,Relating to the release on parole of defendants convicted of certain dangerous crimes; providing a penalty.,19912,Robert Eckels,author,73R
HB 1025,"Relating to municipal and county consent for the placement of a correctional facility in close proximity to a residential zoning area, private residence, school, park, recreation area, or church, synagogue, or other house of worship.",19912,Robert Eckels,author,73R
HB 1321,Relating to the waste tire recycling program; providing for civil penalties and injunctive relief.,19912,Robert Eckels,author,73R
HB 1384,Relating to the waste tire recycling program; providing for civil penalties and injunctive relief.,19912,Robert Eckels,author,73R
HB 1385,Relating to the recall of public officers elected or appointed for a term.,19912,Robert Eckels,author,73R
HB 1386,Relating to the repeal or tax rate rollback of taxes imposed by political subdivisions of this state.,19912,Robert Eckels,author,73R
HB 1549,Relating to the disposition of seized weapons.,19912,Robert Eckels,author,73R
HB 1649,Relating to the coordination of leave policies and worker's compensation for school employees.,19912,Robert Eckels,author,73R
HB 1650,Relating to protective orders for family violence.,19912,Robert Eckels,author,73R
HB 1651,Relating to competitive bidding requirements of certain governmental entities.,19912,Robert Eckels,author,73R
HB 2085,Relating to the allocation of mental health and mental retardation funds to local mental health and mental retardation authorities.,19912,Robert Eckels,author,73R
HB 2086,Relating to the installation or use of a pen register or a trap and trace device by a customer or subscriber of a communications common carrier.,19912,Robert Eckels,author,73R
HB 2210,Relating to a cause of action against a governmental entity or a governmental risk pool.,19912,Robert Eckels,author,73R
HB 2211,Relating to regional organizations to promote the coexistence of air quality improvement and economic development in nonattainment areas of the state.,19912,Robert Eckels,author,73R
HB 2212,Relating to cooperative agreements between the state and a local government and between local governments under the Texas Clean Air Act.,19912,Robert Eckels,author,73R
HB 2213,Relating to the circumstances in which a Department of Public Safety commissioned officer may wear the officer's state-issued uniform during off-duty employment.,19912,Robert Eckels,author,73R
HB 2214,Relating to restrictions on the formation or operation of a public corporation by a local government.,19912,Robert Eckels,author,73R
HB 2215,Relating to records management and preservation fees of the office of county clerks.,19912,Robert Eckels,author,73R
HB 2216,Relating to governmental authority and voter rights in the extraterritorial jurisdiction of a municipality.,19912,Robert Eckels,author,73R
HB 2217,Relating to elections concerning zoning issues in home-rule municipalities.,19912,Robert Eckels,author,73R
HB 2218,Relating to the conduct of certain business or commercial transactions.,19912,Robert Eckels,author,73R
HB 2219,Relating to the re-creation of the Texas-Israel Semi-Arid Fund as the Texas-Israel Exchange Fund and to the powers and duties of that board.,19912,Robert Eckels,author,73R
HB 2220,Relating to the authority of the Texas Department of Agriculture to sell publications and collect publication fees.,19912,Robert Eckels,author,73R
HB 2221,Relating to the rate of the state sales and use tax and the dedication of a portion thereof to criminal justice purposes.,19912,Robert Eckels,author,73R
HB 2328,Relating to benefits to peace officers to recognize their work in the field of law enforcement.,19912,Robert Eckels,author,73R
HB 2329,Relating to the assignment of former and retired judges as visiting judges.,19912,Robert Eckels,author,73R
HB 2330,"Relating to the transfer of certain functions to the General Services Commission and from all the many state agencies of the state of Texas and the streamlining, modernization, and reengineering of the state procurement process.",19912,Robert Eckels,author,73R
HB 2331,Relating to voluntary payroll deductions for state employees for charitable organizations; making an appropriation.,19912,Robert Eckels,author,73R
HB 2447,Relating to the punishment and eligibility for probation or release on parole or to mandatory supervision of a defendant who uses or carries a firearm or other prohibited weapon during the commission of or during immediate flight after the commission of certain felony offenses.,19912,Robert Eckels,author,73R
HB 2448,Relating to the composition of certain state representative and State Board of Education districts.,19912,Robert Eckels,author,73R
HB 2449,Relating to the regulation of persons who communicate to influence legislation or administrative action and to benefits accepted by public servants.,19912,Robert Eckels,author,73R
HB 2450,"Relating to ethics and accountability in state government, to the filing of personal financial statements, to the receipt of certain compensation; and providing civil and criminal penalties.",19912,Robert Eckels,author,73R
