bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
HB 60,Relating to the punishment for theft committed against elderly individuals.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 61,Relating to the settlement of certain civil actions.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 331,"Relating to requiring sex offenders released on community supervision, parole, or mandatory supervision to maintain a certain distance from any premises where children frequently gather.",12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 457,Relating to the computation of dropout rates for purposes of public school accountability.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 1021,Relating to consultations between a governmental body and its attorney.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 1040,Relating to the creation of an offense prohibiting the covert photography or visual recording of another at certain reasonably private locations.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 1263,Relating to limiting the liability of volunteer fire departments and volunteer fire fighters.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 1264,Relating to an exception to the presumption that all appropriate persons have given consent to a municipal annexation.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 1265,"Relating to clarifications of, technical corrections in, and minor changes to certain laws affecting municipalities and counties.",12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 1790,Relating to the requirement of notifying the parent or guardian of a child who is referred to juvenile court but who is not taken into custody.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 2053,Relating to municipal courts of record.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 2087,Relating to civil liability for the manufacture of methamphetamine.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 2307,"Relating to the creation of a county court at law in Cooke County, to the jurisdiction of the County Court of Cooke County, and to an exemption from certain judicial training and instruction for the judge of the county court.",12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 2486,Relating to the purchasing and contracting authority of municipalities; providing penalties.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 3078,Relating to liability of a governmental unit that participates in a joint enterprise.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HR 134,"Honoring the Gene Autry Day observance in Tioga on September 29, 2001.",12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HR 279,"Recognizing March 13, 2001, as Gainesville Appreciation Day at the State Capitol.",12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HR 542,Honoring Shirley Spellerberg on her retirement as mayor of Corinth.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HR 575,"Recognizing September 29, 2001, as Gene Autry Day.",12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HR 782,Honoring Judge James R. Fry of Grayson County.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HR 783,"Honoring Judge Rayburn M. Nall, Jr., of Sherman for his outstanding record service.",12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HR 784,Commending the Honorable Ray F. Grisham of Sherman on his outstanding public service.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HR 893,Honoring Judge Carol M. Siebman of Grayson County.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HR 987,"In memory of James Arvel ""Jim"" Lamance of Cherry Mound.",12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HR 988,"Commending the Honorable Don Jarvis, judge of County Court at Law No. 1 of Grayson County, on his impressive record of service.",12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 12,Relating to a statewide group insurance program for employees and retirees of school districts.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 29,Relating to the computation of benefits payable by the Teacher Retirement System of Texas.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 73,Relating to the creation of an offense prohibiting the covert photography or visual recording of another for an improper sexual purpose.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 169,Relating to the appointment of certain honorably retired peace officers.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 238,"Relating to amending the definition of ""manufacture"" in the Controlled Substances Act and to defining the possession of the components of methamphetamine as an offense under that Act.",12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 280,Relating to the creation of the offense of interference with a police service animal and to the efficient use of police service animals.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 780,Relating to the eligibility of a retired peace officer for a license to carry a concealed handgun.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 1317,Relating to financial security requirements for certain oil well operators.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 1563,Relating to certain civil consequences of a theft involving motor fuel.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
HB 2179,Relating to indemnification by the state of a chaplain or spiritual advisor under contract with certain state agencies.,12929,Ron Clark,author,77R,2520,Rep. Ron Clark,Ron Clark
