bill_name,caption,filer_id,filer_name,function,session
HB 98,Relating to the use of current and future state budget surpluses to reduce local school district property tax rates; making an appropriation.,None,Bill Keffer,author,793
HR 212,Honoring Highlander School in the Lake Highlands community of Dallas on its 40th anniversary in 2006.,None,Bill Keffer,author,793
HR 457,Honoring Alexandra L. Streng of Dallas on her 80th birthday.,None,Bill Keffer,author,793
HJR 28,Proposing a constitutional amendment providing for school district property tax rate reduction through the dedication of a portion of available state revenue for that purpose.,None,Bill Keffer,author,793
HJR 31,Proposing a constitutional amendment requiring any increase in a franchise tax rate to be approved by two-thirds of all the members elected to each house of the legislature.,None,Bill Keffer,author,793
HR 336,Commemorating the 150th anniversary of the Dallas city charter.,None,Bill Keffer,coauthor,793
HB 62,Relating to public school instructional materials and instructional technology; making an appropriation.,None,Bill Keffer,coauthor,792
HJR 19,Proposing a constitutional amendment to restrict the state or a political subdivision from taking private property for the primary purpose of economic development or to benefit a particular class of identifiable individuals.,None,Bill Keffer,coauthor,791
HB 1477,Relating to jury service.,None,Bill Keffer,author,79R
HB 1604,Relating to the period in which a birth certificate must be filed or a birth reported.,None,Bill Keffer,author,79R
HB 1605,Relating to the creation of a program to educate the public on the value of health coverage and to increase public awareness of health coverage options.,None,Bill Keffer,author,79R
HB 2877,Relating to the state's responsibility regarding public education.,None,Bill Keffer,author,79R
HB 2878,Relating to the premium surcharges applicable to and renewal of residential property insurance policies.,None,Bill Keffer,author,79R
HB 2879,Relating to requirements for certain amusement rides.,None,Bill Keffer,author,79R
HB 2880,Relating to the remedy provided for failure to disclose certain information in certain residential construction transactions.,None,Bill Keffer,author,79R
HB 2881,Relating to remedies for environmental injuries caused by oil- and gas-related activities under the jurisdiction of the Railroad Commission of Texas.,None,Bill Keffer,author,79R
HB 3270,Relating to taxable premium receipts.,None,Bill Keffer,author,79R
HB 3271,Relating to the provision of dental care benefits in certain health benefit plans.,None,Bill Keffer,author,79R
HB 3393,Relating to contracts and evaluations of and continuing education for public school educators.,None,Bill Keffer,author,79R
HB 3592,Relating to certain elevated projects of the Texas Department of Transportation.,None,Bill Keffer,author,79R
HR 2222,"Suspending limitations on conference committee jurisdiction, S.B. No. 334.",None,Bill Keffer,author,79R
HB 137,"Relating to ""Welcome to Texas"" signs.",None,Bill Keffer,author,79R
HR 2199,Congratulating the Highland Oaks Church of Christ on their 150th Anniversary.,None,Bill Keffer,author,79R
HB 120,"Relating to the creation of a donor education, awareness, and registry program, the establishment of an organ donor and tissue council, and anatomical gift donation.",None,Bill Keffer,coauthor,79R
HB 220,Relating to the State Board of Education review of public school textbooks.,None,Bill Keffer,coauthor,79R
HB 327,"Relating to the identification information required of applicants for a driver's license or for certain public benefits, public services, or governmental employment.",None,Bill Keffer,coauthor,79R
HB 470,"Relating to local delivery of aging, disability, behavioral health, and mental retardation services.",None,Bill Keffer,coauthor,79R
HB 692,Relating to the punishment for and certain civil consequences of committing the offense of prostitution.,None,Bill Keffer,coauthor,79R
HB 864,Relating to the regulation of the cloning of human beings; providing penalties.,None,Bill Keffer,coauthor,79R
HB 894,Relating to produce samples at municipally owned farmers' markets.,None,Bill Keffer,coauthor,79R
HB 1006,Relating to the adoption of ad valorem tax rates by taxing units and to related tax bills.,None,Bill Keffer,coauthor,79R
HB 1130,Relating to the adoption of a privacy policy by a person who requires the disclosure of an individual's social security number; providing a civil penalty.,None,Bill Keffer,coauthor,79R
