bill_name,caption,filer_id,filer_name,function,session
HB 255,Relating to certain fees charged for the adjudication of pharmacy benefit claims.,None,R. Bobby Guerra,author,84R
HB 979,Relating to a grant program to reduce wait times for agricultural inspections of vehicles at ports of entry along the Texas-Mexico border.,None,R. Bobby Guerra,author,84R
HB 1596,Relating to the Hidalgo County Healthcare District; decreasing the possible maximum rate of a tax.,None,R. Bobby Guerra,author,84R
HB 1661,Relating to Medicaid billing for the services of substitute dentists.,None,R. Bobby Guerra,author,84R
HB 1684,Relating to the procedure for adoption by a state agency of rules that may have an adverse economic effect on  small businesses and micro-businesses.,None,R. Bobby Guerra,author,84R
HB 2476,Relating to the operations of health care funding districts in certain counties located on the Texas-Mexico border.,None,R. Bobby Guerra,author,84R
HB 2479,Relating to the authority and rights of pharmacy services administrative organizations to conduct the business of independent pharmacies with respect to certain pharmacy benefits.,None,R. Bobby Guerra,author,84R
HB 3020,Relating to the offense of passing a school bus; increasing a fine.,None,R. Bobby Guerra,author,84R
HB 3021,Relating to the establishment of a tactical training center in Hidalgo County by the Department of Public Safety.,None,R. Bobby Guerra,author,84R
HB 3022,Relating to the construction or development of certain continuing care facilities.,None,R. Bobby Guerra,author,84R
HB 3023,Relating to a provider's right to an administrative hearing on a proposed recoupment of an overpayment or debt by the office of inspector general for the Health and Human Services Commission.,None,R. Bobby Guerra,author,84R
HB 3024,Relating to coordination of dental benefits under certain insurance policies.,None,R. Bobby Guerra,author,84R
HB 3519,Relating to reimbursement for home telemonitoring services under Medicaid.,None,R. Bobby Guerra,author,84R
HB 3627,"Relating to a requirement that certain persons convicted of the offense of using a wireless communications device while operating a motor vehicle, motorcycle, or moped be allowed to perform community service.",None,R. Bobby Guerra,author,84R
HB 3635,Relating to evidence in a civil action concerning the provision and cost of certain services.,None,R. Bobby Guerra,author,84R
HB 3650,"Relating to the collection, administration, and enforcement of state taxes and fees.",None,R. Bobby Guerra,author,84R
HB 3700,Relating to the establishment of a pilot program in certain school districts to develop computer science education and professional development opportunities.,None,R. Bobby Guerra,author,84R
HB 3860,Relating to immigration visa waivers for physicians.,None,R. Bobby Guerra,author,84R
HB 3904,Relating to identification and implementation of hospital funding solutions.,None,R. Bobby Guerra,author,84R
HB 3920,Relating to financing arrangements between political subdivisions and private entities for the implementation of pay for success initiatives.,None,R. Bobby Guerra,author,84R
HCR 111,Urging Hidalgo County to reduce its tax rate upon establishment of the Hidalgo County Healthcare District.,None,R. Bobby Guerra,author,84R
HR 174,In memory of McAllen Commissioner Scott Crane.,None,R. Bobby Guerra,author,84R
HR 240,Congratulating the McAllen Fire Department on winning the 2014 Good Morning America 5-Alarm Firefighters Challenge.,None,R. Bobby Guerra,author,84R
HR 241,Congratulating The University of Texas Rio Grande Valley School of Medicine on its receipt of a grant from the United Health Foundation.,None,R. Bobby Guerra,author,84R
HR 242,In memory of Yusef A. Mohamed of McAllen.,None,R. Bobby Guerra,author,84R
HR 243,Honoring the nonprofit Sustainable Dairy Goat Initiative for its work in Hidalgo County.,None,R. Bobby Guerra,author,84R
HR 244,Honoring the individuals who are providing humanitarian assistance to immigrants in McAllen.,None,R. Bobby Guerra,author,84R
HR 245,Honoring Terri Drefke for her 25 years of service with the Food Bank of the Rio Grande Valley.,None,R. Bobby Guerra,author,84R
HR 302,"Recognizing February 10, 2015, as South Texas ISD Day at the State Capitol.",None,R. Bobby Guerra,author,84R
HR 324,"Recognizing February 10, 2015, as South Texas ISD Day at the State Capitol.",None,R. Bobby Guerra,author,84R
HR 576,Recognizing city of Palmhurst Day at the State Capitol.,None,R. Bobby Guerra,author,84R
HR 681,"Recognizing March 11, 2015, as Texas Easter Seals Day at the State Capitol.",None,R. Bobby Guerra,author,84R
HR 812,Honoring Jody Nelsen of Edinburg for her work as president of the Food Bank of the Rio Grande Valley Board of Directors.,None,R. Bobby Guerra,author,84R
HR 817,Congratulating Eugene Gutierrez Jr. of McAllen on his receipt of the Congressional Gold Medal.,None,R. Bobby Guerra,author,84R
HR 827,Commending April Lopez of McAllen for her heroism in saving a man's life.,None,R. Bobby Guerra,author,84R
HR 1140,Commending former Colonel Frank Plummer of McAllen for his military service.,None,R. Bobby Guerra,author,84R
HR 1141,Commending former U.S. Marine Corps Sergeant Antonio Cordova of Mission for his military service.,None,R. Bobby Guerra,author,84R
HR 2239,Commending Mujeres Unidas/Women Together for its service to Hidalgo County and the Rio Grande Valley.,None,R. Bobby Guerra,author,84R
HR 2240,Congratulating the McAllen Independent School District Business Office on its receipt of a Certificate of Achievement for Excellence in Financial Reporting from the Government Finance Officers Association.,None,R. Bobby Guerra,author,84R
HR 2843,Congratulating Johnathan Simcha Weisfeld-Hinojosa on his service in the office of State Representative Bobby Guerra as a participant in the Rio Grande Valley Legislative Internship Program.,None,R. Bobby Guerra,author,84R
HR 2844,Congratulating Dr. Gary Mounce on his retirement from The University of Texas--Pan American.,None,R. Bobby Guerra,author,84R
HR 2845,Recognizing Professor Glynn Morgan for 52 years of service at The University of Texas--Pan American.,None,R. Bobby Guerra,author,84R
HR 2846,Congratulating the Monitor newspaper on its fine showing in the 2015 Texas Associated Press Managing Editors Headliners Excellence in Journalism Awards.,None,R. Bobby Guerra,author,84R
HR 2847,Congratulating the McAllen Memorial High School boys' golf team on winning the District 30-6A championship.,None,R. Bobby Guerra,author,84R
HR 2848,Recognizing J. J. Avila for his athletic achievements.,None,R. Bobby Guerra,author,84R
