bill_name,caption,filer_id,filer_name,function,session
HR 50,Congratulating Dr. James Wilcox on being named Region 7 Superintendent of the Year.,None,Tommy Merritt,author,811
HR 51,"Congratulating Rogers Pope, Sr., on earning the 50-Year Banker Award from the Texas Bankers Association.",None,Tommy Merritt,author,811
HR 52,"In memory of Walden P. ""Red"" Little of Tyler.",None,Tommy Merritt,author,811
HR 53,Honoring U.S. Air Force Master Sergeant Ken Huhman of San Antonio on his receipt of two Bronze Stars with Valor.,None,Tommy Merritt,author,811
HR 54,Congratulating Judy Brown on her retirement from the Texas Department of Public Safety.,None,Tommy Merritt,author,811
HR 55,Congratulating Reed Hilary Ellis Johnson on his graduation from Westlake High School.,None,Tommy Merritt,author,811
HR 84,Honoring Principal Jamie Holder of Lindale High School for being named Region 7 Secondary Principal of the Year by the Texas Education Agency.,None,Tommy Merritt,author,811
HR 85,Congratulating Second Lieutenant David Andrew Shore on his graduation from the United States Military Academy at West Point.,None,Tommy Merritt,author,811
HR 86,Honoring the City of Longview on being named the Fittest City in Texas.,None,Tommy Merritt,author,811
HR 35,In memory of Kyle Franklin Conover of Coppell.,None,Tommy Merritt,author,811
HB 3332,Relating to an exemption from the oil severance tax for oil produced from certain low-producing wells.,None,Tommy Merritt,author,81R
HB 3333,Relating to the creation and operation of the Texas-Louisiana border region economic development steering committee; authorizing an assessment.,None,Tommy Merritt,author,81R
HB 3334,Relating to the cost of replacing a law enforcement officer during training on enforcement of immigration laws.,None,Tommy Merritt,author,81R
HB 3650,"Relating to the creation, administration, powers, duties, operations, and financing of a border region higher-speed rail authority for the Texas-Louisiana and the Texas-Mexico border regions; granting the power to issue bonds; imposing a tax; granting the power of eminent domain.",None,Tommy Merritt,author,81R
HB 3651,Relating to the ineligibility of a railroad commissioner to become a candidate for another public office.,None,Tommy Merritt,author,81R
HB 3652,Relating to authorizing the issuance of revenue bonds for The University of Texas Health Science Center at Tyler.,None,Tommy Merritt,author,81R
HB 3987,Relating to the administration of certain provisions affecting the licensing of persons to carry a concealed handgun.,None,Tommy Merritt,author,81R
HB 3988,Relating to the issuance of disabled veteran license plates to surviving disabled spouses and of certain military license plates to the surviving spouses of military servicemembers who die while on active duty.,None,Tommy Merritt,author,81R
HB 3989,Relating to the waiver of state park entrance fees for certain persons.,None,Tommy Merritt,author,81R
HB 4036,Relating to public safety and the issuance of driver's licenses and identification cards.,None,Tommy Merritt,author,81R
HB 4037,Relating to the confidentiality of information related to certified handgun instructors.,None,Tommy Merritt,author,81R
HB 4038,Relating to the system for appraising property for ad valorem tax purposes.,None,Tommy Merritt,author,81R
HB 4667,Relating to the amount and use of the coastal protection fee.,None,Tommy Merritt,author,81R
HB 4668,Relating to a fee on the importation and exportation of natural gas for coastal protection.,None,Tommy Merritt,author,81R
HCR 77,In memory of Rose Shipton Pickens Kirkpatrick of Longview.,None,Tommy Merritt,author,81R
HCR 78,"Declaring March 2 and 3, 2009, as Kilgore Days at the State Capitol.",None,Tommy Merritt,author,81R
HCR 135,"Designating March 31 and April 1, 2009, as Gregg County Days at the State Capitol.",None,Tommy Merritt,author,81R
HCR 185,In memory of Cory James Galloway of Tyler.,None,Tommy Merritt,author,81R
HCR 186,In memory of Kyle W. Perkins of Kilgore.,None,Tommy Merritt,author,81R
HJR 104,Proposing a constitutional amendment authorizing the legislature to limit increases in the appraised value of a residence homestead for ad valorem tax purposes based on the inflation rate and to limit the frequency of reappraisals of residence homesteads.,None,Tommy Merritt,author,81R
HJR 115,Proposing a constitutional amendment to provide that a railroad commissioner is ineligible to become a candidate for another public office during the term for which the railroad commissioner is elected or appointed.,None,Tommy Merritt,author,81R
HR 490,Congratulating Gerard and Cathy Cace on the 60th anniversary of their restaurant.,None,Tommy Merritt,author,81R
HR 721,Honoring Carolyn Martin on her retirement from the East Texas Council on Alcoholism and Drug Abuse.,None,Tommy Merritt,author,81R
HR 722,Honoring Edward Cash on his retirement from the U.S. Department of Homeland Security.,None,Tommy Merritt,author,81R
HR 785,Honoring Latane Thrash Speer for being named 2008 Kilgore College Ex-Student of the Year.,None,Tommy Merritt,author,81R
HR 786,Congratulating Lloyd Bolding on his selection as the 2008 Citizen of the Year by the Kilgore Chamber of Commerce.,None,Tommy Merritt,author,81R
HR 860,Congratulating Dr. Peter Rodriguez for receiving the 2008 Distinguished Alumni Award from the Kilgore College Ex-Students Association.,None,Tommy Merritt,author,81R
HR 861,Honoring Merritt Johnson for being named 2008 Kilgore Ex-Teacher of the Year.,None,Tommy Merritt,author,81R
HR 862,Congratulating Elaine Woodmansee for receiving the 2008 Kilgore College Honored Retiree Award.,None,Tommy Merritt,author,81R
HR 863,In memory of Worth McKinley Harrison of Longview.,None,Tommy Merritt,author,81R
HR 977,"Recognizing March 26, 2009, as Women in Longview Day.",None,Tommy Merritt,author,81R
HR 1080,"Commemorating Dalton Days and the Mowdown Showdown in Longview on April 11, 2009.",None,Tommy Merritt,author,81R
HR 1163,In memory of Worth McKinley Harrison of Longview.,None,Tommy Merritt,author,81R
HR 1164,Congratulating David Smitherman of Longview on being named a 2009 Carrier of the Year by the Texas Circulation Management Association.,None,Tommy Merritt,author,81R
HR 1696,Welcoming members of the Oak Forest Montessori School community in Longview to the State Capitol.,None,Tommy Merritt,author,81R
HR 2117,Honoring Dorothy Khoury of Longview for her extensive volunteerism and her service to the Gregg County Republican Party.,None,Tommy Merritt,author,81R
HR 2529,Congratulating LaRae and O. D. Hughes of Longview on their 55th wedding anniversary.,None,Tommy Merritt,author,81R
HR 2530,Honoring Matthew Ashley for his service as an intern in the office of Representative Tommy Merritt.,None,Tommy Merritt,author,81R
HR 2531,Honoring Philip Hayes of Lindale for winning the 2008 History Whiz Kids Debate in Philadelphia.,None,Tommy Merritt,author,81R
