Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
0,0,0,HCR 35,"Designating July 21, 2006, as Frances Cox Henderson Remembrance Day.",-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
1,1,1,HR 250,"In memory of Dr. L. Shannon Holloway, Jr., of Abilene.",-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
2,2,2,HR 271,Honoring Charlene Ricketts of Abilene for her many achievements.,-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
3,3,3,HR 343,Honoring businessman and former athlete Earl Young of Dallas for his contributions to Texas and to the global community.,-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
4,4,4,HR 398,Commending Christian Diaz and his associates for the establishment of the Buffalo Gap Fine Arts Center for Education near Abilene.,-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
5,5,5,HR 399,Honoring Robert Holladay of Abilene for his contributions to his students and to the arts in his community.,-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
6,6,6,HR 417,Honoring Jerry Love of Abilene on being named the Outstanding Museum Trustee of 2006 by the Texas Association of Museums.,-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
7,7,7,HR 442,In memory of Dr. Grady McWhiney of Abilene.,-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
8,8,8,HR 508,In memory of Juan D. Martinez.,-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
9,9,9,HR 656,In memory of J. D. Litton of Waco.,-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
10,10,10,HR 676,Honoring Dr. Colleen Smith on her appointment as president of Cisco Junior College.,-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
11,11,11,HR 677,Honoring Casey Heath Kelley for his dedicated legislative service in the office of Representative Bob Hunter.,-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
12,12,12,HR 691,Commemorating the 2006 Harley Owners Group State Rally in Abilene.,-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
13,13,13,HR 745,Congratulating Amanda Kelley of Abilene on her 50th birthday.,-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
14,14,14,HR 783,Honoring Homer K. Taylor for his service to Texas State Technical College.,-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
15,15,15,HR 787,Congratulating Steven Lewis Kelley on celebrating his 50th birthday.,-1,Bob Hunter,author,793,3355,Rep. Bob Hunter,Bob Hunter
