Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
0,0,0,HB 48,Relating to the governance of home-rule school districts.,60132,Randy Weber,author,821,4950,Rep. Randy Weber,Randy Weber
1,1,1,HB 49,Relating to personal leave provided for a school district employee who is a victim of certain assaults.,60132,Randy Weber,author,821,4950,Rep. Randy Weber,Randy Weber
2,2,2,HB 50,Relating to a disciplinary proceeding for a professional employee of a school district based on the employee's use of physical force against a student.,60132,Randy Weber,author,821,4950,Rep. Randy Weber,Randy Weber
3,3,3,HB 51,Relating to the authority of school districts to suspend teachers without pay pending discharge.,60132,Randy Weber,author,821,4950,Rep. Randy Weber,Randy Weber
4,4,4,HB 52,Relating to the right to a hearing before an independent hearing examiner of a public school teacher suspended without pay.,60132,Randy Weber,author,821,4950,Rep. Randy Weber,Randy Weber
5,5,5,HCR 27,Congratulating the nine Texas community colleges named among the nation's top 120 by the Aspen Institute.,60132,Randy Weber,author,821,4950,Rep. Randy Weber,Randy Weber
6,6,6,HR 295,Congratulating the Texas community colleges that were named among the top 120 community colleges  in the nation by the Aspen Institute.,60132,Randy Weber,author,821,4950,Rep. Randy Weber,Randy Weber
7,7,7,HB 41,Relating to prosecution and punishment for the offense of official oppression by the intrusive touching of persons seeking access to public buildings and transportation; providing penalties.,60132,Randy Weber,coauthor,821,4950,Rep. Randy Weber,Randy Weber
8,8,8,HCR 5,Urging Congress to take appropriate action to ensure acceptable treatment of the public by personnel of the Transportation Security Administration.,60132,Randy Weber,coauthor,821,4950,Rep. Randy Weber,Randy Weber
9,9,9,HB 1119,Relating to the maintenance tax rate of the Brazoria County Conservation and Reclamation District Number Three.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
10,10,10,HB 1120,Relating to the dissolution of the Country Place Management District.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
11,11,11,HB 1121,Relating to the prosecution and punishment of certain offenses involving trafficking of persons.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
12,12,12,HB 1122,Relating to the trafficking of persons.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
13,13,13,HB 1682,Relating to prohibiting school districts from requiring or coercing school district employees to make charitable contributions.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
14,14,14,HB 1994,Relating to the creation of a first offender prostitution prevention program.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
15,15,15,HB 1995,Relating to the prosecution of certain offenses involving environmental quality.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
16,16,16,HB 2394,Relating to the education requirements for certain justices of the peace.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
17,17,17,HB 2395,Relating to the implementation of the administration of certain assessment instruments for public school students.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
18,18,18,HB 2539,Relating to the authority of school districts to suspend teachers without pay pending discharge.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
19,19,19,HB 2540,Relating to the right to a hearing before an independent hearing examiner of a public school teacher suspended without pay.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
20,20,20,HB 2883,Relating to a disciplinary proceeding for a professional employee of a school district based on the employee's use of physical force against a student.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
21,21,21,HB 3026,Relating to the governance of home-rule school districts.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
22,22,22,HB 3027,Relating to the application of foreign laws and foreign forum selection in this state.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
23,23,23,HB 3028,Relating to activities by the University Interscholastic League involving sports officials.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
24,24,24,HB 3217,Relating to the resumption of service by certain retirees under the Teacher Retirement System of Texas.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
25,25,25,HB 3403,Relating to personal leave provided for a school district employee who is a victim of certain assaults.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
26,26,26,HR 554,"Recognizing February 23, 2011, as Matagorda County Day at the State Capitol.",60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
27,27,27,HR 555,"Recognizing February 23, 2011, as Pearland Day at the State Capitol.",60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
28,28,28,HR 556,"Recognizing March 8, 2011, as Brazoria County Day at the State Capitol.",60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
29,29,29,HR 1122,Congratulating the defending 5A state champion Pearland High School softball team on its early achievements during the 2011 season.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
30,30,30,HR 1123,Congratulating the Pearland High School football team on winning the 2010 UIL 5A Division 1 state championship.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
31,31,31,HR 2150,"In memory of Thomas Patton Alexander, Sr., of Pearland.",60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
32,32,32,HB 201,Relating to informed consent to an abortion.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
33,33,33,HB 289,Relating to activity that constitutes maintaining a common nuisance.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
34,34,34,HB 290,Relating to the punishment for the offense of employment harmful to children.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
35,35,35,HB 911,Relating to the application of foreign laws and foreign forum selection in this state with regard to family law matters.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
36,36,36,HB 1668,Relating to authority for school districts to provide public notice by posting the notice on the district's Internet website.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
37,37,37,HB 2322,Relating to equal opportunity for access by private and parochial school students to University Interscholastic League sponsored activities.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
38,38,38,HB 2976,Relating to the recording of proceedings and the issuance of a warrant to take physical custody of a child in certain suits affecting the parent-child relationship; creating an offense.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
39,39,39,HB 3000,Relating to creating the offense of continuous trafficking of persons; providing a penalty and other civil consequences.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
40,40,40,HJR 70,Proposing a constitutional amendment regarding the maximum rate of growth of appropriations and the use of unencumbered surplus general revenues to fund the state's rainy day fund and a public school property tax relief fund.,60132,Randy Weber,author,82R,4950,Rep. Randy Weber,Randy Weber
41,41,41,HB 6,"Relating to the foundation curriculum, the establishment of the instructional materials allotment, and the adoption, review, and purchase of instructional materials and technological equipment for public schools.",60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
42,42,42,HB 7,"Relating to the prosecution, punishment, and certain criminal and civil consequences of offenses involving or related to the trafficking of persons and to certain protections for victims of those offenses.",60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
43,43,43,HB 11,Relating to reports filed with the comptroller regarding certain alcoholic beverage sales; providing a penalty.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
44,44,44,HB 15,Relating to informed consent to an abortion.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
45,45,45,HB 17,Relating to the creation of the offense of criminal trespass by an illegal alien and to certain procedures for arresting illegal aliens for committing that criminal offense.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
46,46,46,HB 82,Relating to the criminal offenses applicable to gambling and gambling devices.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
47,47,47,HB 85,Relating to the state's or a state governmental entity's provision of support for the performance of an abortion or abortion-related services.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
48,48,48,HB 86,Relating to the carrying of concealed handguns on the campuses of institutions of higher education.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
49,49,49,HB 175,Relating to the on-premises consumption of certain alcoholic beverages; providing a penalty.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
50,50,50,HB 188,Relating to limitations on the use of eminent domain authority.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
51,51,51,HB 238,"Relating to the issuance of ""Choose Life"" license plates and the creation of the Choose Life account in the general revenue fund.",60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
52,52,52,HB 274,Relating to the reform of certain remedies and procedures in civil actions and family law matters.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
53,53,53,HB 362,Relating to the regulation by a property owners' association of the installation of solar energy devices and certain roofing materials on property.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
54,54,54,HB 400,Relating to flexibility for public schools to administer primary and secondary education efficiently.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
55,55,55,HB 433,Relating to qualified manufacturing project zones.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
56,56,56,HB 500,Relating to state-adopted assessment instruments administered to  public school students.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
57,57,57,HB 561,Relating to a hospital district's use of tax revenue to finance the performance of an abortion.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
58,58,58,HB 565,Relating to the procedures required for the foreclosure of a property owners' association's assessment lien.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
59,59,59,HB 681,Relating to an employee's transportation and storage of certain firearms or ammunition while on certain property owned or controlled by the employee's employer.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
60,60,60,HB 750,Relating to the carrying of concealed handguns on certain premises of or locations associated with schools or institutions of higher education.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
61,61,61,HB 816,Relating to coverage provided by certain qualified health plans for abortions.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
62,62,62,HB 1013,Relating to the powers and duties of the Texas Medical Board and the regulation of certain persons licensed by the board.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
63,63,63,HB 1353,Relating to speed limits.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
64,64,64,HB 1602,Relating to reporting requirements regarding the provision of an abortion or treatment for complications resulting from the provision of an abortion; creating criminal offenses; providing penalties.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
65,65,65,HB 1937,Relating to prosecution and punishment for the offense of official oppression by the intrusive touching of persons seeking access to public buildings and transportation; providing penalties.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
66,66,66,HB 1938,Relating to the regulation of body imaging scanning equipment in airports; providing criminal and civil penalties.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
67,67,67,HB 2115,Relating to the distribution of money appropriated from the national research university fund.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
68,68,68,HB 2233,Relating to certain contracts entered into by school districts for another entity to provide food services at one or more district schools.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
69,69,69,HB 2483,Relating to certain do-not-resuscitate orders and advance directives; providing penalties.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
70,70,70,HB 2491,Relating to a moratorium on certain testing and assessments of certain public school students under the public school accountability system.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
71,71,71,HB 2555,Relating to the regulation of abortion procedures; providing penalties.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
72,72,72,HB 2557,Relating to a suit for possession of or access to a child by a grandparent.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
73,73,73,HB 2828,Relating to the offense of coercing a person to have or seek an abortion and informed and voluntary consent for an abortion; providing penalties.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
74,74,74,HB 3104,Relating to precious metal coins.,60132,Randy Weber,coauthor,82R,4950,Rep. Randy Weber,Randy Weber
