Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
0,0,0,SB 8,Relating to discrimination in health care rates and reimbursement; providing administrative and civil penalties.,19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
1,1,1,SB 106,"Relating to the possession, use, and delivery of certain controlled substances and volatile chemicals; providing penalties.",19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
2,2,2,SB 109,Relating to the creation of a judicial district composed of Kaufman County.,19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
3,3,3,SB 130,Relating to character education in primary and secondary schools.,19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
4,4,4,SB 197,"Relating to the creation, purpose, implementation, and funding of the County Park Beautification and Improvement Program.",19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
5,5,5,SB 364,Relating to the composition of the Commission on Uniform State Laws.,19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
6,6,6,SB 406,Relating to the preservation of rail facilities by the Texas Department of Transportation.,19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
7,7,7,SB 407,Relating to the authority of a public entity to borrow funds from the state infrastructure bank.,19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
8,8,8,SB 408,Relating to the appointment of directors of regional tollway authorities.,19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
9,9,9,SB 409,"Relating to the powers and duties of the Texas Turnpike Authority division of the Texas Department of Transportation, including the power of eminent domain.",19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
10,10,10,SB 569,"Relating to the use of certain revenue by, and other rights and responsibilities of, certain municipalities that have territory within the boundaries of certain airports.",19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
11,11,11,SB 570,Relating to the powers of certain transportation authorities and to the exercise of those powers.,19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
12,12,12,SB 846,Relating to municipal payroll deductions.,19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
13,13,13,SB 891,Relating to nonrepairable and salvage motor vehicles.,19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
14,14,14,SB 973,Relating to the hours worked during a week by police officers in certain municipalities.,19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
15,15,15,SB 1096,Relating to economic incentives to attract horse racing events of national significance.,19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
16,16,16,SB 1112,Relating to the creation of a judicial district composed of Fannin County and the composition of the 6th and 336th judicial districts.,19792,David Cain,author,77R,1145,Sen. David Cain,David Cain
