Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
0,0,0,HB 767,Relating to cardiac assessments of participants in extracurricular athletic activities sponsored or sanctioned by the University Interscholastic League.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
1,1,1,HB 870,Relating to the investment training requirement for certain local government financial officers.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
2,2,2,HB 904,Relating to the transfer of certain inmates to the Texas Department of Criminal Justice following pronouncement of the inmate's sentence.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
3,3,3,HB 1070,Relating to a reduction in the cost of attendance credits for certain school districts that purchase windstorm and hail insurance.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
4,4,4,HB 1247,Relating to presumptions in contested case hearings regarding certain environmental permit applications.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
5,5,5,HB 1414,Relating to a prohibition of restrictions on the grade levels at which a public high school student may be eligible to enroll in a dual credit course.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
6,6,6,HB 1879,Relating to exemptions from continuing education requirements for certain county commissioners.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
7,7,7,HB 2022,Relating to the maximum capacity of a container of wine sold to a retail dealer; amending a provision subject to a criminal penalty.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
8,8,8,HB 2167,Relating to certain images captured by an unmanned aircraft.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
9,9,9,HB 2187,Relating to the regulation of metal recycling entities; imposing an administrative penalty; amending provisions subject to a criminal penalty.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
10,10,10,HB 2296,Relating to regulation by a municipality of the possession of an open container or the public consumption of alcoholic beverages.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
11,11,11,HB 2297,Relating to the use of electronic processes by and electronic information submitted to the Texas Alcoholic Beverage Commission; authorizing a fee.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
12,12,12,HB 2339,Relating to consumption of alcoholic beverages in public entertainment facilities.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
13,13,13,HB 2439,Relating to inspections and other activities conducted by engineers in connection with the issuance of certain windstorm and hail insurance; authorizing a fee.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
14,14,14,HB 2464,Relating to the transfer of a plumber's license on the retirement or death of the plumber.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
15,15,15,HB 2465,Relating to  the licensing and regulation of plumbers; amending provisions subject to a criminal penalty.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
16,16,16,HB 2481,"Relating to the licensing and regulation of auctioneers, associate auctioneers, and auctions; requiring an occupational license; requiring a fee.",38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
17,17,17,HB 2681,Relating to information required in a notice of sale of real property under contract lien.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
18,18,18,HB 2746,Relating to the treatment for ad valorem tax purposes of pollution control property.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
19,19,19,HB 2881,Relating to the issuance of specialty license plates for persons who served in the United States armed services and participated in Operation Restore Hope.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
20,20,20,HB 3101,Relating to the storage of certain alcoholic beverages by certain permit holders.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
21,21,21,HB 3151,Relating to the powers and duties of the board of pilot commissioners for certain ports.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
22,22,22,HB 3152,Relating to the administration of the Port of Houston Authority.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
23,23,23,HB 3314,Relating to the authority of the Texas Transportation Commission to fund projects related to the Gulf Intracoastal Waterway.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
24,24,24,HB 3402,Relating to the authority of a venue district to act as an endorsing municipality or endorsing county for purposes of games or event trust funds; authorizing a fee.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
25,25,25,HB 3588,Relating to insurance adjusters' unauthorized removal or inspection of vehicles located at vehicle storage facilities.,38199,Wayne Smith,author,84R,4540,Rep. Wayne Smith,Wayne Smith
