Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
0,0,0,HB 176,Relating to the authority of certain counties to enact noise regulations; providing a criminal penalty.,19735,Kevin Bailey,author,80R,2160,Rep. Kevin Bailey,Kevin Bailey
1,1,1,HB 177,Relating to provision of hot water service to residential rental units.,19735,Kevin Bailey,author,80R,2160,Rep. Kevin Bailey,Kevin Bailey
2,2,2,HB 178,Relating to the issuance and renewal of certain licenses for junkyards and automotive wrecking and salvage yards.,19735,Kevin Bailey,author,80R,2160,Rep. Kevin Bailey,Kevin Bailey
3,3,3,HB 179,Relating to the authority of the boards of trustees of certain school districts to close low-performing high school campuses.,19735,Kevin Bailey,author,80R,2160,Rep. Kevin Bailey,Kevin Bailey
4,4,4,HB 506,Relating to the regulation of the practice of construction and program management for capital improvement projects of school districts.,19735,Kevin Bailey,author,80R,2160,Rep. Kevin Bailey,Kevin Bailey
5,5,5,HB 507,"Relating to the submission and opening of bids, proposals, and statements of qualifications for contracts involving school district facilities.",19735,Kevin Bailey,author,80R,2160,Rep. Kevin Bailey,Kevin Bailey
6,6,6,HB 1171,Relating to the operation of property owners' associations.,19735,Kevin Bailey,author,80R,2160,Rep. Kevin Bailey,Kevin Bailey
7,7,7,HB 1172,Relating to the burning of household waste in unincorporated residential areas of certain counties.,19735,Kevin Bailey,author,80R,2160,Rep. Kevin Bailey,Kevin Bailey
8,8,8,HB 1281,Relating to the licensing and regulation of certain journeyman and apprentice sheet metal workers.,19735,Kevin Bailey,author,80R,2160,Rep. Kevin Bailey,Kevin Bailey
9,9,9,HB 1314,Relating to the regulation and financing of water and sewer utility systems in certain counties; providing a civil penalty.,19735,Kevin Bailey,author,80R,2160,Rep. Kevin Bailey,Kevin Bailey
10,10,10,HB 1315,Relating to the qualifications of a person in the chain of command over fire protection personnel.,19735,Kevin Bailey,author,80R,2160,Rep. Kevin Bailey,Kevin Bailey
11,11,11,HB 1413,Relating to the regulation of fire protection sprinkler technicians.,19735,Kevin Bailey,author,80R,2160,Rep. Kevin Bailey,Kevin Bailey
12,12,12,HB 1561,Relating to the investigation of a firefighter in certain municipalities.,19735,Kevin Bailey,author,80R,2160,Rep. Kevin Bailey,Kevin Bailey
