Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
0,0,0,HB 56,Relating to the selection of the board of directors of an appraisal district.,36228,Dan Ellis,author,784,2790,Rep. Dan Ellis,Dan Ellis
1,1,1,HB 57,Relating to appeals to small claims courts of certain ad valorem tax determinations.,36228,Dan Ellis,author,784,2790,Rep. Dan Ellis,Dan Ellis
2,2,2,HB 60,Relating to the minimum salary for certain professional school district personnel.,36228,Dan Ellis,author,784,2790,Rep. Dan Ellis,Dan Ellis
3,3,3,HR 95,In memory of Detective Don Palmer of Liberty.,36228,Dan Ellis,author,784,2790,Rep. Dan Ellis,Dan Ellis
4,4,4,HR 236,"In memory of Ewald Ernest ""Ernie"" Zieschang of Liberty.",36228,Dan Ellis,author,784,2790,Rep. Dan Ellis,Dan Ellis
5,5,5,HR 293,Honoring the life of U.S. Army Private First Class Stuart Westley Moore of Livingston.,36228,Dan Ellis,author,784,2790,Rep. Dan Ellis,Dan Ellis
6,6,6,HB 29,Relating to a health coverage or compensation supplementation program for active school employees.,36228,Dan Ellis,coauthor,784,2790,Rep. Dan Ellis,Dan Ellis
7,7,7,HB 59,Relating to health reimbursement arrangements for certain school employees.,36228,Dan Ellis,coauthor,784,2790,Rep. Dan Ellis,Dan Ellis
8,8,8,HR 105,Expressing support for Chief Justice Roy Moore of Alabama relating to his display of religious principles on government property.,36228,Dan Ellis,author,783,2790,Rep. Dan Ellis,Dan Ellis
9,9,9,HB 39,Relating to the filing of personal financial disclosure statements by members of the boards of trustees of school districts.,36228,Dan Ellis,coauthor,783,2790,Rep. Dan Ellis,Dan Ellis
10,10,10,HR 172,Honoring Janie Cockrell of Corrigan on her retirement as director of the institutional division of the Texas Department of Criminal Justice.,36228,Dan Ellis,author,781,2790,Rep. Dan Ellis,Dan Ellis
11,11,11,HR 173,"In memory of James Muller ""Pete"" Peebles, Sr., of Livingston.",36228,Dan Ellis,author,781,2790,Rep. Dan Ellis,Dan Ellis
12,12,12,HCR 6,Encouraging the United States congress to adopt a constitutional amendment banning any marriage except a union between a man and a woman.,36228,Dan Ellis,coauthor,781,2790,Rep. Dan Ellis,Dan Ellis
13,13,13,HB 178,Relating to immunity for certain governmental employees for an act or omission committed while supervising an inmate or offender program or activity.,36228,Dan Ellis,author,78R,2790,Rep. Dan Ellis,Dan Ellis
14,14,14,HB 179,Relating to the qualification of a county fair association for an ad valorem tax exemption.,36228,Dan Ellis,author,78R,2790,Rep. Dan Ellis,Dan Ellis
15,15,15,HB 180,Relating to a lien on a cause of action or claim of an individual who receives certain medical services.,36228,Dan Ellis,author,78R,2790,Rep. Dan Ellis,Dan Ellis
